source,group,share_pct,cc_rate_pct
SCF 2001,Borrow,5.497769550020007,15.986872118885145
SCF 2001,Borrow and save,26.180460881894128,13.641370798024441
SCF 2001,Save,68.321769568086,9.282843827770275
CEX,Borrow,10.66343613135204,NA
CEX,Borrow and save,29.178871645925483,NA
CEX,Save,60.157692222722886,NA
