transaction_row_id,id,diary_day,tran,transaction_date,diary_date,dow_weight,amnt,payment,pi,payment_instrument,multipi_breakdown,mixed_payment_method,ambiguous_payment_method,merch,tely_group,tely_category,category_rule,crosswalk_quality,pay010,pay011,pay016,pay020,pay030,pay040,pay041,pay042,pay050,count_eligible,dollar_eligible,liquid_narrow_count,liquid_broad_count,not_liquid_narrow_count,not_liquid_broad_count,liquid_narrow_amount,liquid_broad_amount,parsed_component_total,component_total_gap,component_total_matches
1,103316,2,1,2019-10-08,2019-10-08,0.9428282380104064,2,1,1,Cash,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,2,2,2,0,TRUE
4,105052,3,1,2019-10-25,2019-10-25,4.0012617111206055,1200,1,4,Debit card,,FALSE,FALSE,15,mortgage,mortgage_payment,merch15_pay010_loan_pay011_mortgage,followup_identified,2,1,,,,,,,,TRUE,TRUE,1,1,0,0,1200,1200,1200,0,TRUE
5,104565,1,1,2019-10-01,2019-10-01,0.5564930438995361,3.95,1,1,Cash,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,3.95,3.95,3.95,0,TRUE
6,104565,2,2,2019-10-02,2019-10-02,0.5420182943344116,36,1,1,Cash,,FALSE,FALSE,3,food_alcohol_tobacco_proxy,food_restaurant_bar_proxy,merch3_restaurant_bar,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,36,36,36,0,TRUE
7,104565,3,1,2019-10-03,2019-10-03,0.5416682958602905,4,1,1,Cash,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,4,4,4,0,TRUE
8,104565,3,2,2019-10-03,2019-10-03,0.5416682958602905,31,1,1,Cash,,FALSE,FALSE,3,food_alcohol_tobacco_proxy,food_restaurant_bar_proxy,merch3_restaurant_bar,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,31,31,31,0,TRUE
11,103476,2,1,2019-10-22,2019-10-22,0.5993635058403015,25.7,1,3,Credit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,25.7,0,TRUE
13,102048,1,1,2019-10-24,2019-10-24,0.9312836527824402,10,1,3,Credit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,10,0,TRUE
14,102048,1,2,2019-10-24,2019-10-24,0.9312836527824402,2,1,1,Cash,,FALSE,FALSE,21,public_transportation,public_transport_tolls,merch21_public_transport_tolls,combined_merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,2,2,2,0,TRUE
16,102048,1,4,2019-10-24,2019-10-24,0.9312836527824402,30.18,1,3,Credit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,30.18,0,TRUE
20,104043,1,2,2019-10-14,2019-10-14,0.7288022041320801,1106.59,1,2,Check,,FALSE,FALSE,18,health_insurance,health_insurance,merch18_pay030_insurance_company,followup_identified,,,,,4,,,,,TRUE,TRUE,1,1,0,0,1106.59,1106.59,1106.59,0,TRUE
27,104791,1,1,2019-10-31,2019-10-31,0.48695746064186096,6.42,1,3,Credit card,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,6.42,0,TRUE
28,104791,1,2,2019-10-31,2019-10-31,0.48695746064186096,5.48,1,1,Cash,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,5.48,5.48,5.48,0,TRUE
29,104791,1,3,2019-10-31,2019-10-31,0.48695746064186096,17,1,3,Credit card,,FALSE,FALSE,3,food_alcohol_tobacco_proxy,food_restaurant_bar_proxy,merch3_restaurant_bar,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,17,0,TRUE
30,104791,1,4,2019-10-31,2019-10-31,0.48695746064186096,17,1,1,Cash,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,17,17,17,0,TRUE
69,101533,1,1,2019-10-06,2019-10-06,0.8061042428016663,7.63,1,3,Credit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,7.63,0,TRUE
70,101533,1,2,2019-10-06,2019-10-06,0.8061042428016663,12.57,1,5,Prepaid/gift/EBT card,,FALSE,TRUE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,12.57,0,TRUE
71,101533,1,3,2019-10-06,2019-10-06,0.8061042428016663,85.47,1,7,Online banking bill payment,,FALSE,FALSE,10,utilities,communications_entertainment_proxy,merch10_communications_streaming_movies,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,1,1,0,0,85.47,85.47,0,TRUE
73,101533,2,2,2019-10-07,2019-10-07,1.0385435819625854,5.98,1,5,Prepaid/gift/EBT card,,FALSE,TRUE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,5.98,0,TRUE
75,101533,3,2,2019-10-08,2019-10-08,0.9475653767585754,20,1,3,Credit card,,FALSE,FALSE,21,public_transportation,public_transport_tolls,merch21_public_transport_tolls,combined_merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,20,0,TRUE
77,103517,1,1,2019-10-02,2019-10-02,1.3956975936889648,5.5600000000000005,1,1,Cash,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,5.5600000000000005,5.5600000000000005,5.5600000000000005,0,TRUE
79,103517,1,3,2019-10-02,2019-10-02,1.3956975936889648,15,1,1,Cash,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,15,15,15,0,TRUE
80,103517,2,1,2019-10-03,2019-10-03,1.3426378965377808,522,1,4,Debit card,,FALSE,FALSE,14,rent,rent,merch14_rent,direct_merchant_match,,,,,,,,,,TRUE,TRUE,1,1,0,0,522,522,522,0,TRUE
84,100696,1,1,2019-10-20,2019-10-20,0.7475062012672424,30.56,1,3,Credit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,30.56,0,TRUE
85,100696,1,2,2019-10-20,2019-10-20,0.7475062012672424,120,1,7,Online banking bill payment,,FALSE,FALSE,10,utilities,communications_entertainment_proxy,merch10_communications_streaming_movies,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,1,1,0,0,120,120,0,TRUE
86,100696,2,1,2019-10-21,2019-10-21,0.8385121822357178,5.99,1,3,Credit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,5.99,0,TRUE
87,100696,3,1,2019-10-22,2019-10-22,0.6869219541549683,2,1,1,Cash,,FALSE,FALSE,21,public_transportation,public_transport_tolls,merch21_public_transport_tolls,combined_merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,2,2,2,0,TRUE
88,100696,3,2,2019-10-22,2019-10-22,0.6869219541549683,36.65,1,3,Credit card,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,36.65,0,TRUE
94,105010,2,2,2019-10-20,2019-10-20,1.8517783880233765,14.96,1,4,Debit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,14.96,14.96,14.96,0,TRUE
95,105010,3,1,2019-10-21,2019-10-21,2.1876204013824463,30.87,1,4,Debit card,,FALSE,FALSE,3,food_alcohol_tobacco_proxy,food_restaurant_bar_proxy,merch3_restaurant_bar,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,30.87,30.87,30.87,0,TRUE
96,105010,3,2,2019-10-21,2019-10-21,2.1876204013824463,127.07,1,2,Check,,FALSE,FALSE,8,utilities,utilities,merch8_nongovernment_utility,merchant_or_followup_match,,,,,,,,,,TRUE,TRUE,1,1,0,0,127.07,127.07,127.07,0,TRUE
98,103003,1,1,2019-10-09,2019-10-09,0.7755013704299927,219,1,2,Check,,FALSE,FALSE,14,rent,rent,merch14_rent,direct_merchant_match,,,,,,,,,,TRUE,TRUE,1,1,0,0,219,219,219,0,TRUE
101,103003,2,2,2019-10-10,2019-10-10,0.83607017993927,7.4,1,5,Prepaid/gift/EBT card,,FALSE,TRUE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,7.4,0,TRUE
102,103003,2,3,2019-10-10,2019-10-10,0.83607017993927,5,1,1,Cash,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,5,5,5,0,TRUE
103,103003,2,4,2019-10-10,2019-10-10,0.83607017993927,177,1,5,Prepaid/gift/EBT card,,FALSE,TRUE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,177,0,TRUE
104,103003,3,1,2019-10-11,2019-10-11,0.8471285700798035,3,1,3,Credit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,3,0,TRUE
108,101231,3,1,2019-10-08,2019-10-08,4.001132011413574,13.9,1,4,Debit card,,FALSE,FALSE,10,utilities,communications_entertainment_proxy,merch10_communications_streaming_movies,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,13.9,13.9,13.9,0,TRUE
109,101720,1,1,2019-10-06,2019-10-06,2.788471221923828,2.69,1,1,Cash,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,2.69,2.69,2.69,0,TRUE
111,101720,1,3,2019-10-06,2019-10-06,2.788471221923828,86,1,6,Bank account number payment,,FALSE,FALSE,10,utilities,communications_entertainment_proxy,merch10_communications_streaming_movies,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,1,1,0,0,86,86,0,TRUE
112,101720,1,4,2019-10-06,2019-10-06,2.788471221923828,68.3,1,6,Bank account number payment,,FALSE,FALSE,10,utilities,communications_entertainment_proxy,merch10_communications_streaming_movies,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,1,1,0,0,68.3,68.3,0,TRUE
114,101720,2,1,2019-10-07,2019-10-07,3.5696232318878174,6.86,1,1,Cash,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,6.86,6.86,6.86,0,TRUE
115,101720,2,2,2019-10-07,2019-10-07,3.5696232318878174,19.33,1,1,Cash,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,19.33,19.33,19.33,0,TRUE
116,101720,3,1,2019-10-08,2019-10-08,3.1642956733703613,2.28,1,1,Cash,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,2.28,2.28,2.28,0,TRUE
117,101720,3,2,2019-10-08,2019-10-08,3.1642956733703613,120.65,1,6,Bank account number payment,,FALSE,FALSE,10,utilities,communications_entertainment_proxy,merch10_communications_streaming_movies,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,1,1,0,0,120.65,120.65,0,TRUE
119,105404,2,1,2019-10-25,2019-10-25,0.24997667968273163,101,1,3,Credit card,,FALSE,FALSE,3,food_alcohol_tobacco_proxy,food_restaurant_bar_proxy,merch3_restaurant_bar,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,101,0,TRUE
121,105404,3,1,2019-10-26,2019-10-26,0.24998141825199127,32,1,3,Credit card,,FALSE,FALSE,3,food_alcohol_tobacco_proxy,food_restaurant_bar_proxy,merch3_restaurant_bar,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,32,0,TRUE
122,105404,3,2,2019-10-26,2019-10-26,0.24998141825199127,56,1,3,Credit card,,FALSE,FALSE,3,food_alcohol_tobacco_proxy,food_restaurant_bar_proxy,merch3_restaurant_bar,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,56,0,TRUE
125,103309,2,2,2019-10-21,2019-10-21,0.8209134936332703,51.49,1,4,Debit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,51.49,51.49,51.49,0,TRUE
126,103309,2,3,2019-10-21,2019-10-21,0.8209134936332703,1,1,13,Other payment method,,FALSE,TRUE,21,public_transportation,public_transport_tolls,merch21_public_transport_tolls,combined_merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,1,0,TRUE
128,103309,2,5,2019-10-21,2019-10-21,0.8209134936332703,14.38,1,4,Debit card,,FALSE,FALSE,3,food_alcohol_tobacco_proxy,food_restaurant_bar_proxy,merch3_restaurant_bar,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,14.38,14.38,14.38,0,TRUE
130,103309,2,7,2019-10-21,2019-10-21,0.8209134936332703,70.98,1,4,Debit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,70.98,70.98,70.98,0,TRUE
134,103309,3,4,2019-10-22,2019-10-22,0.7209812998771667,1,1,13,Other payment method,,FALSE,TRUE,21,public_transportation,public_transport_tolls,merch21_public_transport_tolls,combined_merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,1,0,TRUE
139,104873,2,1,2019-10-11,2019-10-11,0.962782084941864,4,1,1,Cash,,FALSE,FALSE,3,food_alcohol_tobacco_proxy,food_restaurant_bar_proxy,merch3_restaurant_bar,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,4,4,4,0,TRUE
142,101374,1,1,2019-10-30,2019-10-30,0.28836503624916077,1.6,1,1,Cash,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,1.6,1.6,1.6,0,TRUE
144,101374,1,3,2019-10-30,2019-10-30,0.28836503624916077,11,1,4,Debit card,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,11,11,11,0,TRUE
145,101374,2,1,2019-10-31,2019-10-31,0.2960161864757538,9,1,4,Debit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,9,9,9,0,TRUE
146,101374,2,2,2019-10-31,2019-10-31,0.2960161864757538,32,1,3,Credit card,,FALSE,FALSE,3,food_alcohol_tobacco_proxy,food_restaurant_bar_proxy,merch3_restaurant_bar,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,32,0,TRUE
151,102328,3,1,2019-10-29,2019-10-29,0.45185044407844543,275.8,1,2,Check,,FALSE,FALSE,19,property_taxes,property_taxes,merch19_pay040_tax_pay042_property_tax,followup_identified,,,,,,2,,4,,TRUE,TRUE,1,1,0,0,275.8,275.8,275.8,0,TRUE
152,101491,3,1,2019-10-08,2019-10-08,0.2499721199274063,5,1,1,Cash,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,5,5,5,0,TRUE
153,101491,3,2,2019-10-08,2019-10-08,0.2499721199274063,3,1,1,Cash,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,3,3,3,0,TRUE
156,101491,3,5,2019-10-08,2019-10-08,0.2499721199274063,3.25,1,4,Debit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,3.25,3.25,3.25,0,TRUE
157,100316,1,1,2019-10-07,2019-10-07,0.2840077877044678,8.86,1,4,Debit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,8.86,8.86,8.86,0,TRUE
162,103451,1,2,2019-10-28,2019-10-28,0.5123419165611267,94.09,1,3,Credit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,94.09,0,TRUE
164,103451,3,1,2019-10-30,2019-10-30,0.8512626886367798,45.83,1,11,Account-to-account transfer,,FALSE,FALSE,8,utilities,utilities,merch8_nongovernment_utility,merchant_or_followup_match,,,,,,,,,,TRUE,TRUE,0,1,1,0,0,45.83,45.83,0,TRUE
165,100887,1,1,2019-10-21,2019-10-21,0.2499682605266571,53,1,3,Credit card,,FALSE,FALSE,3,food_alcohol_tobacco_proxy,food_restaurant_bar_proxy,merch3_restaurant_bar,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,53,0,TRUE
172,101496,1,1,2019-10-30,2019-10-30,0.8096295595169067,27.58,1,3,Credit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,27.58,0,TRUE
188,100923,1,1,2019-10-07,2019-10-07,0.271018922328949,12,1,4,Debit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,12,12,12,0,TRUE
189,100923,1,2,2019-10-07,2019-10-07,0.271018922328949,33,1,4,Debit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,33,33,33,0,TRUE
192,100923,3,1,2019-10-09,2019-10-09,0.2499702274799347,10,1,1,Cash,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,10,10,10,0,TRUE
198,103851,2,1,2019-10-10,2019-10-10,0.7878976464271545,24.4,1,4,Debit card,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,24.4,24.4,24.4,0,TRUE
199,103851,3,1,2019-10-11,2019-10-11,0.7158854007720947,55.93,1,3,Credit card,,FALSE,FALSE,3,food_alcohol_tobacco_proxy,food_restaurant_bar_proxy,merch3_restaurant_bar,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,55.93,0,TRUE
204,102918,2,2,2019-10-13,2019-10-13,1.798980712890625,14.82,1,1,Cash,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,14.82,14.82,14.82,0,TRUE
205,102918,2,3,2019-10-13,2019-10-13,1.798980712890625,3.75,1,3,Credit card,,FALSE,FALSE,21,public_transportation,public_transport_tolls,merch21_public_transport_tolls,combined_merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,3.75,0,TRUE
210,104084,1,1,2019-10-27,2019-10-27,0.5617665648460388,25,1,1,Cash,,FALSE,FALSE,3,food_alcohol_tobacco_proxy,food_restaurant_bar_proxy,merch3_restaurant_bar,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,25,25,25,0,TRUE
211,104084,2,1,2019-10-28,2019-10-28,0.7204654812812805,10,1,1,Cash,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,10,10,10,0,TRUE
212,104084,2,2,2019-10-28,2019-10-28,0.7204654812812805,11,1,1,Cash,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,11,11,11,0,TRUE
214,101502,1,1,2019-10-18,2019-10-18,1.0566741228103638,1,1,1,Cash,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,1,1,1,0,TRUE
216,101502,2,1,2019-10-19,2019-10-19,0.7716358304023743,113,1,4,Debit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,113,113,113,0,TRUE
217,101502,2,2,2019-10-19,2019-10-19,0.7716358304023743,17,1,4,Debit card,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,17,17,17,0,TRUE
220,105130,1,2,2019-10-22,2019-10-22,1.0506807565689087,6.13,1,1,Cash,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,6.13,6.13,6.13,0,TRUE
221,105130,2,1,2019-10-23,2019-10-23,0.8408857583999634,2.99,1,1,Cash,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,2.99,2.99,2.99,0,TRUE
222,105130,2,2,2019-10-23,2019-10-23,0.8408857583999634,1.5,1,1,Cash,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,1.5,1.5,1.5,0,TRUE
223,105130,3,1,2019-10-24,2019-10-24,0.8392530083656311,5.5,1,1,Cash,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,5.5,5.5,5.5,0,TRUE
227,100260,1,1,2019-10-27,2019-10-27,0.6469925045967102,9.29,1,3,Credit card,,FALSE,FALSE,9,public_transportation,taxi_air_delivery_proxy,merch9_taxi_air_delivery,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,9.29,0,TRUE
228,100260,1,2,2019-10-27,2019-10-27,0.6469925045967102,7.8,1,3,Credit card,,FALSE,FALSE,9,public_transportation,taxi_air_delivery_proxy,merch9_taxi_air_delivery,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,7.8,0,TRUE
229,100260,1,3,2019-10-27,2019-10-27,0.6469925045967102,21.35,1,3,Credit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,21.35,0,TRUE
230,100260,2,1,2019-10-28,2019-10-28,1.0589138269424438,5.5,1,3,Credit card,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,5.5,0,TRUE
231,100260,2,2,2019-10-28,2019-10-28,1.0589138269424438,6,1,1,Cash,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,6,6,6,0,TRUE
233,100260,3,1,2019-10-29,2019-10-29,1.1033437252044678,7.09,1,3,Credit card,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,7.09,0,TRUE
236,100260,3,4,2019-10-29,2019-10-29,1.1033437252044678,30.99,1,3,Credit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,30.99,0,TRUE
237,100260,3,5,2019-10-29,2019-10-29,1.1033437252044678,20.28,1,3,Credit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,20.28,0,TRUE
239,102986,1,1,2019-10-21,2019-10-21,3.540078639984131,15.86,1,1,Cash,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,15.86,15.86,15.86,0,TRUE
240,102986,1,2,2019-10-21,2019-10-21,3.540078639984131,23.7,1,4,Debit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,23.7,23.7,23.7,0,TRUE
