transaction_row_id,id,diary_day,tran,transaction_date,diary_date,dow_weight,amnt,payment,pi,payment_instrument,multipi_breakdown,mixed_payment_method,ambiguous_payment_method,merch,tely_group,tely_category,category_rule,crosswalk_quality,pay010,pay011,pay016,pay020,pay030,pay040,pay041,pay042,pay050,count_eligible,dollar_eligible,liquid_narrow_count,liquid_broad_count,not_liquid_narrow_count,not_liquid_broad_count,liquid_narrow_amount,liquid_broad_amount,parsed_component_total,component_total_gap,component_total_matches
3255,104457,2,1,2019-10-27,2019-10-27,0.2495640218257904,10,1,2,Check,,FALSE,FALSE,17,cash_contributions,cash_contributions,merch17_pay050_donation_or_offering,followup_identified,,,,,,,,,2,TRUE,TRUE,1,1,0,0,10,10,10,0,TRUE
3256,104457,2,2,2019-10-27,2019-10-27,0.2495640218257904,10,1,1,Cash,,FALSE,FALSE,17,cash_contributions,cash_contributions,merch17_pay050_donation_or_offering,followup_identified,,,,,,,,,1,TRUE,TRUE,1,1,0,0,10,10,10,0,TRUE
3258,101873,1,1,2019-10-18,2019-10-18,0.24995914101600647,8.6,1,1,Cash,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,8.6,8.6,8.6,0,TRUE
3259,101873,1,2,2019-10-18,2019-10-18,0.24995914101600647,36.02,1,3,Credit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,36.02,0,TRUE
3260,101873,2,1,2019-10-19,2019-10-19,0.2499653398990631,4.63,1,3,Credit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,4.63,0,TRUE
3266,104044,1,3,2019-10-04,2019-10-04,0.3214181065559387,6,1,6,Bank account number payment,,FALSE,FALSE,10,utilities,communications_entertainment_proxy,merch10_communications_streaming_movies,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,1,1,0,0,6,6,0,TRUE
3269,104044,2,2,2019-10-05,2019-10-05,0.3843744993209839,1100,1,13,Other payment method,,FALSE,TRUE,15,mortgage,mortgage_payment,merch15_pay010_loan_pay011_mortgage,followup_identified,2,1,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,1100,0,TRUE
3271,104044,2,5,2019-10-05,2019-10-05,0.3843744993209839,20,1,6,Bank account number payment,,FALSE,FALSE,17,cash_contributions,cash_contributions,merch17_pay050_donation_or_offering,followup_identified,,,,,,,,,1,TRUE,TRUE,0,1,1,0,0,20,20,0,TRUE
3272,104044,2,6,2019-10-05,2019-10-05,0.3843744993209839,13,1,6,Bank account number payment,,FALSE,FALSE,10,utilities,communications_entertainment_proxy,merch10_communications_streaming_movies,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,1,1,0,0,13,13,0,TRUE
3274,104933,1,1,2019-10-06,2019-10-06,0.7691525220870972,10,1,3,Credit card,,FALSE,FALSE,17,cash_contributions,cash_contributions,merch17_pay050_donation_or_offering,followup_identified,,,,,,,,,2,TRUE,TRUE,0,0,1,1,0,0,10,0,TRUE
3275,104933,1,2,2019-10-06,2019-10-06,0.7691525220870972,87.75,1,3,Credit card,,FALSE,FALSE,10,utilities,communications_entertainment_proxy,merch10_communications_streaming_movies,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,87.75,0,TRUE
3276,104933,1,3,2019-10-06,2019-10-06,0.7691525220870972,7.92,1,3,Credit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,7.92,0,TRUE
3277,104933,1,4,2019-10-06,2019-10-06,0.7691525220870972,11.07,1,3,Credit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,11.07,0,TRUE
3278,104933,1,5,2019-10-06,2019-10-06,0.7691525220870972,87.75,1,7,Online banking bill payment,,FALSE,FALSE,10,utilities,communications_entertainment_proxy,merch10_communications_streaming_movies,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,1,1,0,0,87.75,87.75,0,TRUE
3279,104933,1,6,2019-10-06,2019-10-06,0.7691525220870972,10,1,3,Credit card,,FALSE,FALSE,17,cash_contributions,cash_contributions,merch17_pay050_donation_or_offering,followup_identified,,,,,,,,,2,TRUE,TRUE,0,0,1,1,0,0,10,0,TRUE
3284,104933,3,5,2019-10-08,2019-10-08,0.793121874332428,13.22,1,3,Credit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,13.22,0,TRUE
3288,101197,1,1,2019-10-03,2019-10-03,0.33678269386291504,2674,1,14,Deduction from income,,FALSE,TRUE,14,rent,rent,merch14_rent,direct_merchant_match,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,2674,0,TRUE
3295,101197,2,3,2019-10-04,2019-10-04,0.29177218675613403,100,1,7,Online banking bill payment,,FALSE,FALSE,14,rent,rent,merch14_rent,direct_merchant_match,,,,,,,,,,TRUE,TRUE,0,1,1,0,0,100,100,0,TRUE
3296,101197,3,1,2019-10-05,2019-10-05,0.2614631950855255,20,1,1,Cash,,FALSE,FALSE,3,food_alcohol_tobacco_proxy,food_restaurant_bar_proxy,merch3_restaurant_bar,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,20,20,20,0,TRUE
3301,102536,1,1,2019-10-24,2019-10-24,0.3060727119445801,19.01,1,3,Credit card,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,19.01,0,TRUE
3303,102536,2,2,2019-10-25,2019-10-25,0.2772952914237976,30.14,1,3,Credit card,,FALSE,FALSE,3,food_alcohol_tobacco_proxy,food_restaurant_bar_proxy,merch3_restaurant_bar,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,30.14,0,TRUE
3304,102536,2,3,2019-10-25,2019-10-25,0.2772952914237976,73.96000000000001,1,3,Credit card,,FALSE,FALSE,3,food_alcohol_tobacco_proxy,food_restaurant_bar_proxy,merch3_restaurant_bar,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,73.96000000000001,0,TRUE
3308,102536,3,1,2019-10-26,2019-10-26,0.249964639544487,36,1,5,Prepaid/gift/EBT card,,FALSE,TRUE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,36,0,TRUE
3310,105050,2,1,2019-10-10,2019-10-10,0.525553286075592,2.14,1,3,Credit card,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,2.14,0,TRUE
3311,105050,2,2,2019-10-10,2019-10-10,0.525553286075592,277,1,6,Bank account number payment,,FALSE,FALSE,14,rent,rent,merch14_rent,direct_merchant_match,,,,,,,,,,TRUE,TRUE,0,1,1,0,0,277,277,0,TRUE
3317,101323,1,1,2019-10-05,2019-10-05,0.7410502433776855,20.45,1,3,Credit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,20.45,0,TRUE
3320,101323,2,2,2019-10-06,2019-10-06,0.6478558778762817,40,1,3,Credit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,40,0,TRUE
3322,101323,3,2,2019-10-07,2019-10-07,0.7507538795471191,40,1,3,Credit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,40,0,TRUE
3325,101323,3,5,2019-10-07,2019-10-07,0.7507538795471191,1478,1,6,Bank account number payment,,FALSE,FALSE,15,mortgage,mortgage_payment,merch15_pay010_loan_pay011_mortgage,followup_identified,2,1,,,,,,,,TRUE,TRUE,0,1,1,0,0,1478,1478,0,TRUE
3328,104493,1,1,2019-10-22,2019-10-22,0.2499796003103256,4,1,1,Cash,,FALSE,FALSE,21,public_transportation,public_transport_tolls,merch21_public_transport_tolls,combined_merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,4,4,4,0,TRUE
3330,102096,1,2,2019-10-27,2019-10-27,0.24975013732910156,49.32,1,4,Debit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,49.32,49.32,49.32,0,TRUE
3331,102096,1,3,2019-10-27,2019-10-27,0.24975013732910156,3,1,1,Cash,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,3,3,3,0,TRUE
3332,102096,2,1,2019-10-28,2019-10-28,0.24997425079345703,3,1,4,Debit card,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,3,3,3,0,TRUE
3334,102096,3,1,2019-10-29,2019-10-29,0.24997903406620023,4,1,4,Debit card,,FALSE,FALSE,17,cash_contributions,cash_contributions,merch17_pay050_donation_or_offering,followup_identified,,,,,,,,,1,TRUE,TRUE,1,1,0,0,4,4,4,0,TRUE
3338,102325,1,1,2019-10-03,2019-10-03,0.6937103271484375,127.96,1,4,Debit card,,FALSE,FALSE,9,public_transportation,taxi_air_delivery_proxy,merch9_taxi_air_delivery,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,127.96,127.96,127.96,0,TRUE
3339,102325,1,2,2019-10-03,2019-10-03,0.6937103271484375,36.35,1,7,Online banking bill payment,,FALSE,FALSE,10,utilities,communications_entertainment_proxy,merch10_communications_streaming_movies,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,1,1,0,0,36.35,36.35,0,TRUE
3343,102325,1,6,2019-10-03,2019-10-03,0.6937103271484375,78,1,7,Online banking bill payment,,FALSE,FALSE,8,utilities,utilities,merch8_nongovernment_utility,merchant_or_followup_match,,,,,,,,,,TRUE,TRUE,0,1,1,0,0,78,78,0,TRUE
3344,102325,1,7,2019-10-03,2019-10-03,0.6937103271484375,62,1,4,Debit card,,FALSE,FALSE,3,food_alcohol_tobacco_proxy,food_restaurant_bar_proxy,merch3_restaurant_bar,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,62,62,62,0,TRUE
3346,102325,2,2,2019-10-04,2019-10-04,0.6125453114509583,16.56,1,4,Debit card,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,16.56,16.56,16.56,0,TRUE
3351,102325,3,3,2019-10-05,2019-10-05,0.9540877938270568,58,1,4,Debit card,,FALSE,FALSE,3,food_alcohol_tobacco_proxy,food_restaurant_bar_proxy,merch3_restaurant_bar,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,58,58,58,0,TRUE
3353,102325,3,5,2019-10-05,2019-10-05,0.9540877938270568,113.2,1,4,Debit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,113.2,113.2,113.2,0,TRUE
3356,102325,3,8,2019-10-05,2019-10-05,0.9540877938270568,6.7700000000000005,1,1,Cash,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,6.7700000000000005,6.7700000000000005,6.7700000000000005,0,TRUE
3357,102325,3,9,2019-10-05,2019-10-05,0.9540877938270568,7.55,1,4,Debit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,7.55,7.55,7.55,0,TRUE
3364,104251,3,1,2019-10-01,2019-10-01,0.3822000026702881,2,1,4,Debit card,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,2,2,2,0,TRUE
3366,101552,1,1,2019-10-22,2019-10-22,0.38934850692749023,5.38,1,1,Cash,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,5.38,5.38,5.38,0,TRUE
3371,103194,2,2,2019-10-01,2019-10-01,1.1627378463745115,69.83,1,4,Debit card,,FALSE,FALSE,3,food_alcohol_tobacco_proxy,food_restaurant_bar_proxy,merch3_restaurant_bar,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,69.83,69.83,69.83,0,TRUE
3374,103194,3,1,2019-10-02,2019-10-02,1.133328914642334,8.72,1,4,Debit card,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,8.72,8.72,8.72,0,TRUE
3376,103194,3,3,2019-10-02,2019-10-02,1.133328914642334,39.95,1,4,Debit card,,FALSE,FALSE,17,cash_contributions,cash_contributions,merch17_pay050_donation_or_offering,followup_identified,,,,,,,,,1,TRUE,TRUE,1,1,0,0,39.95,39.95,39.95,0,TRUE
3378,103876,1,2,2019-10-06,2019-10-06,0.24963729083538055,17.82,1,1,Cash,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,17.82,17.82,17.82,0,TRUE
3383,103632,2,1,2019-10-18,2019-10-18,0.7044996619224548,3.75,1,10,Mobile payment app,,FALSE,TRUE,21,public_transportation,public_transport_tolls,merch21_public_transport_tolls,combined_merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,3.75,0,TRUE
3384,103632,3,1,2019-10-19,2019-10-19,1.0234285593032837,3.75,1,13,Other payment method,,FALSE,TRUE,21,public_transportation,public_transport_tolls,merch21_public_transport_tolls,combined_merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,3.75,0,TRUE
3386,103632,3,3,2019-10-19,2019-10-19,1.0234285593032837,11.63,1,1,Cash,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,11.63,11.63,11.63,0,TRUE
3389,105037,1,2,2019-10-09,2019-10-09,0.24998557567596436,26.5,1,4,Debit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,26.5,26.5,26.5,0,TRUE
3394,101525,3,1,2019-10-22,2019-10-22,0.24998128414154053,13,1,1,Cash,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,13,13,13,0,TRUE
3395,101525,3,2,2019-10-22,2019-10-22,0.24998128414154053,17,1,1,Cash,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,17,17,17,0,TRUE
3396,103238,1,1,2019-10-23,2019-10-23,0.9201396107673644,51.7,1,4,Debit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,51.7,51.7,51.7,0,TRUE
3397,103238,1,2,2019-10-23,2019-10-23,0.9201396107673644,6.44,1,1,Cash,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,6.44,6.44,6.44,0,TRUE
3399,103238,3,1,2019-10-25,2019-10-25,0.9634669423103333,56.3,1,4,Debit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,56.3,56.3,56.3,0,TRUE
3400,103477,3,1,2019-10-26,2019-10-26,1.26927649974823,21.58,1,1,Cash,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,21.58,21.58,21.58,0,TRUE
3411,104017,3,2,2019-10-01,2019-10-01,0.24998784065246585,40,1,2,Check,,FALSE,FALSE,17,cash_contributions,cash_contributions,merch17_pay050_donation_or_offering,followup_identified,,,,,,,,,1,TRUE,TRUE,1,1,0,0,40,40,40,0,TRUE
3413,104017,3,4,2019-10-01,2019-10-01,0.24998784065246585,16.3,1,1,Cash,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,16.3,16.3,16.3,0,TRUE
3415,104017,3,6,2019-10-01,2019-10-01,0.24998784065246585,17.240000000000002,1,1,Cash,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,17.240000000000002,17.240000000000002,17.240000000000002,0,TRUE
3418,105145,1,3,2019-10-22,2019-10-22,0.24997612833976743,35.94,1,4,Debit card,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,35.94,35.94,35.94,0,TRUE
3422,103688,1,1,2019-10-12,2019-10-12,1.4086530208587646,18.15,1,3,Credit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,18.15,0,TRUE
3423,103688,1,2,2019-10-12,2019-10-12,1.4086530208587646,14.99,1,3,Credit card,,FALSE,FALSE,10,utilities,communications_entertainment_proxy,merch10_communications_streaming_movies,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,14.99,0,TRUE
3428,103688,3,1,2019-10-14,2019-10-14,1.3922302722930908,23.88,1,3,Credit card,,FALSE,FALSE,10,utilities,communications_entertainment_proxy,merch10_communications_streaming_movies,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,23.88,0,TRUE
3434,103812,1,4,2019-10-14,2019-10-14,0.8628634214401245,16.39,1,3,Credit card,,FALSE,FALSE,3,food_alcohol_tobacco_proxy,food_restaurant_bar_proxy,merch3_restaurant_bar,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,16.39,0,TRUE
3436,103812,2,1,2019-10-15,2019-10-15,0.7542060017585754,18.44,1,7,Online banking bill payment,,FALSE,FALSE,8,utilities,utilities,merch8_nongovernment_utility,merchant_or_followup_match,,,,,,,,,,TRUE,TRUE,0,1,1,0,0,18.44,18.44,0,TRUE
3438,103812,2,3,2019-10-15,2019-10-15,0.7542060017585754,20.65,1,1,Cash,,FALSE,FALSE,3,food_alcohol_tobacco_proxy,food_restaurant_bar_proxy,merch3_restaurant_bar,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,20.65,20.65,20.65,0,TRUE
3446,101800,1,1,2019-10-28,2019-10-28,0.7927424907684326,62.86,1,3,Credit card,,FALSE,FALSE,3,food_alcohol_tobacco_proxy,food_restaurant_bar_proxy,merch3_restaurant_bar,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,62.86,0,TRUE
3447,101800,1,2,2019-10-28,2019-10-28,0.7927424907684326,5.25,1,3,Credit card,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,5.25,0,TRUE
3448,101800,1,3,2019-10-28,2019-10-28,0.7927424907684326,4.75,1,3,Credit card,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,4.75,0,TRUE
3449,101800,2,1,2019-10-29,2019-10-29,0.7464912533760071,9.87,1,3,Credit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,9.87,0,TRUE
3450,101800,3,1,2019-10-30,2019-10-30,0.9956920742988586,1.14,1,3,Credit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,1.14,0,TRUE
3451,101800,3,2,2019-10-30,2019-10-30,0.9956920742988586,14.4,1,3,Credit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,14.4,0,TRUE
3452,104051,2,1,2019-10-21,2019-10-21,0.3500387370586395,83.24,1,3,Credit card,,FALSE,FALSE,10,utilities,communications_entertainment_proxy,merch10_communications_streaming_movies,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,83.24,0,TRUE
3453,104051,2,2,2019-10-21,2019-10-21,0.3500387370586395,5,1,13,Other payment method,,FALSE,TRUE,21,public_transportation,public_transport_tolls,merch21_public_transport_tolls,combined_merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,5,0,TRUE
3459,104136,3,2,2019-10-12,2019-10-12,0.3939892053604126,56.81,1,3,Credit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,56.81,0,TRUE
3460,105116,1,1,2019-10-03,2019-10-03,3.409463167190552,55,1,3,Credit card,,FALSE,FALSE,8,utilities,utilities,merch8_nongovernment_utility,merchant_or_followup_match,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,55,0,TRUE
3461,105116,2,1,2019-10-04,2019-10-04,2.767892599105835,55,1,3,Credit card,,FALSE,FALSE,8,utilities,utilities,merch8_nongovernment_utility,merchant_or_followup_match,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,55,0,TRUE
3464,105116,3,1,2019-10-05,2019-10-05,3.813390016555786,25,1,1,Cash,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,25,25,25,0,TRUE
3465,105116,3,2,2019-10-05,2019-10-05,3.813390016555786,7,1,1,Cash,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,7,7,7,0,TRUE
3466,105116,3,3,2019-10-05,2019-10-05,3.813390016555786,28,1,1,Cash,,FALSE,FALSE,3,food_alcohol_tobacco_proxy,food_restaurant_bar_proxy,merch3_restaurant_bar,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,28,28,28,0,TRUE
3467,100516,2,1,2019-10-06,2019-10-06,0.923814058303833,56,1,3,Credit card,,FALSE,FALSE,3,food_alcohol_tobacco_proxy,food_restaurant_bar_proxy,merch3_restaurant_bar,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,56,0,TRUE
3468,100516,3,1,2019-10-07,2019-10-07,1.0631067752838137,5939.59,1,6,Bank account number payment,,FALSE,FALSE,19,property_taxes,property_taxes,merch19_pay040_tax_pay042_property_tax,followup_identified,,,,,,2,,4,,TRUE,TRUE,0,1,1,0,0,5939.59,5939.59,0,TRUE
3471,104209,3,1,2019-10-02,2019-10-02,0.7764678597450256,14.76,1,3,Credit card,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,14.76,0,TRUE
3474,102993,2,1,2019-10-20,2019-10-20,0.24975545704364777,25,1,4,Debit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,25,25,25,0,TRUE
3480,102448,1,2,2019-10-06,2019-10-06,0.687631368637085,31,1,1,Cash,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,31,31,31,0,TRUE
3481,102448,1,3,2019-10-06,2019-10-06,0.687631368637085,65.9,1,4,Debit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,65.9,65.9,65.9,0,TRUE
3482,102448,1,4,2019-10-06,2019-10-06,0.687631368637085,91.58,1,4,Debit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,1,1,0,0,91.58,91.58,91.58,0,TRUE
3483,100729,1,1,2019-10-17,2019-10-17,1.0062153339385986,10.91,1,3,Credit card,,FALSE,FALSE,1,food_alcohol_tobacco_proxy,food_grocery_proxy,merch1_grocery_convenience_pharmacy,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,10.91,0,TRUE
3484,100729,2,1,2019-10-18,2019-10-18,0.8702455163002014,6.1000000000000005,1,5,Prepaid/gift/EBT card,,FALSE,TRUE,21,public_transportation,public_transport_tolls,merch21_public_transport_tolls,combined_merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,6.1000000000000005,0,TRUE
3485,100729,2,2,2019-10-18,2019-10-18,0.8702455163002014,7.890000000000001,1,3,Credit card,,FALSE,FALSE,4,food_alcohol_tobacco_proxy,food_fast_service_proxy,merch4_fast_food_coffee,merchant_proxy,,,,,,,,,,TRUE,TRUE,0,0,1,1,0,0,7.890000000000001,0,TRUE
