cohort_rule,age_rule,income_rule,debt_validity_rule,partial_panel_rule,full_panel_definition,n_households,n_complete_12_month_households,n_partial_panel_households,household_gap,complete_12_month_gap,partial_panel_gap,mean_abs_share_diff,max_abs_share_diff,borrow_share,borrow_and_save_share,save_share,total_count_abs_gap
inferred first interview,age 25-64 at earliest observed interview,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2622,1989,633,-121,-175,54,1.0345909759924012,1.5518864639884669,7.605189499837259,29.946696964151478,62.44811353601153,296
inferred first interview,age 25-64 at earliest observed interview,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2622,1989,633,-121,-175,54,1.0345909759924012,1.5518864639884669,7.605189499837259,29.946696964151478,62.44811353601153,296
inferred first interview,age 25-64 at earliest observed interview,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2622,1989,633,-121,-175,54,1.0345909759924012,1.5518864639884669,7.605189499837259,29.946696964151478,62.44811353601153,296
inferred first interview,age 25-64 at earliest observed interview,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2622,1989,633,-121,-175,54,1.0345909759924012,1.5518864639884669,7.605189499837259,29.946696964151478,62.44811353601153,296
inferred first interview,age 25-64 at earliest observed interview,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2622,1989,633,-121,-175,54,1.0345909759924012,1.5518864639884669,7.605189499837259,29.946696964151478,62.44811353601153,296
inferred first interview,age 25-64 at earliest observed interview,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2622,1989,633,-121,-175,54,1.0345909759924012,1.5518864639884669,7.605189499837259,29.946696964151478,62.44811353601153,296
inferred first interview,age 25-64 at earliest observed interview,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2622,1989,633,-121,-175,54,1.0345909759924012,1.5518864639884669,7.605189499837259,29.946696964151478,62.44811353601153,296
earliest observed public interview,age 25-64 at earliest observed interview,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2530,2078,452,-213,-86,-127,1.5220317466029212,2.283047619904366,8.36721366363333,29.91583395627107,61.716952380095634,299
earliest observed public interview,age 25-64 at earliest observed interview,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2530,2078,452,-213,-86,-127,1.5220317466029212,2.283047619904366,8.36721366363333,29.91583395627107,61.716952380095634,299
earliest observed public interview,age 25-64 at earliest observed interview,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2530,2078,452,-213,-86,-127,1.5220317466029212,2.283047619904366,8.36721366363333,29.91583395627107,61.716952380095634,299
earliest observed public interview,age 25-64 at earliest observed interview,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2530,2078,452,-213,-86,-127,1.5220317466029212,2.283047619904366,8.36721366363333,29.91583395627107,61.716952380095634,299
earliest observed public interview,age 25-64 at earliest observed interview,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2530,2078,452,-213,-86,-127,1.5220317466029212,2.283047619904366,8.36721366363333,29.91583395627107,61.716952380095634,299
earliest observed public interview,age 25-64 at earliest observed interview,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2530,2078,452,-213,-86,-127,1.5220317466029212,2.283047619904366,8.36721366363333,29.91583395627107,61.716952380095634,299
earliest observed public interview,age 25-64 at earliest observed interview,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2530,2078,452,-213,-86,-127,1.5220317466029212,2.283047619904366,8.36721366363333,29.91583395627107,61.716952380095634,299
earliest observed public interview,age 25-64 at earliest observed interview,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2530,2078,452,-213,-86,-127,1.5220317466029212,2.283047619904366,8.36721366363333,29.91583395627107,61.716952380095634,299
earliest observed public interview,age 25-64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2525,2078,447,-218,-86,-132,1.4459288716800138,2.1688933075200296,8.30441926964481,29.8644740378752,61.83110669247997,304
earliest observed public interview,age 25-64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2525,2078,447,-218,-86,-132,1.4459288716800138,2.1688933075200296,8.30441926964481,29.8644740378752,61.83110669247997,304
earliest observed public interview,age 25-64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2525,2078,447,-218,-86,-132,1.4459288716800138,2.1688933075200296,8.30441926964481,29.8644740378752,61.83110669247997,304
earliest observed public interview,age 25-64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2525,2078,447,-218,-86,-132,1.4459288716800138,2.1688933075200296,8.30441926964481,29.8644740378752,61.83110669247997,304
earliest observed public interview,age 25-64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2525,2078,447,-218,-86,-132,1.4459288716800138,2.1688933075200296,8.30441926964481,29.8644740378752,61.83110669247997,304
earliest observed public interview,age 25-64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2525,2078,447,-218,-86,-132,1.4459288716800138,2.1688933075200296,8.30441926964481,29.8644740378752,61.83110669247997,304
earliest observed public interview,age 25-64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2525,2078,447,-218,-86,-132,1.4459288716800138,2.1688933075200296,8.30441926964481,29.8644740378752,61.83110669247997,304
earliest observed public interview,age 25-64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2525,2078,447,-218,-86,-132,1.4459288716800138,2.1688933075200296,8.30441926964481,29.8644740378752,61.83110669247997,304
fifth interview in 2001,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2589,2014,575,-154,-150,-4,1.608771392985597,2.4131570894784247,8.690583741285119,29.722573348193247,61.586842910521575,304
fifth interview in 2001,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2589,2014,575,-154,-150,-4,1.608771392985597,2.4131570894784247,8.690583741285119,29.722573348193247,61.586842910521575,304
fifth interview in 2001,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2589,2014,575,-154,-150,-4,1.608771392985597,2.4131570894784247,8.690583741285119,29.722573348193247,61.586842910521575,304
fifth interview in 2001,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2589,2014,575,-154,-150,-4,1.608771392985597,2.4131570894784247,8.690583741285119,29.722573348193247,61.586842910521575,304
fifth interview in 2001,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2589,2014,575,-154,-150,-4,1.608771392985597,2.4131570894784247,8.690583741285119,29.722573348193247,61.586842910521575,304
fifth interview in 2001,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2589,2014,575,-154,-150,-4,1.608771392985597,2.4131570894784247,8.690583741285119,29.722573348193247,61.586842910521575,304
fifth interview in 2001,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2589,2014,575,-154,-150,-4,1.608771392985597,2.4131570894784247,8.690583741285119,29.722573348193247,61.586842910521575,304
fifth interview in 2001,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2589,2014,575,-154,-150,-4,1.608771392985597,2.4131570894784247,8.690583741285119,29.722573348193247,61.586842910521575,304
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2589,2014,575,-154,-150,-4,1.608771392985597,2.4131570894784247,8.690583741285119,29.722573348193247,61.586842910521575,304
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2589,2014,575,-154,-150,-4,1.608771392985597,2.4131570894784247,8.690583741285119,29.722573348193247,61.586842910521575,304
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2589,2014,575,-154,-150,-4,1.608771392985597,2.4131570894784247,8.690583741285119,29.722573348193247,61.586842910521575,304
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2589,2014,575,-154,-150,-4,1.608771392985597,2.4131570894784247,8.690583741285119,29.722573348193247,61.586842910521575,304
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2589,2014,575,-154,-150,-4,1.608771392985597,2.4131570894784247,8.690583741285119,29.722573348193247,61.586842910521575,304
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2589,2014,575,-154,-150,-4,1.608771392985597,2.4131570894784247,8.690583741285119,29.722573348193247,61.586842910521575,304
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2589,2014,575,-154,-150,-4,1.608771392985597,2.4131570894784247,8.690583741285119,29.722573348193247,61.586842910521575,304
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2589,2014,575,-154,-150,-4,1.608771392985597,2.4131570894784247,8.690583741285119,29.722573348193247,61.586842910521575,304
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2615,1986,629,-128,-178,50,0.8277525341449262,1.2416288012172743,7.467949786993969,29.773679014223536,62.758371198782726,306
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2615,1986,629,-128,-178,50,0.8277525341449262,1.2416288012172743,7.467949786993969,29.773679014223536,62.758371198782726,306
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2615,1986,629,-128,-178,50,0.8277525341449262,1.2416288012172743,7.467949786993969,29.773679014223536,62.758371198782726,306
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2615,1986,629,-128,-178,50,0.8277525341449262,1.2416288012172743,7.467949786993969,29.773679014223536,62.758371198782726,306
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2615,1986,629,-128,-178,50,0.8277525341449262,1.2416288012172743,7.467949786993969,29.773679014223536,62.758371198782726,306
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2615,1986,629,-128,-178,50,0.8277525341449262,1.2416288012172743,7.467949786993969,29.773679014223536,62.758371198782726,306
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2615,1986,629,-128,-178,50,0.8277525341449262,1.2416288012172743,7.467949786993969,29.773679014223536,62.758371198782726,306
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2615,1986,629,-128,-178,50,0.8277525341449262,1.2416288012172743,7.467949786993969,29.773679014223536,62.758371198782726,306
fifth interview in 2001,age 25-64 at interview 5,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2963,2251,712,220,87,133,0.9732671614590332,1.4599007421884451,8.459900742188445,28.859013453487815,62.68108580432353,307
fifth interview in 2001,age 25-64 at interview 5,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2963,2251,712,220,87,133,0.9732671614590332,1.4599007421884451,8.459900742188445,28.859013453487815,62.68108580432353,307
fifth interview in 2001,age 25-64 at interview 5,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2963,2251,712,220,87,133,0.9732671614590332,1.4599007421884451,8.459900742188445,28.859013453487815,62.68108580432353,307
fifth interview in 2001,age 25-64 at interview 5,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2963,2251,712,220,87,133,0.9732671614590332,1.4599007421884451,8.459900742188445,28.859013453487815,62.68108580432353,307
fifth interview in 2001,age 25-64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2963,2251,712,220,87,133,0.9732671614590332,1.4599007421884451,8.459900742188445,28.859013453487815,62.68108580432353,307
fifth interview in 2001,age 25-64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2963,2251,712,220,87,133,0.9732671614590332,1.4599007421884451,8.459900742188445,28.859013453487815,62.68108580432353,307
fifth interview in 2001,age 25-64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2963,2251,712,220,87,133,0.9732671614590332,1.4599007421884451,8.459900742188445,28.859013453487815,62.68108580432353,307
fifth interview in 2001,age 25-64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2963,2251,712,220,87,133,0.9732671614590332,1.4599007421884451,8.459900742188445,28.859013453487815,62.68108580432353,307
inferred public interview 2,age 25-64 at interview 5,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2963,2251,712,220,87,133,0.9732671614590332,1.4599007421884451,8.459900742188445,28.859013453487815,62.68108580432353,307
inferred public interview 2,age 25-64 at interview 5,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2963,2251,712,220,87,133,0.9732671614590332,1.4599007421884451,8.459900742188445,28.859013453487815,62.68108580432353,307
inferred public interview 2,age 25-64 at interview 5,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2963,2251,712,220,87,133,0.9732671614590332,1.4599007421884451,8.459900742188445,28.859013453487815,62.68108580432353,307
inferred public interview 2,age 25-64 at interview 5,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2963,2251,712,220,87,133,0.9732671614590332,1.4599007421884451,8.459900742188445,28.859013453487815,62.68108580432353,307
inferred public interview 2,age 25-64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2963,2251,712,220,87,133,0.9732671614590332,1.4599007421884451,8.459900742188445,28.859013453487815,62.68108580432353,307
inferred public interview 2,age 25-64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2963,2251,712,220,87,133,0.9732671614590332,1.4599007421884451,8.459900742188445,28.859013453487815,62.68108580432353,307
inferred public interview 2,age 25-64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2963,2251,712,220,87,133,0.9732671614590332,1.4599007421884451,8.459900742188445,28.859013453487815,62.68108580432353,307
inferred public interview 2,age 25-64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2963,2251,712,220,87,133,0.9732671614590332,1.4599007421884451,8.459900742188445,28.859013453487815,62.68108580432353,307
fifth interview in 2001,age 25-64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2965,2251,714,222,87,135,0.9687351869799846,1.4531027804698713,8.453102780469871,28.835823764309282,62.711073455220635,309
fifth interview in 2001,age 25-64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2965,2251,714,222,87,135,0.9687351869799846,1.4531027804698713,8.453102780469871,28.835823764309282,62.711073455220635,309
fifth interview in 2001,age 25-64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2965,2251,714,222,87,135,0.9687351869799846,1.4531027804698713,8.453102780469871,28.835823764309282,62.711073455220635,309
fifth interview in 2001,age 25-64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2965,2251,714,222,87,135,0.9687351869799846,1.4531027804698713,8.453102780469871,28.835823764309282,62.711073455220635,309
fifth interview in 2001,age 25-64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2965,2251,714,222,87,135,0.9687351869799846,1.4531027804698713,8.453102780469871,28.835823764309282,62.711073455220635,309
fifth interview in 2001,age 25-64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2965,2251,714,222,87,135,0.9687351869799846,1.4531027804698713,8.453102780469871,28.835823764309282,62.711073455220635,309
fifth interview in 2001,age 25-64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2965,2251,714,222,87,135,0.9687351869799846,1.4531027804698713,8.453102780469871,28.835823764309282,62.711073455220635,309
fifth interview in 2001,age 25-64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2965,2251,714,222,87,135,0.9687351869799846,1.4531027804698713,8.453102780469871,28.835823764309282,62.711073455220635,309
fifth interview in 2001,age 25-64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2965,2251,714,222,87,135,0.9687351869799846,1.4531027804698713,8.453102780469871,28.835823764309282,62.711073455220635,309
fifth interview in 2001,age 25-64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2965,2251,714,222,87,135,0.9687351869799846,1.4531027804698713,8.453102780469871,28.835823764309282,62.711073455220635,309
fifth interview in 2001,age 25-64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2965,2251,714,222,87,135,0.9687351869799846,1.4531027804698713,8.453102780469871,28.835823764309282,62.711073455220635,309
fifth interview in 2001,age 25-64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2965,2251,714,222,87,135,0.9687351869799846,1.4531027804698713,8.453102780469871,28.835823764309282,62.711073455220635,309
fifth interview in 2001,age 25-64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2965,2251,714,222,87,135,0.9687351869799846,1.4531027804698713,8.453102780469871,28.835823764309282,62.711073455220635,309
fifth interview in 2001,age 25-64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2965,2251,714,222,87,135,0.9687351869799846,1.4531027804698713,8.453102780469871,28.835823764309282,62.711073455220635,309
fifth interview in 2001,age 25-64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2965,2251,714,222,87,135,0.9687351869799846,1.4531027804698713,8.453102780469871,28.835823764309282,62.711073455220635,309
fifth interview in 2001,age 25-64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2965,2251,714,222,87,135,0.9687351869799846,1.4531027804698713,8.453102780469871,28.835823764309282,62.711073455220635,309
inferred public interview 2,age 25-64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2965,2251,714,222,87,135,0.9687351869799846,1.4531027804698713,8.453102780469871,28.835823764309282,62.711073455220635,309
inferred public interview 2,age 25-64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2965,2251,714,222,87,135,0.9687351869799846,1.4531027804698713,8.453102780469871,28.835823764309282,62.711073455220635,309
inferred public interview 2,age 25-64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2965,2251,714,222,87,135,0.9687351869799846,1.4531027804698713,8.453102780469871,28.835823764309282,62.711073455220635,309
inferred public interview 2,age 25-64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2965,2251,714,222,87,135,0.9687351869799846,1.4531027804698713,8.453102780469871,28.835823764309282,62.711073455220635,309
inferred public interview 2,age 25-64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2965,2251,714,222,87,135,0.9687351869799846,1.4531027804698713,8.453102780469871,28.835823764309282,62.711073455220635,309
inferred public interview 2,age 25-64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2965,2251,714,222,87,135,0.9687351869799846,1.4531027804698713,8.453102780469871,28.835823764309282,62.711073455220635,309
inferred public interview 2,age 25-64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2965,2251,714,222,87,135,0.9687351869799846,1.4531027804698713,8.453102780469871,28.835823764309282,62.711073455220635,309
inferred public interview 2,age 25-64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2965,2251,714,222,87,135,0.9687351869799846,1.4531027804698713,8.453102780469871,28.835823764309282,62.711073455220635,309
inferred public interview 2,age 25-64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2965,2251,714,222,87,135,0.9687351869799846,1.4531027804698713,8.453102780469871,28.835823764309282,62.711073455220635,309
inferred public interview 2,age 25-64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2965,2251,714,222,87,135,0.9687351869799846,1.4531027804698713,8.453102780469871,28.835823764309282,62.711073455220635,309
inferred public interview 2,age 25-64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2965,2251,714,222,87,135,0.9687351869799846,1.4531027804698713,8.453102780469871,28.835823764309282,62.711073455220635,309
inferred public interview 2,age 25-64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2965,2251,714,222,87,135,0.9687351869799846,1.4531027804698713,8.453102780469871,28.835823764309282,62.711073455220635,309
inferred public interview 2,age 25-64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2965,2251,714,222,87,135,0.9687351869799846,1.4531027804698713,8.453102780469871,28.835823764309282,62.711073455220635,309
inferred public interview 2,age 25-64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2965,2251,714,222,87,135,0.9687351869799846,1.4531027804698713,8.453102780469871,28.835823764309282,62.711073455220635,309
inferred public interview 2,age 25-64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2965,2251,714,222,87,135,0.9687351869799846,1.4531027804698713,8.453102780469871,28.835823764309282,62.711073455220635,309
inferred public interview 2,age 25-64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2965,2251,714,222,87,135,0.9687351869799846,1.4531027804698713,8.453102780469871,28.835823764309282,62.711073455220635,309
fifth interview in 2001,age 25-64 at earliest observed interview,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2973,2255,718,230,91,139,1.0074616075603113,1.5111924113405593,8.500889666439384,29.01030274490099,62.48880758865944,321
fifth interview in 2001,age 25-64 at earliest observed interview,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2973,2255,718,230,91,139,1.0074616075603113,1.5111924113405593,8.500889666439384,29.01030274490099,62.48880758865944,321
fifth interview in 2001,age 25-64 at earliest observed interview,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2973,2255,718,230,91,139,1.0074616075603113,1.5111924113405593,8.500889666439384,29.01030274490099,62.48880758865944,321
fifth interview in 2001,age 25-64 at earliest observed interview,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2973,2255,718,230,91,139,1.0074616075603113,1.5111924113405593,8.500889666439384,29.01030274490099,62.48880758865944,321
fifth interview in 2001,age 25-64 at earliest observed interview,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2973,2255,718,230,91,139,1.0074616075603113,1.5111924113405593,8.500889666439384,29.01030274490099,62.48880758865944,321
fifth interview in 2001,age 25-64 at earliest observed interview,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2973,2255,718,230,91,139,1.0074616075603113,1.5111924113405593,8.500889666439384,29.01030274490099,62.48880758865944,321
fifth interview in 2001,age 25-64 at earliest observed interview,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2973,2255,718,230,91,139,1.0074616075603113,1.5111924113405593,8.500889666439384,29.01030274490099,62.48880758865944,321
fifth interview in 2001,age 25-64 at earliest observed interview,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2973,2255,718,230,91,139,1.0074616075603113,1.5111924113405593,8.500889666439384,29.01030274490099,62.48880758865944,321
