cohort_rule,age_rule,income_rule,debt_validity_rule,partial_panel_rule,full_panel_definition,n_households,n_complete_12_month_households,n_partial_panel_households,household_gap,complete_12_month_gap,partial_panel_gap,mean_abs_share_diff,max_abs_share_diff,borrow_share,borrow_and_save_share,save_share,total_count_abs_gap
inferred public interview 2,age 25-63 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2727,2211,516,-16,47,-63,1.3853621960715266,2.0780432941073883,8.52279773264337,29.55524556146382,61.92195670589261,63
inferred public interview 2,age 25-63 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2727,2211,516,-16,47,-63,1.3853621960715266,2.0780432941073883,8.52279773264337,29.55524556146382,61.92195670589261,63
inferred public interview 2,age 25-63 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,FMLI interviews 2-5,2727,2211,516,-16,47,-63,1.3853621960715266,2.0780432941073883,8.52279773264337,29.55524556146382,61.92195670589261,63
inferred public interview 2,age 25-63 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,consecutive FMLI interviews 2-5,2727,2211,516,-16,47,-63,1.3853621960715266,2.0780432941073883,8.52279773264337,29.55524556146382,61.92195670589261,63
fifth interview in 2001,age 25-63 at interview 5,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2726,2211,515,-17,47,-64,1.3956462665604257,2.0934693998407354,8.526250472532135,29.567218927308407,61.906530600159265,64
fifth interview in 2001,age 25-63 at interview 5,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2726,2211,515,-17,47,-64,1.3956462665604257,2.0934693998407354,8.526250472532135,29.567218927308407,61.906530600159265,64
fifth interview in 2001,age 25-63 at interview 5,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2726,2211,515,-17,47,-64,1.3956462665604257,2.0934693998407354,8.526250472532135,29.567218927308407,61.906530600159265,64
fifth interview in 2001,age 25-63 at interview 5,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2726,2211,515,-17,47,-64,1.3956462665604257,2.0934693998407354,8.526250472532135,29.567218927308407,61.906530600159265,64
fifth interview in 2001,age 25-63 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2726,2211,515,-17,47,-64,1.3956462665604257,2.0934693998407354,8.526250472532135,29.567218927308407,61.906530600159265,64
fifth interview in 2001,age 25-63 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2726,2211,515,-17,47,-64,1.3956462665604257,2.0934693998407354,8.526250472532135,29.567218927308407,61.906530600159265,64
fifth interview in 2001,age 25-63 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,FMLI interviews 2-5,2726,2211,515,-17,47,-64,1.3956462665604257,2.0934693998407354,8.526250472532135,29.567218927308407,61.906530600159265,64
fifth interview in 2001,age 25-63 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,consecutive FMLI interviews 2-5,2726,2211,515,-17,47,-64,1.3956462665604257,2.0934693998407354,8.526250472532135,29.567218927308407,61.906530600159265,64
inferred public interview 2,age 25-63 at interview 5,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2726,2211,515,-17,47,-64,1.3956462665604257,2.0934693998407354,8.526250472532135,29.567218927308407,61.906530600159265,64
inferred public interview 2,age 25-63 at interview 5,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2726,2211,515,-17,47,-64,1.3956462665604257,2.0934693998407354,8.526250472532135,29.567218927308407,61.906530600159265,64
inferred public interview 2,age 25-63 at interview 5,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2726,2211,515,-17,47,-64,1.3956462665604257,2.0934693998407354,8.526250472532135,29.567218927308407,61.906530600159265,64
inferred public interview 2,age 25-63 at interview 5,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2726,2211,515,-17,47,-64,1.3956462665604257,2.0934693998407354,8.526250472532135,29.567218927308407,61.906530600159265,64
inferred public interview 2,age 25-63 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2726,2211,515,-17,47,-64,1.3956462665604257,2.0934693998407354,8.526250472532135,29.567218927308407,61.906530600159265,64
inferred public interview 2,age 25-63 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2726,2211,515,-17,47,-64,1.3956462665604257,2.0934693998407354,8.526250472532135,29.567218927308407,61.906530600159265,64
inferred public interview 2,age 25-63 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,FMLI interviews 2-5,2726,2211,515,-17,47,-64,1.3956462665604257,2.0934693998407354,8.526250472532135,29.567218927308407,61.906530600159265,64
inferred public interview 2,age 25-63 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,consecutive FMLI interviews 2-5,2726,2211,515,-17,47,-64,1.3956462665604257,2.0934693998407354,8.526250472532135,29.567218927308407,61.906530600159265,64
fifth interview in 2001,age 26-64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2732,2222,510,-11,58,-69,1.26063948705443,1.8909592305817569,8.445520832171564,29.44543839840997,62.10904076941824,69
fifth interview in 2001,age 26-64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2732,2222,510,-11,58,-69,1.26063948705443,1.8909592305817569,8.445520832171564,29.44543839840997,62.10904076941824,69
fifth interview in 2001,age 26-64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2732,2222,510,-11,58,-69,1.26063948705443,1.8909592305817569,8.445520832171564,29.44543839840997,62.10904076941824,69
fifth interview in 2001,age 26-64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2732,2222,510,-11,58,-69,1.26063948705443,1.8909592305817569,8.445520832171564,29.44543839840997,62.10904076941824,69
fifth interview in 2001,age 26-64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2732,2222,510,-11,58,-69,1.26063948705443,1.8909592305817569,8.445520832171564,29.44543839840997,62.10904076941824,69
fifth interview in 2001,age 26-64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2732,2222,510,-11,58,-69,1.26063948705443,1.8909592305817569,8.445520832171564,29.44543839840997,62.10904076941824,69
fifth interview in 2001,age 26-64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,FMLI interviews 2-5,2732,2222,510,-11,58,-69,1.26063948705443,1.8909592305817569,8.445520832171564,29.44543839840997,62.10904076941824,69
fifth interview in 2001,age 26-64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,consecutive FMLI interviews 2-5,2732,2222,510,-11,58,-69,1.26063948705443,1.8909592305817569,8.445520832171564,29.44543839840997,62.10904076941824,69
fifth interview in 2001,age 26-64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2732,2222,510,-11,58,-69,1.26063948705443,1.8909592305817569,8.445520832171564,29.44543839840997,62.10904076941824,69
fifth interview in 2001,age 26-64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2732,2222,510,-11,58,-69,1.26063948705443,1.8909592305817569,8.445520832171564,29.44543839840997,62.10904076941824,69
fifth interview in 2001,age 26-64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2732,2222,510,-11,58,-69,1.26063948705443,1.8909592305817569,8.445520832171564,29.44543839840997,62.10904076941824,69
fifth interview in 2001,age 26-64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2732,2222,510,-11,58,-69,1.26063948705443,1.8909592305817569,8.445520832171564,29.44543839840997,62.10904076941824,69
fifth interview in 2001,age 26-64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2732,2222,510,-11,58,-69,1.26063948705443,1.8909592305817569,8.445520832171564,29.44543839840997,62.10904076941824,69
fifth interview in 2001,age 26-64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2732,2222,510,-11,58,-69,1.26063948705443,1.8909592305817569,8.445520832171564,29.44543839840997,62.10904076941824,69
fifth interview in 2001,age 26-64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,FMLI interviews 2-5,2732,2222,510,-11,58,-69,1.26063948705443,1.8909592305817569,8.445520832171564,29.44543839840997,62.10904076941824,69
fifth interview in 2001,age 26-64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,consecutive FMLI interviews 2-5,2732,2222,510,-11,58,-69,1.26063948705443,1.8909592305817569,8.445520832171564,29.44543839840997,62.10904076941824,69
inferred public interview 2,age 26-64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2732,2222,510,-11,58,-69,1.26063948705443,1.8909592305817569,8.445520832171564,29.44543839840997,62.10904076941824,69
inferred public interview 2,age 26-64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2732,2222,510,-11,58,-69,1.26063948705443,1.8909592305817569,8.445520832171564,29.44543839840997,62.10904076941824,69
inferred public interview 2,age 26-64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2732,2222,510,-11,58,-69,1.26063948705443,1.8909592305817569,8.445520832171564,29.44543839840997,62.10904076941824,69
inferred public interview 2,age 26-64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2732,2222,510,-11,58,-69,1.26063948705443,1.8909592305817569,8.445520832171564,29.44543839840997,62.10904076941824,69
inferred public interview 2,age 26-64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2732,2222,510,-11,58,-69,1.26063948705443,1.8909592305817569,8.445520832171564,29.44543839840997,62.10904076941824,69
inferred public interview 2,age 26-64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2732,2222,510,-11,58,-69,1.26063948705443,1.8909592305817569,8.445520832171564,29.44543839840997,62.10904076941824,69
inferred public interview 2,age 26-64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,FMLI interviews 2-5,2732,2222,510,-11,58,-69,1.26063948705443,1.8909592305817569,8.445520832171564,29.44543839840997,62.10904076941824,69
inferred public interview 2,age 26-64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,consecutive FMLI interviews 2-5,2732,2222,510,-11,58,-69,1.26063948705443,1.8909592305817569,8.445520832171564,29.44543839840997,62.10904076941824,69
inferred public interview 2,age 26-64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2732,2222,510,-11,58,-69,1.26063948705443,1.8909592305817569,8.445520832171564,29.44543839840997,62.10904076941824,69
inferred public interview 2,age 26-64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2732,2222,510,-11,58,-69,1.26063948705443,1.8909592305817569,8.445520832171564,29.44543839840997,62.10904076941824,69
inferred public interview 2,age 26-64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2732,2222,510,-11,58,-69,1.26063948705443,1.8909592305817569,8.445520832171564,29.44543839840997,62.10904076941824,69
inferred public interview 2,age 26-64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2732,2222,510,-11,58,-69,1.26063948705443,1.8909592305817569,8.445520832171564,29.44543839840997,62.10904076941824,69
inferred public interview 2,age 26-64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2732,2222,510,-11,58,-69,1.26063948705443,1.8909592305817569,8.445520832171564,29.44543839840997,62.10904076941824,69
inferred public interview 2,age 26-64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2732,2222,510,-11,58,-69,1.26063948705443,1.8909592305817569,8.445520832171564,29.44543839840997,62.10904076941824,69
inferred public interview 2,age 26-64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,FMLI interviews 2-5,2732,2222,510,-11,58,-69,1.26063948705443,1.8909592305817569,8.445520832171564,29.44543839840997,62.10904076941824,69
inferred public interview 2,age 26-64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,consecutive FMLI interviews 2-5,2732,2222,510,-11,58,-69,1.26063948705443,1.8909592305817569,8.445520832171564,29.44543839840997,62.10904076941824,69
fifth interview in 2001,age 26-64 at interview 5,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2731,2222,509,-12,58,-70,1.2708477256980917,1.9062715885472485,8.44893380563049,29.457337782916536,62.09372841145275,70
fifth interview in 2001,age 26-64 at interview 5,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2731,2222,509,-12,58,-70,1.2708477256980917,1.9062715885472485,8.44893380563049,29.457337782916536,62.09372841145275,70
fifth interview in 2001,age 26-64 at interview 5,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2731,2222,509,-12,58,-70,1.2708477256980917,1.9062715885472485,8.44893380563049,29.457337782916536,62.09372841145275,70
fifth interview in 2001,age 26-64 at interview 5,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2731,2222,509,-12,58,-70,1.2708477256980917,1.9062715885472485,8.44893380563049,29.457337782916536,62.09372841145275,70
fifth interview in 2001,age 26-64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2731,2222,509,-12,58,-70,1.2708477256980917,1.9062715885472485,8.44893380563049,29.457337782916536,62.09372841145275,70
fifth interview in 2001,age 26-64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2731,2222,509,-12,58,-70,1.2708477256980917,1.9062715885472485,8.44893380563049,29.457337782916536,62.09372841145275,70
fifth interview in 2001,age 26-64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,FMLI interviews 2-5,2731,2222,509,-12,58,-70,1.2708477256980917,1.9062715885472485,8.44893380563049,29.457337782916536,62.09372841145275,70
fifth interview in 2001,age 26-64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,consecutive FMLI interviews 2-5,2731,2222,509,-12,58,-70,1.2708477256980917,1.9062715885472485,8.44893380563049,29.457337782916536,62.09372841145275,70
inferred public interview 2,age 26-64 at interview 5,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2731,2222,509,-12,58,-70,1.2708477256980917,1.9062715885472485,8.44893380563049,29.457337782916536,62.09372841145275,70
inferred public interview 2,age 26-64 at interview 5,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2731,2222,509,-12,58,-70,1.2708477256980917,1.9062715885472485,8.44893380563049,29.457337782916536,62.09372841145275,70
inferred public interview 2,age 26-64 at interview 5,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2731,2222,509,-12,58,-70,1.2708477256980917,1.9062715885472485,8.44893380563049,29.457337782916536,62.09372841145275,70
inferred public interview 2,age 26-64 at interview 5,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2731,2222,509,-12,58,-70,1.2708477256980917,1.9062715885472485,8.44893380563049,29.457337782916536,62.09372841145275,70
inferred public interview 2,age 26-64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2731,2222,509,-12,58,-70,1.2708477256980917,1.9062715885472485,8.44893380563049,29.457337782916536,62.09372841145275,70
inferred public interview 2,age 26-64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2731,2222,509,-12,58,-70,1.2708477256980917,1.9062715885472485,8.44893380563049,29.457337782916536,62.09372841145275,70
inferred public interview 2,age 26-64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,FMLI interviews 2-5,2731,2222,509,-12,58,-70,1.2708477256980917,1.9062715885472485,8.44893380563049,29.457337782916536,62.09372841145275,70
inferred public interview 2,age 26-64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,consecutive FMLI interviews 2-5,2731,2222,509,-12,58,-70,1.2708477256980917,1.9062715885472485,8.44893380563049,29.457337782916536,62.09372841145275,70
earliest observed public interview,age 26-64 at interview 5,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2757,2222,535,14,58,-44,0.942125199375934,1.4131877990639694,8.2390930923544,29.174094706709433,62.58681220093603,72
earliest observed public interview,age 26-64 at interview 5,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2757,2222,535,14,58,-44,0.942125199375934,1.4131877990639694,8.2390930923544,29.174094706709433,62.58681220093603,72
earliest observed public interview,age 26-64 at interview 5,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2757,2222,535,14,58,-44,0.942125199375934,1.4131877990639694,8.2390930923544,29.174094706709433,62.58681220093603,72
earliest observed public interview,age 26-64 at interview 5,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2757,2222,535,14,58,-44,0.942125199375934,1.4131877990639694,8.2390930923544,29.174094706709433,62.58681220093603,72
earliest observed public interview,age 26-64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2757,2222,535,14,58,-44,0.942125199375934,1.4131877990639694,8.2390930923544,29.174094706709433,62.58681220093603,72
earliest observed public interview,age 26-64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2757,2222,535,14,58,-44,0.942125199375934,1.4131877990639694,8.2390930923544,29.174094706709433,62.58681220093603,72
earliest observed public interview,age 26-64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2757,2222,535,14,58,-44,0.942125199375934,1.4131877990639694,8.2390930923544,29.174094706709433,62.58681220093603,72
earliest observed public interview,age 26-64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2757,2222,535,14,58,-44,0.942125199375934,1.4131877990639694,8.2390930923544,29.174094706709433,62.58681220093603,72
earliest observed public interview,age 26-64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2758,2222,536,15,58,-43,0.9321435883783314,1.3982153825675638,8.235795882450931,29.1624195001165,62.601784617432436,73
earliest observed public interview,age 26-64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2758,2222,536,15,58,-43,0.9321435883783314,1.3982153825675638,8.235795882450931,29.1624195001165,62.601784617432436,73
earliest observed public interview,age 26-64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2758,2222,536,15,58,-43,0.9321435883783314,1.3982153825675638,8.235795882450931,29.1624195001165,62.601784617432436,73
earliest observed public interview,age 26-64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2758,2222,536,15,58,-43,0.9321435883783314,1.3982153825675638,8.235795882450931,29.1624195001165,62.601784617432436,73
earliest observed public interview,age 26-64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2758,2222,536,15,58,-43,0.9321435883783314,1.3982153825675638,8.235795882450931,29.1624195001165,62.601784617432436,73
earliest observed public interview,age 26-64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2758,2222,536,15,58,-43,0.9321435883783314,1.3982153825675638,8.235795882450931,29.1624195001165,62.601784617432436,73
earliest observed public interview,age 26-64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2758,2222,536,15,58,-43,0.9321435883783314,1.3982153825675638,8.235795882450931,29.1624195001165,62.601784617432436,73
earliest observed public interview,age 26-64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2758,2222,536,15,58,-43,0.9321435883783314,1.3982153825675638,8.235795882450931,29.1624195001165,62.601784617432436,73
earliest observed public interview,age 26-64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2758,2222,536,15,58,-43,0.9321435883783314,1.3982153825675638,8.235795882450931,29.1624195001165,62.601784617432436,73
earliest observed public interview,age 26-64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2758,2222,536,15,58,-43,0.9321435883783314,1.3982153825675638,8.235795882450931,29.1624195001165,62.601784617432436,73
earliest observed public interview,age 26-64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2758,2222,536,15,58,-43,0.9321435883783314,1.3982153825675638,8.235795882450931,29.1624195001165,62.601784617432436,73
earliest observed public interview,age 26-64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2758,2222,536,15,58,-43,0.9321435883783314,1.3982153825675638,8.235795882450931,29.1624195001165,62.601784617432436,73
earliest observed public interview,age 26-64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2758,2222,536,15,58,-43,0.9321435883783314,1.3982153825675638,8.235795882450931,29.1624195001165,62.601784617432436,73
earliest observed public interview,age 26-64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2758,2222,536,15,58,-43,0.9321435883783314,1.3982153825675638,8.235795882450931,29.1624195001165,62.601784617432436,73
earliest observed public interview,age 26-64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2758,2222,536,15,58,-43,0.9321435883783314,1.3982153825675638,8.235795882450931,29.1624195001165,62.601784617432436,73
earliest observed public interview,age 26-64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2758,2222,536,15,58,-43,0.9321435883783314,1.3982153825675638,8.235795882450931,29.1624195001165,62.601784617432436,73
inferred first interview,age 25-63 at interview 5,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2766,2217,549,23,53,-30,0.6311527544809395,0.9467291317213338,7.473090628804764,29.47363850291672,63.053270868278666,76
inferred first interview,age 25-63 at interview 5,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2766,2217,549,23,53,-30,0.6311527544809395,0.9467291317213338,7.473090628804764,29.47363850291672,63.053270868278666,76
inferred first interview,age 25-63 at interview 5,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2766,2217,549,23,53,-30,0.6311527544809395,0.9467291317213338,7.473090628804764,29.47363850291672,63.053270868278666,76
inferred first interview,age 25-63 at interview 5,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2766,2217,549,23,53,-30,0.6311527544809395,0.9467291317213338,7.473090628804764,29.47363850291672,63.053270868278666,76
inferred first interview,age 25-63 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2766,2217,549,23,53,-30,0.6311527544809395,0.9467291317213338,7.473090628804764,29.47363850291672,63.053270868278666,76
inferred first interview,age 25-63 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2766,2217,549,23,53,-30,0.6311527544809395,0.9467291317213338,7.473090628804764,29.47363850291672,63.053270868278666,76
inferred first interview,age 25-63 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,FMLI interviews 2-5,2766,2217,549,23,53,-30,0.6311527544809395,0.9467291317213338,7.473090628804764,29.47363850291672,63.053270868278666,76
inferred first interview,age 25-63 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,consecutive FMLI interviews 2-5,2766,2217,549,23,53,-30,0.6311527544809395,0.9467291317213338,7.473090628804764,29.47363850291672,63.053270868278666,76
inferred first interview,age 25-64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2744,2089,655,1,-75,76,0.746776043038292,1.1201640645573079,7.446404108847106,29.673759955710462,62.87983593544269,76
inferred first interview,age 25-64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2744,2089,655,1,-75,76,0.746776043038292,1.1201640645573079,7.446404108847106,29.673759955710462,62.87983593544269,76
inferred first interview,age 25-64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2744,2089,655,1,-75,76,0.746776043038292,1.1201640645573079,7.446404108847106,29.673759955710462,62.87983593544269,76
inferred first interview,age 25-64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2744,2089,655,1,-75,76,0.746776043038292,1.1201640645573079,7.446404108847106,29.673759955710462,62.87983593544269,76
