cohort_rule,age_rule,income_rule,debt_validity_rule,partial_panel_rule,full_panel_definition,n_households,n_complete_12_month_households,n_partial_panel_households,group,paper,replication,diff
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2640,2022,618,Save,64,62.61497164403806,-1.3850283559619427
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2640,2022,618,Borrow,7,7.459872048696909,0.45987204869690856
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2640,2022,618,Borrow and save,29,29.925156307265322,0.9251563072653219
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2640,2022,618,Save,64,62.61497164403806,-1.3850283559619427
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2640,2022,618,Borrow,7,7.459872048696909,0.45987204869690856
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2640,2022,618,Borrow and save,29,29.925156307265322,0.9251563072653219
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2640,2022,618,Save,64,62.61497164403806,-1.3850283559619427
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI positive-total months,2640,1778,862,Borrow,7,7.459872048696909,0.45987204869690856
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI positive-total months,2640,1778,862,Borrow and save,29,29.925156307265322,0.9251563072653219
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI positive-total months,2640,1778,862,Save,64,62.61497164403806,-1.3850283559619427
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,FMLI interviews 2-5,2336,1923,413,Borrow,7,7.458261544106608,0.458261544106608
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,FMLI interviews 2-5,2336,1923,413,Borrow and save,29,30.955738924985102,1.955738924985102
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,FMLI interviews 2-5,2336,1923,413,Save,64,61.58599953090829,-2.414000469091711
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,consecutive FMLI interviews 2-5,2336,1923,413,Borrow,7,7.458261544106608,0.458261544106608
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,consecutive FMLI interviews 2-5,2336,1923,413,Borrow and save,29,30.955738924985102,1.955738924985102
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,consecutive FMLI interviews 2-5,2336,1923,413,Save,64,61.58599953090829,-2.414000469091711
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2336,1923,413,Borrow,7,7.458261544106608,0.458261544106608
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2336,1923,413,Borrow and save,29,30.955738924985102,1.955738924985102
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2336,1923,413,Save,64,61.58599953090829,-2.414000469091711
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2336,1923,413,Borrow,7,7.458261544106608,0.458261544106608
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2336,1923,413,Borrow and save,29,30.955738924985102,1.955738924985102
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2336,1923,413,Save,64,61.58599953090829,-2.414000469091711
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI positive-total months,2336,1693,643,Borrow,7,7.458261544106608,0.458261544106608
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI positive-total months,2336,1693,643,Borrow and save,29,30.955738924985102,1.955738924985102
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI positive-total months,2336,1693,643,Save,64,61.58599953090829,-2.414000469091711
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2518,1923,595,Borrow,7,7.535507238806405,0.5355072388064048
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2518,1923,595,Borrow and save,29,30.03558237994243,1.0355823799424293
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2518,1923,595,Save,64,62.428910381251306,-1.5710896187486938
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2518,1923,595,Borrow,7,7.535507238806405,0.5355072388064048
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2518,1923,595,Borrow and save,29,30.03558237994243,1.0355823799424293
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2518,1923,595,Save,64,62.428910381251306,-1.5710896187486938
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2518,1923,595,Borrow,7,7.535507238806405,0.5355072388064048
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2518,1923,595,Borrow and save,29,30.03558237994243,1.0355823799424293
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2518,1923,595,Save,64,62.428910381251306,-1.5710896187486938
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2518,1923,595,Borrow,7,7.535507238806405,0.5355072388064048
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2518,1923,595,Borrow and save,29,30.03558237994243,1.0355823799424293
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2518,1923,595,Save,64,62.428910381251306,-1.5710896187486938
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI positive-total months,2518,1693,825,Borrow,7,7.535507238806405,0.5355072388064048
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI positive-total months,2518,1693,825,Borrow and save,29,30.03558237994243,1.0355823799424293
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI positive-total months,2518,1693,825,Save,64,62.428910381251306,-1.5710896187486938
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2336,1923,413,Borrow,7,7.458261544106608,0.458261544106608
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2336,1923,413,Borrow and save,29,30.955738924985102,1.955738924985102
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2336,1923,413,Save,64,61.58599953090829,-2.414000469091711
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2336,1923,413,Borrow,7,7.458261544106608,0.458261544106608
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2336,1923,413,Borrow and save,29,30.955738924985102,1.955738924985102
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2336,1923,413,Save,64,61.58599953090829,-2.414000469091711
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2336,1923,413,Borrow,7,7.458261544106608,0.458261544106608
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2336,1923,413,Borrow and save,29,30.955738924985102,1.955738924985102
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2336,1923,413,Save,64,61.58599953090829,-2.414000469091711
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2336,1923,413,Borrow,7,7.458261544106608,0.458261544106608
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2336,1923,413,Borrow and save,29,30.955738924985102,1.955738924985102
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2336,1923,413,Save,64,61.58599953090829,-2.414000469091711
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI positive-total months,2336,1693,643,Borrow,7,7.458261544106608,0.458261544106608
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI positive-total months,2336,1693,643,Borrow and save,29,30.955738924985102,1.955738924985102
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI positive-total months,2336,1693,643,Save,64,61.58599953090829,-2.414000469091711
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2518,1923,595,Borrow,7,7.535507238806405,0.5355072388064048
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2518,1923,595,Borrow and save,29,30.03558237994243,1.0355823799424293
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2518,1923,595,Save,64,62.428910381251306,-1.5710896187486938
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2518,1923,595,Borrow,7,7.535507238806405,0.5355072388064048
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2518,1923,595,Borrow and save,29,30.03558237994243,1.0355823799424293
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2518,1923,595,Save,64,62.428910381251306,-1.5710896187486938
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2518,1923,595,Borrow,7,7.535507238806405,0.5355072388064048
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2518,1923,595,Borrow and save,29,30.03558237994243,1.0355823799424293
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2518,1923,595,Save,64,62.428910381251306,-1.5710896187486938
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2518,1923,595,Borrow,7,7.535507238806405,0.5355072388064048
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2518,1923,595,Borrow and save,29,30.03558237994243,1.0355823799424293
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2518,1923,595,Save,64,62.428910381251306,-1.5710896187486938
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI positive-total months,2518,1693,825,Borrow,7,7.535507238806405,0.5355072388064048
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI positive-total months,2518,1693,825,Borrow and save,29,30.03558237994243,1.0355823799424293
inferred first interview,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI positive-total months,2518,1693,825,Save,64,62.428910381251306,-1.5710896187486938
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,FMLI interviews 2-5,2719,2185,534,Borrow,7,7.462307367104068,0.46230736710406806
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,FMLI interviews 2-5,2719,2185,534,Borrow and save,29,29.5179616449975,0.5179616449974986
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,FMLI interviews 2-5,2719,2185,534,Save,64,63.01973098789863,-0.9802690121013669
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,consecutive FMLI interviews 2-5,2719,2185,534,Borrow,7,7.462307367104068,0.46230736710406806
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,consecutive FMLI interviews 2-5,2719,2185,534,Borrow and save,29,29.5179616449975,0.5179616449974986
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,consecutive FMLI interviews 2-5,2719,2185,534,Save,64,63.01973098789863,-0.9802690121013669
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2719,2185,534,Borrow,7,7.462307367104068,0.46230736710406806
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2719,2185,534,Borrow and save,29,29.5179616449975,0.5179616449974986
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2719,2185,534,Save,64,63.01973098789863,-0.9802690121013669
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2719,2185,534,Borrow,7,7.462307367104068,0.46230736710406806
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2719,2185,534,Borrow and save,29,29.5179616449975,0.5179616449974986
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2719,2185,534,Save,64,63.01973098789863,-0.9802690121013669
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI positive-total months,2719,1929,790,Borrow,7,7.462307367104068,0.46230736710406806
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI positive-total months,2719,1929,790,Borrow and save,29,29.5179616449975,0.5179616449974986
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI positive-total months,2719,1929,790,Save,64,63.01973098789863,-0.9802690121013669
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2901,2185,716,Borrow,7,7.528730454851259,0.5287304548512592
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2901,2185,716,Borrow and save,29,28.819008813541345,-0.1809911864586553
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2901,2185,716,Save,64,63.652260731607434,-0.34773926839256575
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2901,2185,716,Borrow,7,7.528730454851259,0.5287304548512592
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2901,2185,716,Borrow and save,29,28.819008813541345,-0.1809911864586553
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2901,2185,716,Save,64,63.652260731607434,-0.34773926839256575
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2901,2185,716,Borrow,7,7.528730454851259,0.5287304548512592
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2901,2185,716,Borrow and save,29,28.819008813541345,-0.1809911864586553
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2901,2185,716,Save,64,63.652260731607434,-0.34773926839256575
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2901,2185,716,Borrow,7,7.528730454851259,0.5287304548512592
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2901,2185,716,Borrow and save,29,28.819008813541345,-0.1809911864586553
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2901,2185,716,Save,64,63.652260731607434,-0.34773926839256575
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI positive-total months,2901,1929,972,Borrow,7,7.528730454851259,0.5287304548512592
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI positive-total months,2901,1929,972,Borrow and save,29,28.819008813541345,-0.1809911864586553
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI positive-total months,2901,1929,972,Save,64,63.652260731607434,-0.34773926839256575
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2719,2185,534,Borrow,7,7.462307367104068,0.46230736710406806
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2719,2185,534,Borrow and save,29,29.5179616449975,0.5179616449974986
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2719,2185,534,Save,64,63.01973098789863,-0.9802690121013669
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2719,2185,534,Borrow,7,7.462307367104068,0.46230736710406806
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2719,2185,534,Borrow and save,29,29.5179616449975,0.5179616449974986
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2719,2185,534,Save,64,63.01973098789863,-0.9802690121013669
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2719,2185,534,Borrow,7,7.462307367104068,0.46230736710406806
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2719,2185,534,Borrow and save,29,29.5179616449975,0.5179616449974986
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2719,2185,534,Save,64,63.01973098789863,-0.9802690121013669
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2719,2185,534,Borrow,7,7.462307367104068,0.46230736710406806
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2719,2185,534,Borrow and save,29,29.5179616449975,0.5179616449974986
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2719,2185,534,Save,64,63.01973098789863,-0.9802690121013669
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI positive-total months,2719,1929,790,Borrow,7,7.462307367104068,0.46230736710406806
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI positive-total months,2719,1929,790,Borrow and save,29,29.5179616449975,0.5179616449974986
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI positive-total months,2719,1929,790,Save,64,63.01973098789863,-0.9802690121013669
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2901,2185,716,Borrow,7,7.528730454851259,0.5287304548512592
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2901,2185,716,Borrow and save,29,28.819008813541345,-0.1809911864586553
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2901,2185,716,Save,64,63.652260731607434,-0.34773926839256575
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2901,2185,716,Borrow,7,7.528730454851259,0.5287304548512592
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2901,2185,716,Borrow and save,29,28.819008813541345,-0.1809911864586553
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2901,2185,716,Save,64,63.652260731607434,-0.34773926839256575
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2901,2185,716,Borrow,7,7.528730454851259,0.5287304548512592
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2901,2185,716,Borrow and save,29,28.819008813541345,-0.1809911864586553
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2901,2185,716,Save,64,63.652260731607434,-0.34773926839256575
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2901,2185,716,Borrow,7,7.528730454851259,0.5287304548512592
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2901,2185,716,Borrow and save,29,28.819008813541345,-0.1809911864586553
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2901,2185,716,Save,64,63.652260731607434,-0.34773926839256575
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI positive-total months,2901,1929,972,Borrow,7,7.528730454851259,0.5287304548512592
