cohort_rule,age_rule,income_rule,debt_validity_rule,partial_panel_rule,full_panel_definition,n_households,n_complete_12_month_households,n_partial_panel_households,group,paper,replication,diff
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2685,2182,503,Borrow,7,8.594820030046408,1.5948200300464084
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2685,2182,503,Borrow and save,29,29.59882047417092,0.5988204741709211
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2685,2182,503,Save,64,61.806359495782566,-2.1936405042174343
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2685,2182,503,Borrow,7,8.594820030046408,1.5948200300464084
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2685,2182,503,Borrow and save,29,29.59882047417092,0.5988204741709211
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2685,2182,503,Save,64,61.806359495782566,-2.1936405042174343
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI positive-total months,2685,1935,750,Borrow,7,8.594820030046408,1.5948200300464084
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI positive-total months,2685,1935,750,Borrow and save,29,29.59882047417092,0.5988204741709211
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI positive-total months,2685,1935,750,Save,64,61.806359495782566,-2.1936405042174343
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2862,2182,680,Borrow,7,8.665463351713726,1.6654633517137256
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2862,2182,680,Borrow and save,29,29.08391337043262,0.0839133704326187
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2862,2182,680,Save,64,62.25062327785344,-1.7493767221465575
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2862,2182,680,Borrow,7,8.665463351713726,1.6654633517137256
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2862,2182,680,Borrow and save,29,29.08391337043262,0.0839133704326187
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2862,2182,680,Save,64,62.25062327785344,-1.7493767221465575
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2862,2182,680,Borrow,7,8.665463351713726,1.6654633517137256
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2862,2182,680,Borrow and save,29,29.08391337043262,0.0839133704326187
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2862,2182,680,Save,64,62.25062327785344,-1.7493767221465575
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2862,2182,680,Borrow,7,8.665463351713726,1.6654633517137256
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2862,2182,680,Borrow and save,29,29.08391337043262,0.0839133704326187
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2862,2182,680,Save,64,62.25062327785344,-1.7493767221465575
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI positive-total months,2862,1935,927,Borrow,7,8.665463351713726,1.6654633517137256
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI positive-total months,2862,1935,927,Borrow and save,29,29.08391337043262,0.0839133704326187
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI positive-total months,2862,1935,927,Save,64,62.25062327785344,-1.7493767221465575
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2685,2182,503,Borrow,7,8.594820030046408,1.5948200300464084
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2685,2182,503,Borrow and save,29,29.59882047417092,0.5988204741709211
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2685,2182,503,Save,64,61.806359495782566,-2.1936405042174343
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2685,2182,503,Borrow,7,8.594820030046408,1.5948200300464084
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2685,2182,503,Borrow and save,29,29.59882047417092,0.5988204741709211
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2685,2182,503,Save,64,61.806359495782566,-2.1936405042174343
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2685,2182,503,Borrow,7,8.594820030046408,1.5948200300464084
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2685,2182,503,Borrow and save,29,29.59882047417092,0.5988204741709211
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2685,2182,503,Save,64,61.806359495782566,-2.1936405042174343
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2685,2182,503,Borrow,7,8.594820030046408,1.5948200300464084
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2685,2182,503,Borrow and save,29,29.59882047417092,0.5988204741709211
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2685,2182,503,Save,64,61.806359495782566,-2.1936405042174343
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI positive-total months,2685,1935,750,Borrow,7,8.594820030046408,1.5948200300464084
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI positive-total months,2685,1935,750,Borrow and save,29,29.59882047417092,0.5988204741709211
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI positive-total months,2685,1935,750,Save,64,61.806359495782566,-2.1936405042174343
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2862,2182,680,Borrow,7,8.665463351713726,1.6654633517137256
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2862,2182,680,Borrow and save,29,29.08391337043262,0.0839133704326187
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2862,2182,680,Save,64,62.25062327785344,-1.7493767221465575
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2862,2182,680,Borrow,7,8.665463351713726,1.6654633517137256
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2862,2182,680,Borrow and save,29,29.08391337043262,0.0839133704326187
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2862,2182,680,Save,64,62.25062327785344,-1.7493767221465575
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2862,2182,680,Borrow,7,8.665463351713726,1.6654633517137256
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2862,2182,680,Borrow and save,29,29.08391337043262,0.0839133704326187
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2862,2182,680,Save,64,62.25062327785344,-1.7493767221465575
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2862,2182,680,Borrow,7,8.665463351713726,1.6654633517137256
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2862,2182,680,Borrow and save,29,29.08391337043262,0.0839133704326187
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2862,2182,680,Save,64,62.25062327785344,-1.7493767221465575
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI positive-total months,2862,1935,927,Borrow,7,8.665463351713726,1.6654633517137256
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI positive-total months,2862,1935,927,Borrow and save,29,29.08391337043262,0.0839133704326187
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI positive-total months,2862,1935,927,Save,64,62.25062327785344,-1.7493767221465575
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,FMLI interviews 2-5,2412,2014,398,Borrow,7,8.613592799343367,1.6135927993433672
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,FMLI interviews 2-5,2412,2014,398,Borrow and save,29,30.34699197411373,1.346991974113731
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,FMLI interviews 2-5,2412,2014,398,Save,64,61.03941522654292,-2.9605847734570787
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,consecutive FMLI interviews 2-5,2412,2014,398,Borrow,7,8.613592799343367,1.6135927993433672
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,consecutive FMLI interviews 2-5,2412,2014,398,Borrow and save,29,30.34699197411373,1.346991974113731
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,consecutive FMLI interviews 2-5,2412,2014,398,Save,64,61.03941522654292,-2.9605847734570787
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2412,2014,398,Borrow,7,8.613592799343367,1.6135927993433672
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2412,2014,398,Borrow and save,29,30.34699197411373,1.346991974113731
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2412,2014,398,Save,64,61.03941522654292,-2.9605847734570787
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2412,2014,398,Borrow,7,8.613592799343367,1.6135927993433672
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2412,2014,398,Borrow and save,29,30.34699197411373,1.346991974113731
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2412,2014,398,Save,64,61.03941522654292,-2.9605847734570787
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI positive-total months,2412,1780,632,Borrow,7,8.613592799343367,1.6135927993433672
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI positive-total months,2412,1780,632,Borrow and save,29,30.34699197411373,1.346991974113731
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI positive-total months,2412,1780,632,Save,64,61.03941522654292,-2.9605847734570787
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2589,2014,575,Borrow,7,8.690583741285119,1.6905837412851188
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2589,2014,575,Borrow and save,29,29.722573348193247,0.7225733481932473
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2589,2014,575,Save,64,61.586842910521575,-2.4131570894784247
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2589,2014,575,Borrow,7,8.690583741285119,1.6905837412851188
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2589,2014,575,Borrow and save,29,29.722573348193247,0.7225733481932473
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2589,2014,575,Save,64,61.586842910521575,-2.4131570894784247
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2589,2014,575,Borrow,7,8.690583741285119,1.6905837412851188
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2589,2014,575,Borrow and save,29,29.722573348193247,0.7225733481932473
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2589,2014,575,Save,64,61.586842910521575,-2.4131570894784247
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2589,2014,575,Borrow,7,8.690583741285119,1.6905837412851188
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2589,2014,575,Borrow and save,29,29.722573348193247,0.7225733481932473
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2589,2014,575,Save,64,61.586842910521575,-2.4131570894784247
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI positive-total months,2589,1780,809,Borrow,7,8.690583741285119,1.6905837412851188
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI positive-total months,2589,1780,809,Borrow and save,29,29.722573348193247,0.7225733481932473
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI positive-total months,2589,1780,809,Save,64,61.586842910521575,-2.4131570894784247
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2412,2014,398,Borrow,7,8.613592799343367,1.6135927993433672
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2412,2014,398,Borrow and save,29,30.34699197411373,1.346991974113731
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2412,2014,398,Save,64,61.03941522654292,-2.9605847734570787
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2412,2014,398,Borrow,7,8.613592799343367,1.6135927993433672
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2412,2014,398,Borrow and save,29,30.34699197411373,1.346991974113731
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2412,2014,398,Save,64,61.03941522654292,-2.9605847734570787
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2412,2014,398,Borrow,7,8.613592799343367,1.6135927993433672
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2412,2014,398,Borrow and save,29,30.34699197411373,1.346991974113731
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2412,2014,398,Save,64,61.03941522654292,-2.9605847734570787
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2412,2014,398,Borrow,7,8.613592799343367,1.6135927993433672
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2412,2014,398,Borrow and save,29,30.34699197411373,1.346991974113731
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2412,2014,398,Save,64,61.03941522654292,-2.9605847734570787
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI positive-total months,2412,1780,632,Borrow,7,8.613592799343367,1.6135927993433672
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI positive-total months,2412,1780,632,Borrow and save,29,30.34699197411373,1.346991974113731
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI positive-total months,2412,1780,632,Save,64,61.03941522654292,-2.9605847734570787
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2589,2014,575,Borrow,7,8.690583741285119,1.6905837412851188
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2589,2014,575,Borrow and save,29,29.722573348193247,0.7225733481932473
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2589,2014,575,Save,64,61.586842910521575,-2.4131570894784247
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2589,2014,575,Borrow,7,8.690583741285119,1.6905837412851188
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2589,2014,575,Borrow and save,29,29.722573348193247,0.7225733481932473
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2589,2014,575,Save,64,61.586842910521575,-2.4131570894784247
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2589,2014,575,Borrow,7,8.690583741285119,1.6905837412851188
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2589,2014,575,Borrow and save,29,29.722573348193247,0.7225733481932473
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2589,2014,575,Save,64,61.586842910521575,-2.4131570894784247
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2589,2014,575,Borrow,7,8.690583741285119,1.6905837412851188
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2589,2014,575,Borrow and save,29,29.722573348193247,0.7225733481932473
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2589,2014,575,Save,64,61.586842910521575,-2.4131570894784247
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI positive-total months,2589,1780,809,Borrow,7,8.690583741285119,1.6905837412851188
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI positive-total months,2589,1780,809,Borrow and save,29,29.722573348193247,0.7225733481932473
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI positive-total months,2589,1780,809,Save,64,61.586842910521575,-2.4131570894784247
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,FMLI interviews 2-5,2274,1905,369,Borrow,7,8.678339794213214,1.6783397942132137
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,FMLI interviews 2-5,2274,1905,369,Borrow and save,29,30.918637217143445,1.918637217143445
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,FMLI interviews 2-5,2274,1905,369,Save,64,60.40302298864339,-3.596977011356607
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,consecutive FMLI interviews 2-5,2274,1905,369,Borrow,7,8.678339794213214,1.6783397942132137
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,consecutive FMLI interviews 2-5,2274,1905,369,Borrow and save,29,30.918637217143445,1.918637217143445
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,consecutive FMLI interviews 2-5,2274,1905,369,Save,64,60.40302298864339,-3.596977011356607
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2274,1905,369,Borrow,7,8.678339794213214,1.6783397942132137
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2274,1905,369,Borrow and save,29,30.918637217143445,1.918637217143445
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2274,1905,369,Save,64,60.40302298864339,-3.596977011356607
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2274,1905,369,Borrow,7,8.678339794213214,1.6783397942132137
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2274,1905,369,Borrow and save,29,30.918637217143445,1.918637217143445
inferred public interview 2,age strictly between 25 and 64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2274,1905,369,Save,64,60.40302298864339,-3.596977011356607
