rho,sigma_theta,real_money_supply,tau,model_c1_correlation,target_c1_correlation,correlation_gap,model_log_c_variance,target_log_c_variance,log_variance_gap,money_demand,money_market_gap,stationarity_gap,goods_gap,converged
0.677,0.576849013348858,0.923432299889728,0.0181065156841123,0.588636992547966,0.588505097651515,0.000131894896450935,0.0750822475974494,0.0751232768171151,-4.10292196657558e-05,0.923432299894578,4.84978723847007e-12,8.64230909058961e-12,-8.56736903642741e-12,1
