source,group,share_pct,n_households,n_complete_12_month_households,weighted_population
CEX,Borrow,8.453102780469871,241,176,879224.3965000003
CEX,Borrow and save,28.835823764309282,902,727,2999272.62275
CEX,Save,62.711073455220635,1822,1348,6522706.1759999925
