sample_window,qyears,truncation_rule,n_households,n_cuids,n_complete_12_month_households,n_partial_panel_households,weighted_population,statistic,group,paper,share_pct,diff,n_households_in_group
rolling_2001Q1_to_2001Q4,20011;20012;20013;20014,income complete via INCLASS,2965,0,2251,714,10401203.195250016,Puzzle size (%),Borrow,7,8.453102780469871,1.4531027804698713,241
rolling_2001Q1_to_2001Q4,20011;20012;20013;20014,income complete via INCLASS,2965,0,2251,714,10401203.195250016,Puzzle size (%),Borrow and save,29,28.835823764309282,-0.16417623569071793,902
rolling_2001Q1_to_2001Q4,20011;20012;20013;20014,income complete via INCLASS,2965,0,2251,714,10401203.195250016,Puzzle size (%),Save,64,62.711073455220635,-1.2889265447793647,1822
rolling_2001Q1_to_2001Q4,20011;20012;20013;20014,exclude topcoded liquid assets,2869,0,2165,704,10079032.524500018,Puzzle size (%),Borrow,7,8.723301510961392,1.7233015109613916,241
rolling_2001Q1_to_2001Q4,20011;20012;20013;20014,exclude topcoded liquid assets,2869,0,2165,704,10079032.524500018,Puzzle size (%),Borrow and save,29,29.051634825885767,0.051634825885766844,880
rolling_2001Q1_to_2001Q4,20011;20012;20013;20014,exclude topcoded liquid assets,2869,0,2165,704,10079032.524500018,Puzzle size (%),Save,64,62.225063663152596,-1.7749363368474036,1748
rolling_2001Q1_to_2001Q4,20011;20012;20013;20014,require interviews 2-5 present,2251,0,2251,0,7838719.796999997,Puzzle size (%),Borrow,7,7.898635035876134,0.8986350358761337,176
rolling_2001Q1_to_2001Q4,20011;20012;20013;20014,require interviews 2-5 present,2251,0,2251,0,7838719.796999997,Puzzle size (%),Borrow and save,29,30.29215015006359,1.2921501500635912,727
rolling_2001Q1_to_2001Q4,20011;20012;20013;20014,require interviews 2-5 present,2251,0,2251,0,7838719.796999997,Puzzle size (%),Save,64,61.80921481406026,-2.1907851859397383,1348
rolling_2001Q1_to_2001Q4,20011;20012;20013;20014,require interviews 2-5 consecutive,2251,0,2251,0,7838719.796999997,Puzzle size (%),Borrow,7,7.898635035876134,0.8986350358761337,176
rolling_2001Q1_to_2001Q4,20011;20012;20013;20014,require interviews 2-5 consecutive,2251,0,2251,0,7838719.796999997,Puzzle size (%),Borrow and save,29,30.29215015006359,1.2921501500635912,727
rolling_2001Q1_to_2001Q4,20011;20012;20013;20014,require interviews 2-5 consecutive,2251,0,2251,0,7838719.796999997,Puzzle size (%),Save,64,61.80921481406026,-2.1907851859397383,1348
rolling_2001Q1_to_2001Q4,20011;20012;20013;20014,require positive weights in interviews 2-5,2251,0,2251,0,7838719.796999997,Puzzle size (%),Borrow,7,7.898635035876134,0.8986350358761337,176
rolling_2001Q1_to_2001Q4,20011;20012;20013;20014,require positive weights in interviews 2-5,2251,0,2251,0,7838719.796999997,Puzzle size (%),Borrow and save,29,30.29215015006359,1.2921501500635912,727
rolling_2001Q1_to_2001Q4,20011;20012;20013;20014,require positive weights in interviews 2-5,2251,0,2251,0,7838719.796999997,Puzzle size (%),Save,64,61.80921481406026,-2.1907851859397383,1348
rolling_2001Q1_to_2001Q4,20011;20012;20013;20014,require age 25-64 in interviews 2-5,2202,0,2202,0,7659391.382249996,Puzzle size (%),Borrow,7,7.92984734932789,0.9298473493278898,173
rolling_2001Q1_to_2001Q4,20011;20012;20013;20014,require age 25-64 in interviews 2-5,2202,0,2202,0,7659391.382249996,Puzzle size (%),Borrow and save,29,30.588195567070844,1.5881955670708443,717
rolling_2001Q1_to_2001Q4,20011;20012;20013;20014,require age 25-64 in interviews 2-5,2202,0,2202,0,7659391.382249996,Puzzle size (%),Save,64,61.481957083601266,-2.518042916398734,1312
rolling_2001Q1_to_2001Q4,20011;20012;20013;20014,require complete income in interviews 2-5,1982,0,1982,0,6889052.358999994,Puzzle size (%),Borrow,7,8.017586417795444,1.0175864177954441,157
rolling_2001Q1_to_2001Q4,20011;20012;20013;20014,require complete income in interviews 2-5,1982,0,1982,0,6889052.358999994,Puzzle size (%),Borrow and save,29,31.25292909390124,2.2529290939012405,661
rolling_2001Q1_to_2001Q4,20011;20012;20013;20014,require complete income in interviews 2-5,1982,0,1982,0,6889052.358999994,Puzzle size (%),Save,64,60.72948448830343,-3.2705155116965727,1164
rolling_2001Q1_to_2001Q4,20011;20012;20013;20014,require valid liquid assets in interviews 2-5,2251,0,2251,0,7838719.796999997,Puzzle size (%),Borrow,7,7.898635035876134,0.8986350358761337,176
rolling_2001Q1_to_2001Q4,20011;20012;20013;20014,require valid liquid assets in interviews 2-5,2251,0,2251,0,7838719.796999997,Puzzle size (%),Borrow and save,29,30.29215015006359,1.2921501500635912,727
rolling_2001Q1_to_2001Q4,20011;20012;20013;20014,require valid liquid assets in interviews 2-5,2251,0,2251,0,7838719.796999997,Puzzle size (%),Save,64,61.80921481406026,-2.1907851859397383,1348
rolling_2001Q1_to_2001Q4,20011;20012;20013;20014,require fifth balance detail row,1573,0,1232,341,5394941.808749998,Puzzle size (%),Borrow,7,15.96154992076773,8.96154992076773,236
rolling_2001Q1_to_2001Q4,20011;20012;20013;20014,require fifth balance detail row,1573,0,1232,341,5394941.808749998,Puzzle size (%),Borrow and save,29,54.41953202327953,25.41953202327953,881
rolling_2001Q1_to_2001Q4,20011;20012;20013;20014,require fifth balance detail row,1573,0,1232,341,5394941.808749998,Puzzle size (%),Save,64,29.618918055952786,-34.38108194404721,456
rolling_2001Q1_to_2001Q4,20011;20012;20013;20014,require second or fifth balance detail row,1823,0,1458,365,6304498.358249996,Puzzle size (%),Borrow,7,13.945985017974618,6.945985017974618,241
rolling_2001Q1_to_2001Q4,20011;20012;20013;20014,require second or fifth balance detail row,1823,0,1458,365,6304498.358249996,Puzzle size (%),Borrow and save,29,47.57353325066991,18.57353325066991,902
rolling_2001Q1_to_2001Q4,20011;20012;20013;20014,require second or fifth balance detail row,1823,0,1458,365,6304498.358249996,Puzzle size (%),Save,64,38.48048173135556,-25.51951826864444,680
rolling_2001Q1_to_2001Q4,20011;20012;20013;20014,exclude fifth-only panels,2774,0,2251,523,9703312.85850002,Puzzle size (%),Borrow,7,8.37692302982852,1.3769230298285198,223
rolling_2001Q1_to_2001Q4,20011;20012;20013;20014,exclude fifth-only panels,2774,0,2251,523,9703312.85850002,Puzzle size (%),Borrow and save,29,29.40486101868375,0.40486101868375,864
rolling_2001Q1_to_2001Q4,20011;20012;20013;20014,exclude fifth-only panels,2774,0,2251,523,9703312.85850002,Puzzle size (%),Save,64,62.218215951487515,-1.7817840485124847,1687
rolling_2001Q1_to_2001Q4,20011;20012;20013;20014,exclude topcoded assets and fifth-only panels,2681,0,2165,516,9391066.61975001,Puzzle size (%),Borrow,7,8.65544972059455,1.6554497205945502,223
rolling_2001Q1_to_2001Q4,20011;20012;20013;20014,exclude topcoded assets and fifth-only panels,2681,0,2165,516,9391066.61975001,Puzzle size (%),Borrow and save,29,29.66488683927747,0.6648868392774716,843
rolling_2001Q1_to_2001Q4,20011;20012;20013;20014,exclude topcoded assets and fifth-only panels,2681,0,2165,516,9391066.61975001,Puzzle size (%),Save,64,61.67966344012783,-2.3203365598721675,1615
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,current valid flags,3012,811,2258,754,10543932.697749976,Puzzle size (%),Borrow,7,7.439665715690635,0.4396657156906354,226
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,current valid flags,3012,811,2258,754,10543932.697749976,Puzzle size (%),Borrow and save,29,28.60713249472528,-0.3928675052747188,915
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,current valid flags,3012,811,2258,754,10543932.697749976,Puzzle size (%),Save,64,63.95320178958426,-0.046798210415737174,1871
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,income complete via INC_RANK,3012,811,2258,754,10543932.697749976,Puzzle size (%),Borrow,7,7.439665715690635,0.4396657156906354,226
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,income complete via INC_RANK,3012,811,2258,754,10543932.697749976,Puzzle size (%),Borrow and save,29,28.60713249472528,-0.3928675052747188,915
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,income complete via INC_RANK,3012,811,2258,754,10543932.697749976,Puzzle size (%),Save,64,63.95320178958426,-0.046798210415737174,1871
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,income complete via INCLASS,3012,811,2258,754,10543932.697749976,Puzzle size (%),Borrow,7,7.439665715690635,0.4396657156906354,226
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,income complete via INCLASS,3012,811,2258,754,10543932.697749976,Puzzle size (%),Borrow and save,29,28.60713249472528,-0.3928675052747188,915
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,income complete via INCLASS,3012,811,2258,754,10543932.697749976,Puzzle size (%),Save,64,63.95320178958426,-0.046798210415737174,1871
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,exclude topcoded liquid assets,2932,797,2185,747,10289221.582499983,Puzzle size (%),Borrow,7,7.623835678047523,0.6238356780475227,226
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,exclude topcoded liquid assets,2932,797,2185,747,10289221.582499983,Puzzle size (%),Borrow and save,29,28.7909415716969,-0.2090584283030985,898
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,exclude topcoded liquid assets,2932,797,2185,747,10289221.582499983,Puzzle size (%),Save,64,63.58522275025569,-0.4147772497443114,1808
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,require interviews 2-5 present,2258,602,2258,0,7849979.982499999,Puzzle size (%),Borrow,7,6.965753090695859,-0.03424690930414087,164
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,require interviews 2-5 present,2258,602,2258,0,7849979.982499999,Puzzle size (%),Borrow and save,29,30.14792004598589,1.1479200459858916,727
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,require interviews 2-5 present,2258,602,2258,0,7849979.982499999,Puzzle size (%),Save,64,62.8863268633182,-1.113673136681797,1367
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,require interviews 2-5 consecutive,2258,602,2258,0,7849979.982499999,Puzzle size (%),Borrow,7,6.965753090695859,-0.03424690930414087,164
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,require interviews 2-5 consecutive,2258,602,2258,0,7849979.982499999,Puzzle size (%),Borrow and save,29,30.14792004598589,1.1479200459858916,727
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,require interviews 2-5 consecutive,2258,602,2258,0,7849979.982499999,Puzzle size (%),Save,64,62.8863268633182,-1.113673136681797,1367
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,require positive weights in interviews 2-5,2258,602,2258,0,7849979.982499999,Puzzle size (%),Borrow,7,6.965753090695859,-0.03424690930414087,164
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,require positive weights in interviews 2-5,2258,602,2258,0,7849979.982499999,Puzzle size (%),Borrow and save,29,30.14792004598589,1.1479200459858916,727
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,require positive weights in interviews 2-5,2258,602,2258,0,7849979.982499999,Puzzle size (%),Save,64,62.8863268633182,-1.113673136681797,1367
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,require age 25-64 in interviews 2-5,2206,589,2206,0,7663398.8079999965,Puzzle size (%),Borrow,7,7.006269002854173,0.006269002854173422,161
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,require age 25-64 in interviews 2-5,2206,589,2206,0,7663398.8079999965,Puzzle size (%),Borrow and save,29,30.355512228093332,1.3555122280933318,716
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,require age 25-64 in interviews 2-5,2206,589,2206,0,7663398.8079999965,Puzzle size (%),Save,64,62.63821876905252,-1.3617812309474786,1329
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,require complete income in interviews 2-5,2012,562,2012,0,6976128.25075,Puzzle size (%),Borrow,7,7.01039812015242,0.01039812015241992,147
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,require complete income in interviews 2-5,2012,562,2012,0,6976128.25075,Puzzle size (%),Borrow and save,29,30.911781954670346,1.9117819546703458,664
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,require complete income in interviews 2-5,2012,562,2012,0,6976128.25075,Puzzle size (%),Save,64,62.077819925177245,-1.922180074822755,1201
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,require valid liquid assets in interviews 2-5,2258,602,2258,0,7849979.982499999,Puzzle size (%),Borrow,7,6.965753090695859,-0.03424690930414087,164
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,require valid liquid assets in interviews 2-5,2258,602,2258,0,7849979.982499999,Puzzle size (%),Borrow and save,29,30.14792004598589,1.1479200459858916,727
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,require valid liquid assets in interviews 2-5,2258,602,2258,0,7849979.982499999,Puzzle size (%),Save,64,62.8863268633182,-1.113673136681797,1367
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,require fifth balance detail row,1594,429,1233,361,5453089.124000005,Puzzle size (%),Borrow,7,13.924726650038863,6.924726650038863,220
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,require fifth balance detail row,1594,429,1233,361,5453089.124000005,Puzzle size (%),Borrow and save,29,54.31091715456061,25.310917154560613,896
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,require fifth balance detail row,1594,429,1233,361,5453089.124000005,Puzzle size (%),Save,64,31.764356195400392,-32.235643804599604,478
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,require second or fifth balance detail row,1829,489,1444,385,6299313.532000006,Puzzle size (%),Borrow,7,12.452679835908173,5.452679835908173,226
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,require second or fifth balance detail row,1829,489,1444,385,6299313.532000006,Puzzle size (%),Borrow and save,29,47.883261909053275,18.883261909053275,915
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,require second or fifth balance detail row,1829,489,1444,385,6299313.532000006,Puzzle size (%),Save,64,39.66405825503843,-24.335941744961573,688
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,exclude fifth-only panels,2817,763,2258,559,9823052.944749992,Puzzle size (%),Borrow,7,7.331559755919946,0.3315597559199457,210
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,exclude fifth-only panels,2817,763,2258,559,9823052.944749992,Puzzle size (%),Borrow and save,29,29.349192557196112,0.34919255719611186,877
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,exclude fifth-only panels,2817,763,2258,559,9823052.944749992,Puzzle size (%),Save,64,63.319247686884005,-0.6807523131159954,1730
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,exclude topcoded assets and fifth-only panels,2738,749,2185,553,9572094.354749978,Puzzle size (%),Borrow,7,7.523776613658451,0.523776613658451,210
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,exclude topcoded assets and fifth-only panels,2738,749,2185,553,9572094.354749978,Puzzle size (%),Borrow and save,29,29.594215445591374,0.5942154455913737,861
rolling_2001Q2_to_2002Q1,20012;20013;20014;20021,exclude topcoded assets and fifth-only panels,2738,749,2185,553,9572094.354749978,Puzzle size (%),Save,64,62.882007940750384,-1.117992059249616,1667
rolling_2001Q3_to_2002Q2,20013;20014;20021;20022,current valid flags,2990,1530,2224,766,10563400.738500006,Puzzle size (%),Borrow,7,7.279617731885779,0.27961773188577865,220
rolling_2001Q3_to_2002Q2,20013;20014;20021;20022,current valid flags,2990,1530,2224,766,10563400.738500006,Puzzle size (%),Borrow and save,29,28.98412258318581,-0.015877416814191747,910
rolling_2001Q3_to_2002Q2,20013;20014;20021;20022,current valid flags,2990,1530,2224,766,10563400.738500006,Puzzle size (%),Save,64,63.73625968492832,-0.2637403150716793,1860
rolling_2001Q3_to_2002Q2,20013;20014;20021;20022,income complete via INC_RANK,2990,1530,2224,766,10563400.738500006,Puzzle size (%),Borrow,7,7.279617731885779,0.27961773188577865,220
rolling_2001Q3_to_2002Q2,20013;20014;20021;20022,income complete via INC_RANK,2990,1530,2224,766,10563400.738500006,Puzzle size (%),Borrow and save,29,28.98412258318581,-0.015877416814191747,910
rolling_2001Q3_to_2002Q2,20013;20014;20021;20022,income complete via INC_RANK,2990,1530,2224,766,10563400.738500006,Puzzle size (%),Save,64,63.73625968492832,-0.2637403150716793,1860
rolling_2001Q3_to_2002Q2,20013;20014;20021;20022,income complete via INCLASS,2990,1530,2224,766,10563400.738500006,Puzzle size (%),Borrow,7,7.279617731885779,0.27961773188577865,220
rolling_2001Q3_to_2002Q2,20013;20014;20021;20022,income complete via INCLASS,2990,1530,2224,766,10563400.738500006,Puzzle size (%),Borrow and save,29,28.98412258318581,-0.015877416814191747,910
rolling_2001Q3_to_2002Q2,20013;20014;20021;20022,income complete via INCLASS,2990,1530,2224,766,10563400.738500006,Puzzle size (%),Save,64,63.73625968492832,-0.2637403150716793,1860
rolling_2001Q3_to_2002Q2,20013;20014;20021;20022,exclude topcoded liquid assets,2914,1494,2160,754,10314251.263000004,Puzzle size (%),Borrow,7,7.4554630640861035,0.4554630640861035,220
rolling_2001Q3_to_2002Q2,20013;20014;20021;20022,exclude topcoded liquid assets,2914,1494,2160,754,10314251.263000004,Puzzle size (%),Borrow and save,29,29.206143782886766,0.20614378288676605,895
rolling_2001Q3_to_2002Q2,20013;20014;20021;20022,exclude topcoded liquid assets,2914,1494,2160,754,10314251.263000004,Puzzle size (%),Save,64,63.33839315302705,-0.6616068469729512,1799
rolling_2001Q3_to_2002Q2,20013;20014;20021;20022,require interviews 2-5 present,2224,1132,2224,0,7790074.289500006,Puzzle size (%),Borrow,7,7.074220899828806,0.07422089982880564,162
rolling_2001Q3_to_2002Q2,20013;20014;20021;20022,require interviews 2-5 present,2224,1132,2224,0,7790074.289500006,Puzzle size (%),Borrow and save,29,30.247341064204857,1.247341064204857,710
rolling_2001Q3_to_2002Q2,20013;20014;20021;20022,require interviews 2-5 present,2224,1132,2224,0,7790074.289500006,Puzzle size (%),Save,64,62.67843803596629,-1.3215619640337124,1352
rolling_2001Q3_to_2002Q2,20013;20014;20021;20022,require interviews 2-5 consecutive,2224,1132,2224,0,7790074.289500006,Puzzle size (%),Borrow,7,7.074220899828806,0.07422089982880564,162
rolling_2001Q3_to_2002Q2,20013;20014;20021;20022,require interviews 2-5 consecutive,2224,1132,2224,0,7790074.289500006,Puzzle size (%),Borrow and save,29,30.247341064204857,1.247341064204857,710
