source,group,share_pct,cc_rate_pct
SCF 2001,Borrow,4.921653657099376,16.03732759300963
SCF 2001,Borrow and save,26.754459367178395,13.68256371791462
SCF 2001,Save,68.32388697572239,9.281935689370314
CEX 2001,Borrow,8.629474733845203,NA
CEX 2001,Borrow and save,29.13397508313134,NA
CEX 2001,Save,62.236550183023276,NA
