QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,CLOTHYA,CLOTHYA_,CLOTHMOA,CLOT_MOA,CLOTHXA,CLOTHXA_,CLOGFTA,CLOGFTA_,CLOTHA1,CLOTHA1_,CLOTHA2,CLOTHA2_,CLOTHA3,CLOTHA3_,CLOTHA4,CLOTHA4_,CLOTHA5,CLOTHA5_,CLOTHA6,CLOTHA6_,CLOTHA7,CLOTHA7_,CLOTHA8,CLOTHA8_,CLOTHA9,CLAPURCH,AGESEX1,CLOTHA9_,AGESEX1_,AGESEX2,AGESEX2_,AGESEX3,AGESEX3_,AGESEX4,AGESEX4_,AGESEX5,AGESEX5_,AGESEX6,AGESEX6_
20181,03639814,2,1,1,110,D,10,D,15,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,5,A,D,,A,,A,,A,,A,,A
20181,03639814,2,2,1,150,D,10,D,10,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,5,A,D,,A,,A,,A,,A,,A
20181,03639814,2,3,1,200,D,10,D,7,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,5,A,D,,A,,A,,A,,A,,A
20181,03639814,3,0,1,270,D,11,D,,H,2,D,150,D,220,D,145,D,,A,,A,,A,,A,,A,,,4,A,D,,A,,A,,A,,A,,A
20181,03639814,3,1,1,150,D,11,D,7,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,4,A,D,,A,,A,,A,,A,,A
20181,03639814,3,2,1,220,D,11,D,10,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,4,A,D,,A,,A,,A,,A,,A
20181,03639814,3,3,1,145,D,11,D,47,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,4,A,D,,A,,A,,A,,A,,A
20181,03639814,4,0,1,270,D,12,D,,H,2,D,150,D,210,D,145,D,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20181,03639814,4,1,1,150,D,12,D,9,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20181,03639814,4,2,1,210,D,12,D,16,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20181,03639814,4,3,1,145,D,12,D,17,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20181,03639814,5,0,1,900,D,12,D,,H,2,D,150,D,210,D,280,D,145,D,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20181,03639814,5,1,1,150,D,12,D,28,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20181,03639814,5,2,1,210,D,12,D,14,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20181,03639814,5,3,1,280,D,12,D,32,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20181,03639814,5,4,1,145,D,12,D,32,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20181,03639814,6,0,1,310,D,13,D,64,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,5,A,D,,A,,A,,A,,A,,A
20181,03639814,7,0,1,380,D,12,D,11,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,A,,A,,A,,A,,A,,A
20181,03639814,8,0,2,100,D,10,D,16,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,4,A,D,,A,,A,,A,,A,,A
20181,03639814,9,0,2,150,D,10,D,7,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,4,A,D,,A,,A,,A,,A,,A
20181,03639814,10,0,2,150,D,10,D,15,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,5,A,D,,A,,A,,A,,A,,A
20181,03639814,11,0,2,280,D,10,D,16,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,5,A,D,,A,,A,,A,,A,,A
20181,03639874,1,0,1,145,D,12,D,260,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20181,03639874,2,0,1,100,D,12,D,140,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20181,03639914,7,0,1,380,D,12,D,25,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,A,,A,,A,,A,,A,,A
20181,03639914,8,0,2,280,D,10,D,100,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20181,03639944,3,0,1,145,D,12,D,60,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20181,03639944,4,0,1,150,D,12,D,18,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20181,03639944,5,0,1,280,D,11,D,65,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20181,03639974,3,0,1,150,D,12,D,26,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20181,03639974,4,0,1,210,D,12,D,13,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20181,03640044,1,0,1,145,D,11,D,54,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20181,03640044,2,0,1,150,D,12,D,32,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20181,03640044,3,0,1,280,D,12,D,32,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20181,03640054,4,0,1,150,D,11,D,50,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,4,A,D,,A,,A,,A,,A,,A
20181,03640054,5,0,1,150,D,11,D,50,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,3,A,D,,A,,A,,A,,A,,A
20181,03640054,6,0,1,145,D,11,D,50,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,4,A,D,,A,,A,,A,,A,,A
20181,03640054,7,0,1,145,D,12,D,50,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,3,A,D,,A,,A,,A,,A,,A
20181,03640064,2,0,1,210,D,11,D,12,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20181,03640064,3,0,1,380,D,10,D,52,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,A,,A,,A,,A,,A,,A
20181,03640104,1,0,1,270,D,12,D,,H,1,D,220,D,230,D,150,D,170,D,200,D,145,D,,A,,A,,,1,A,F,,A,,A,,A,,A,,A
20181,03640104,1,1,1,230,D,12,D,55,E,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,F,,A,,A,,A,,A,,A
20181,03640104,1,2,1,150,D,12,D,68,E,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,F,,A,,A,,A,,A,,A
20181,03640104,1,3,1,200,D,12,D,9,E,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,F,,A,,A,,A,,A,,A
20181,03640104,1,4,1,145,D,12,D,68,E,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,F,,A,,A,,A,,A,,A
20181,03640134,1,0,1,270,D,12,D,,H,1,D,220,D,145,D,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20181,03640134,1,1,1,220,D,12,D,29,E,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20181,03640134,1,2,1,145,D,12,D,71,E,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20181,03640134,2,0,1,230,D,12,D,25,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20181,03640134,3,0,1,380,D,12,D,400,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,A,,A,,A,,A,,A,,A
20181,03640134,4,0,2,120,D,10,D,200,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20181,03640174,3,0,1,900,D,12,D,,H,2,D,100,D,120,D,280,D,145,D,,A,,A,,A,,A,,,1,A,D,2,D,3,D,,A,,A,,A
20181,03640174,3,101,1,100,D,12,D,63,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20181,03640174,3,102,1,120,D,12,D,488,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20181,03640174,3,103,1,280,D,12,D,38,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20181,03640174,3,104,1,145,D,12,D,49,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20181,03640174,3,201,1,100,D,12,D,34,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20181,03640174,3,202,1,280,D,12,D,69,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20181,03640174,3,203,1,145,D,12,D,36,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20181,03640174,3,301,1,100,D,12,D,78,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,3,A,D,,A,,A,,A,,A,,A
20181,03640174,3,302,1,280,D,12,D,99,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,3,A,D,,A,,A,,A,,A,,A
20181,03640174,3,303,1,145,D,12,D,46,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,3,A,D,,A,,A,,A,,A,,A
20181,03640174,4,0,1,900,D,11,D,,H,2,D,150,D,280,D,200,D,145,D,,A,,A,,A,,A,,,1,A,D,2,D,3,D,,A,,A,,A
20181,03640174,4,101,1,150,D,11,D,99,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20181,03640174,4,102,1,280,D,11,D,84,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20181,03640174,4,103,1,200,D,11,D,30,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20181,03640174,4,104,1,145,D,11,D,106,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20181,03640174,4,201,1,150,D,11,D,12,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20181,03640174,4,202,1,280,D,11,D,30,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20181,03640174,4,203,1,200,D,11,D,12,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20181,03640174,4,204,1,145,D,11,D,16,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20181,03640174,4,301,1,150,D,11,D,33,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,3,A,D,,A,,A,,A,,A,,A
20181,03640174,4,302,1,280,D,11,D,49,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,3,A,D,,A,,A,,A,,A,,A
20181,03640174,4,303,1,200,D,11,D,7,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,3,A,D,,A,,A,,A,,A,,A
20181,03640174,4,304,1,145,D,11,D,22,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,3,A,D,,A,,A,,A,,A,,A
20181,03640174,5,0,1,900,D,12,D,,H,1,D,260,D,200,D,380,D,100,D,,A,,A,,A,,A,,,1,A,D,2,D,3,D,4,D,,A,,A
20181,03640174,5,101,1,200,D,12,D,103,E,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20181,03640174,5,102,1,100,D,12,D,463,E,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20181,03640174,5,201,1,200,D,12,D,55,E,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20181,03640174,5,202,1,100,D,12,D,68,E,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20181,03640174,5,301,1,260,D,12,D,142,E,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,3,A,D,,A,,A,,A,,A,,A
20181,03640174,5,302,1,200,D,12,D,9,E,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,3,A,D,,A,,A,,A,,A,,A
20181,03640174,5,303,1,100,D,12,D,46,E,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,3,A,D,,A,,A,,A,,A,,A
20181,03640174,5,401,1,200,D,12,D,23,E,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,4,A,D,,A,,A,,A,,A,,A
20181,03640174,5,402,1,100,D,12,D,91,E,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,4,A,D,,A,,A,,A,,A,,A
20181,03640184,2,0,1,120,D,12,D,75,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20181,03640184,3,0,1,280,D,12,D,50,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20181,03640214,3,0,1,280,D,11,D,41,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20181,03640214,4,0,1,900,D,11,D,,H,1,D,310,D,330,D,,A,,A,,A,,A,,A,,A,,,5,A,D,,A,,A,,A,,A,,A
20181,03640214,4,1,1,310,D,11,D,70,E,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,5,A,D,,A,,A,,A,,A,,A
20181,03640304,4,0,1,900,D,12,D,,H,2,D,145,D,220,D,280,D,100,D,,A,,A,,A,,A,,,2,A,F,,A,,A,,A,,A,,A
20181,03640304,4,1,1,145,D,12,D,113,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,F,,A,,A,,A,,A,,A
20181,03640304,4,2,1,220,D,12,D,37,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,F,,A,,A,,A,,A,,A
20181,03640304,4,3,1,280,D,12,D,100,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,F,,A,,A,,A,,A,,A
20181,03640304,4,4,1,100,D,12,D,100,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,F,,A,,A,,A,,A,,A
20181,03640344,3,0,1,240,D,12,D,22,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,3,A,D,,A,,A,,A,,A,,A
20181,03640344,4,0,1,240,D,12,D,22,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,4,A,D,,A,,A,,A,,A,,A
20181,03640364,1,0,1,145,D,12,D,300,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20181,03640374,1,0,1,150,D,12,D,180,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20181,03640374,2,0,1,180,D,11,D,200,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
