QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,TELBSNZ,TELBSNZ_,TELRESD,TELRESD_,TELCELL,TELCELL_,TINTNET,TINTNET_,TCABLE,TCABLE_,BILPERD,BILPERD_,QADINE1X,QADI_E1X,QADINE2X,QADI_E2X,QADINE3X,QADI_E3X,QADCAB1X,QADC_B1X,QADCAB2X,QADC_B2X,QADCAB3X,QADC_B3X,TELRES1X,TELR_S1X,TELRES2X,TELR_S2X,TELRES3X,TELR_S3X,TELCEL1X,TELC_L1X,TELCEL2X,TELC_L2X,TELCEL3X,TELC_L3X,TELBLPRS,TELB_PRS,TPHONE,TPHONE_
20181,03639434,36,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,140,D,140,D,140,D,,A,1,D
20181,03639434,37,0,1,,A,,A,,A,1,D,2,D,,A,40,D,40,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03639434,38,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,60,D,60,D,60,D,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03639444,17,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,49,D,49,D,49,D,,A,,A,,A,,A,1,D
20181,03639444,18,0,1,,A,,A,,A,1,D,2,D,,A,15,D,15,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03639444,19,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,100,D,100,D,,A,1,D
20181,03639454,6,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,65,D,52,D,65,D,,A,,A,,A,,A,1,D
20181,03639504,28,0,1,,A,,A,2,D,1,D,2,D,,A,19,E,18,E,18,E,,A,,A,,A,,A,,A,,A,29,E,30,E,30,E,2,D,1,D
20181,03639504,29,0,1,,A,,A,2,D,1,D,2,D,,A,18,E,18,E,18,E,,A,,A,,A,,A,,A,,A,30,E,30,E,30,E,2,D,1,D
20181,03639504,30,0,1,,A,,A,,A,1,D,2,D,,A,30,D,30,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03639544,28,0,1,,A,1,D,,A,2,D,1,D,,A,,A,,A,,A,71,E,71,E,71,E,47,E,47,E,47,E,,A,,A,,A,1,D,1,D
20181,03639564,38,0,1,,A,1,D,,A,1,D,1,D,,A,50,E,50,E,52,E,84,E,86,E,83,E,44,E,42,E,43,E,,A,,A,,A,2,D,1,D
20181,03639564,39,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,110,D,110,D,100,D,,A,1,D
20181,03639594,16,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,25,D,25,D,25,D,,A,,A,,A,,A,1,D
20181,03639594,17,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,86,D,86,D,86,D,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03639594,18,0,1,,A,,A,,A,1,D,2,D,,A,29,D,29,D,29,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03639594,19,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,217,D,217,D,217,D,,A,1,D
20181,03639614,39,0,1,,A,1,D,,A,1,D,2,D,,A,40,D,40,D,40,D,,A,,A,,A,29,D,29,D,29,D,,A,,A,,A,1,D,1,D
20181,03639614,40,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,101,D,101,D,101,D,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03639634,36,0,1,,A,1,D,,A,1,D,1,D,,A,55,D,55,D,55,D,70,D,70,D,70,D,42,D,42,D,42,D,,A,,A,,A,1,D,1,D
20181,03639634,37,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,143,D,143,D,143,D,,A,1,D
20181,03639734,18,0,1,,A,,A,2,D,1,D,2,D,,A,47,E,48,E,48,E,,A,,A,,A,,A,,A,,A,103,E,102,E,102,E,2,D,1,D
20181,03639734,19,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,174,D,174,D,174,D,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03639754,20,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,90,D,90,D,90,D,,A,1,D
20181,03639754,21,0,1,,A,,A,,A,1,D,2,D,,A,15,D,15,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03639774,10,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,D,70,D,70,D,,A,1,D
20181,03639794,21,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,300,D,300,D,,A,1,D
20181,03639794,22,0,1,,A,1,D,,A,1,D,1,D,,A,39,E,39,E,39,E,68,E,68,E,68,E,23,E,23,E,23,E,,A,,A,,A,2,D,1,D
20181,03639814,46,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,30,D,30,D,,A,1,D
20181,03639814,47,0,1,,A,,A,,A,1,D,2,D,,A,54,D,54,D,54,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03639854,6,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,60,D,60,D,,A,1,D
20181,03639874,29,0,1,,A,1,D,,A,1,D,1,D,,A,56,E,57,E,56,E,98,E,98,E,98,E,34,E,33,E,34,E,,A,,A,,A,2,D,1,D
20181,03639874,30,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,171,D,171,D,171,D,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03639874,31,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,190,D,190,D,190,D,,A,,A,,A,,A,1,D
20181,03639914,36,0,1,,A,1,D,,A,1,D,2,D,,A,44,E,44,E,44,E,,A,,A,,A,36,E,36,E,36,E,,A,,A,,A,2,D,1,D
20181,03639914,37,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,225,D,225,D,225,D,,A,1,D
20181,03639914,38,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,140,D,140,D,140,D,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03639944,33,0,1,,A,1,D,,A,1,D,1,D,,A,47,E,47,E,47,E,66,E,66,E,65,E,37,E,37,E,38,E,,A,,A,,A,2,D,1,D
20181,03639944,34,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,D,70,D,70,D,,A,1,D
20181,03639974,37,0,1,,A,1,D,2,D,1,D,2,D,,A,41,E,41,E,40,E,,A,,A,,A,37,E,36,E,37,E,77,E,78,E,78,E,2,D,1,D
20181,03639974,38,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,115,D,115,D,115,D,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03640004,10,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,79,D,79,D,79,D,,A,,A,,A,,A,1,D
20181,03640044,28,0,1,,A,,A,,A,1,D,2,D,,A,80,D,80,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03640044,29,0,1,,A,,A,,A,1,D,2,D,,A,170,D,170,D,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03640054,57,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,66,D,66,D,66,D,,A,1,D
20181,03640054,58,0,1,,A,,A,,A,1,D,2,D,,A,40,D,40,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03640064,22,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,52,D,52,D,52,D,,A,1,D
20181,03640104,21,0,1,,A,,A,,A,1,D,2,D,,A,60,D,60,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03640114,31,0,1,,A,1,D,,A,1,D,2,D,,A,36,E,36,E,37,E,,A,,A,,A,39,E,39,E,38,E,,A,,A,,A,2,D,1,D
20181,03640114,32,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,65,D,65,D,65,D,,A,1,D
20181,03640114,33,0,1,,A,,A,,A,1,D,2,D,,A,90,D,90,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03640134,33,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,265,D,265,D,265,D,,A,1,D
20181,03640134,34,0,1,,A,,A,,A,1,D,2,D,,A,98,D,98,D,98,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03640134,35,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,140,D,140,D,140,D,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03640174,29,0,1,,A,1,D,2,D,1,D,2,D,,A,45,E,46,E,45,E,,A,,A,,A,42,E,42,E,42,E,113,E,112,E,113,E,2,D,1,D
20181,03640174,30,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,120,D,120,D,,A,1,D
20181,03640184,34,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,105,D,105,D,105,D,,A,1,D
20181,03640184,35,0,1,,A,,A,,A,1,D,2,D,,A,75,D,75,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03640184,36,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,105,D,105,D,105,D,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03640214,59,0,1,,A,,A,,A,1,D,1,D,,A,38,E,38,E,37,E,68,E,68,E,69,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20181,03640214,60,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,1,D
20181,03640214,61,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,100,D,100,D,,A,1,D
20181,03640264,17,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,30,D,30,D,30,D,,A,,A,,A,,A,1,D
20181,03640264,18,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,85,D,85,D,85,D,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03640284,11,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,53,D,53,D,53,D,,A,1,D
20181,03640284,12,0,1,,A,,A,,A,1,D,1,D,,A,47,E,51,E,53,E,73,E,69,E,67,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20181,03640304,37,0,1,,A,,A,2,D,1,D,2,D,,A,97,E,96,E,97,E,,A,,A,,A,,A,,A,,A,209,E,210,E,209,E,2,D,1,D
20181,03640344,20,0,1,,A,1,D,,A,1,D,1,D,,A,51,E,52,E,52,E,73,E,72,E,74,E,43,E,43,E,41,E,,A,,A,,A,2,D,1,D
20181,03640344,21,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,D,70,D,70,D,,A,1,D
20181,03640364,22,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,65,D,65,D,65,D,,A,1,D
20181,03640364,23,0,1,,A,,A,,A,1,D,1,D,,A,44,E,44,E,44,E,84,E,84,E,84,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20181,03640374,20,0,1,,A,,A,,A,1,D,1,D,,A,61,E,61,E,61,E,116,E,116,E,116,E,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03640394,8,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,80,D,80,D,,A,1,D
20181,03640414,32,0,1,,A,,A,,A,1,D,2,D,,A,80,D,80,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03640414,33,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,17,D,17,D,17,D,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03640414,34,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,120,D,80,D,,A,1,D
20181,03640434,27,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,18,D,18,D,18,D,,A,1,D
20181,03640454,27,0,1,,A,1,D,,A,1,D,1,D,,A,62,E,61,E,61,E,113,E,115,E,114,E,55,E,54,E,55,E,,A,,A,,A,2,D,1,D
20181,03640454,28,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,150,D,150,D,,A,1,D
20181,03640484,30,0,1,,A,1,D,,A,1,D,1,D,,A,37,E,38,E,38,E,52,E,52,E,52,E,31,E,30,E,30,E,,A,,A,,A,2,D,1,D
20181,03640494,18,0,1,,A,1,D,,A,1,D,1,D,,A,38,E,38,E,38,E,59,E,58,E,58,E,23,E,24,E,24,E,,A,,A,,A,2,D,1,D
20181,03640504,6,0,1,,A,,A,,A,1,D,2,D,,A,85,D,85,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03640514,21,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,99,D,99,D,99,D,,A,1,D
20181,03640514,22,0,1,,A,,A,,A,1,D,1,D,,A,27,E,25,E,25,E,38,E,40,E,40,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20181,03640524,16,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,D,75,D,75,D,,A,1,D
20181,03640524,17,0,1,,A,,A,,A,1,D,2,D,,A,35,D,35,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03640534,28,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,151,D,151,D,151,D,,A,1,D
20181,03640534,29,0,1,,A,,A,,A,1,D,1,D,,A,65,E,67,E,66,E,100,E,98,E,99,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20181,03640574,8,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,45,D,45,D,45,D,,A,1,D
20181,03640574,9,0,1,,A,,A,,A,2,D,1,D,1,D,,A,,A,,A,0,D,0,D,55,D,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03640614,18,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,,A,,A,,A,1,D
20181,03640614,19,0,1,,A,,A,2,D,1,D,2,D,,A,48,E,48,E,47,E,,A,,A,,A,,A,,A,,A,72,E,72,E,73,E,2,D,1,D
20181,03640634,38,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,163,D,163,D,164,D,,A,1,D
20181,03640634,39,0,1,,A,,A,,A,1,D,2,D,,A,70,D,69,D,69,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03640634,40,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,142,D,132,D,132,D,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03640664,33,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,60,D,60,D,,A,1,D
20181,03640664,34,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,13,D,13,D,13,D,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03640664,35,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,50,D,50,D,50,D,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03640684,5,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,90,D,34,D,,A,1,D
20181,03640744,93,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,291,D,291,D,291,D,,A,1,D
20181,03640744,94,0,1,,A,,A,,A,1,D,2,D,,A,70,D,70,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03640744,95,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,80,D,80,D,80,D,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03640764,33,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,24,D,24,D,24,D,,A,,A,,A,,A,1,D
20181,03640764,34,0,1,,A,,A,,A,1,D,1,D,,A,40,E,40,E,40,E,68,E,68,E,68,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20181,03640774,28,0,1,,A,1,D,,A,1,D,1,D,,A,39,E,40,E,39,E,60,E,58,E,58,E,34,E,35,E,36,E,,A,,A,,A,2,D,1,D
20181,03640784,69,0,1,,A,,A,2,D,1,D,2,D,,A,58,E,58,E,58,E,,A,,A,,A,,A,,A,,A,126,E,126,E,126,E,2,D,1,D
20181,03640804,22,0,1,,A,,A,2,D,1,D,2,D,,A,25,E,25,E,26,E,,A,,A,,A,,A,,A,,A,55,E,55,E,54,E,2,D,1,D
20181,03640804,23,0,1,0.60,D,,A,2,D,1,D,2,D,1,D,0,F,0,F,0,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,1,D
20181,03640814,40,0,1,,A,1,D,,A,1,D,2,D,,A,25,E,25,E,25,E,,A,,A,,A,20,E,20,E,20,E,,A,,A,,A,2,D,1,D
20181,03640834,32,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,169,D,169,D,169,D,,A,1,D
20181,03640834,33,0,1,,A,,A,,A,1,D,1,D,,A,102,E,103,E,102,E,158,E,157,E,158,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20181,03640844,29,0,1,,A,,A,,A,1,D,2,D,,A,90,D,90,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03640844,30,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,60,D,60,D,,A,1,D
20181,03640854,23,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,100,D,100,D,,A,1,D
20181,03640854,24,0,1,,A,,A,2,D,1,D,1,D,,A,27,E,27,E,27,E,48,E,48,E,48,E,,A,,A,,A,65,E,65,E,65,E,2,D,1,D
20181,03640874,97,0,1,0.08,D,1,D,,A,2,D,1,D,,A,,A,,A,,A,48,E,48,E,48,E,23,E,23,E,23,E,,A,,A,,A,2,D,1,D
20181,03640904,26,0,1,,A,,A,,A,1,D,2,D,,A,55,D,55,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03640904,27,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,120,D,120,D,,A,1,D
20181,03640994,37,0,1,,A,1,D,,A,1,D,1,D,,A,59,E,59,E,58,E,108,E,108,E,108,E,73,E,73,E,74,E,,A,,A,,A,2,D,1,D
20181,03640994,38,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,115,D,115,D,115,D,,A,1,D
20181,03641034,23,0,1,,A,,A,,A,1,D,2,D,,A,83,D,83,D,83,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03641034,24,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,136,D,136,D,136,D,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03641034,25,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,63,D,63,D,63,D,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03641044,45,0,1,,A,1,D,,A,1,D,2,D,,A,45,D,45,D,45,D,,A,,A,,A,42,D,42,D,42,D,,A,,A,,A,1,D,1,D
20181,03641044,46,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,160,D,160,D,160,D,,A,1,D
20181,03641044,47,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,125,D,125,D,125,D,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03641064,27,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,150,D,150,D,,A,1,D
20181,03641064,28,0,1,,A,,A,,A,1,D,2,D,,A,63,D,63,D,63,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03641084,24,0,1,,A,,A,2,D,1,D,2,D,,A,65,E,67,E,65,E,,A,,A,,A,,A,,A,,A,105,E,103,E,105,E,2,D,1,D
20181,03641104,11,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,80,D,80,D,,A,1,D
20181,03641114,23,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,66,D,66,D,66,D,,A,1,D
20181,03641114,24,0,1,,A,,A,,A,1,D,1,D,,A,46,E,46,E,46,E,64,E,64,E,64,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20181,03641134,49,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,260,D,260,D,260,D,,A,1,D
20181,03641134,50,0,1,,A,,A,,A,1,D,2,D,,A,35,D,35,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03641134,51,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,135,D,135,D,135,D,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03641144,21,0,1,,A,,A,,A,1,D,2,D,,A,59,D,59,D,59,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03641144,22,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,69,D,69,D,69,D,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03641144,23,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,205,D,205,D,205,D,,A,1,D
20181,03641154,61,0,1,,A,1,D,,A,1,D,1,D,,A,60,E,60,E,62,E,100,E,100,E,99,E,50,E,50,E,49,E,,A,,A,,A,2,D,1,D
20181,03641154,62,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,110,D,110,D,110,D,,A,1,D
20181,03641154,63,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,150,D,150,D,150,D,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03641194,19,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,48,D,48,D,48,D,,A,,A,,A,,A,1,D
20181,03641194,20,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,117,D,117,D,117,D,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03641204,40,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,100,D,100,D,,A,1,D
20181,03641204,41,0,1,,A,,A,,A,1,D,1,D,,A,46,E,46,E,46,E,80,E,80,E,80,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20181,03641214,15,0,1,,A,1,D,,A,1,D,1,D,,A,21,E,21,E,21,E,38,E,38,E,38,E,25,E,25,E,25,E,,A,,A,,A,2,D,1,D
20181,03641214,16,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,40,D,40,D,,A,1,D
20181,03641244,27,0,1,,A,1,D,,A,1,D,2,D,,A,62,E,63,E,62,E,,A,,A,,A,55,E,54,E,55,E,,A,,A,,A,2,D,1,D
20181,03641244,28,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,115,D,115,D,115,D,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03641264,21,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,105,D,105,D,105,D,,A,1,D
20181,03641264,22,0,1,,A,,A,,A,1,D,1,D,,A,48,E,47,E,47,E,87,E,88,E,88,E,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03641274,5,0,1,0.50,D,1,D,,A,1,D,1,D,,A,25,E,25,E,25,E,34,E,34,E,34,E,16,E,16,E,16,E,,A,,A,,A,2,D,1,D
20181,03641274,6,0,1,0.50,D,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,D,75,D,75,D,,A,1,D
20181,03641284,45,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,120,D,120,D,,A,1,D
20181,03641284,46,0,1,,A,1,D,,A,1,D,1,D,,A,26,E,28,E,26,E,50,E,48,E,48,E,24,E,24,E,26,E,,A,,A,,A,2,D,1,D
20181,03641414,25,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,1,D
20181,03641414,26,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,50,D,50,D,50,D,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03641424,8,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,80,D,80,D,,A,1,D
20181,03641424,9,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,1,D
20181,03641424,10,0,1,,A,,A,,A,1,D,1,D,,A,55,D,55,D,55,D,145,D,145,D,145,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03641434,21,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,46,D,46,D,46,D,,A,,A,,A,,A,1,D
20181,03641434,22,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,7,D,7,D,7,D,,A,1,D
20181,03641434,23,0,1,,A,,A,,A,1,D,1,D,,A,72,E,74,E,73,E,110,E,108,E,109,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20181,03641464,24,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,80,D,80,D,,A,1,D
20181,03641464,25,0,1,,A,,A,,A,1,D,2,D,,A,30,D,30,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03641474,58,0,1,0.50,D,1,D,,A,1,D,1,D,,A,29,D,29,D,29,D,50,D,50,D,50,D,10,D,10,D,10,D,,A,,A,,A,1,D,1,D
20181,03641474,59,0,1,0.50,D,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,60,D,60,D,,A,1,D
20181,03641494,27,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,97,D,97,D,97,D,,A,,A,,A,,A,1,D
