NEWID,REFMO,REFYR,UCC,PUBFLAG,VALUE,VALUE_
04006694,04,2019,005100,2,1875.0000,
04006694,04,2019,005400,2,25.0000,
04006694,04,2019,900030,2,1525.5000,
04006694,04,2019,900170,2,1000.0000,
04006694,04,2019,900180,2,66.6667,
04006694,04,2019,900210,2,1000.0000,
04006694,04,2019,950014,2,70.1667,
04006694,04,2019,980000,2,3592.1667,
04006694,04,2019,980010,2,0.1667,
04006694,04,2019,980020,2,5.7500,
04006694,04,2019,980040,2,0.0833,
04006694,04,2019,980050,2,0.0833,
04006694,04,2019,980060,2,0.0833,
04006694,04,2019,980071,2,3522.0000,
04006694,04,2019,980090,1,8.3333,
04006694,04,2019,980220,2,8.3333,
04006694,04,2019,980240,2,8.3333,
04006694,04,2019,980281,2,8.3333,
04006694,04,2019,980286,2,8.3333,
04006694,04,2019,980310,2,8.3333,
04006694,04,2019,980330,2,8.3333,
04006694,04,2019,980350,2,8.3333,
04006694,05,2019,005100,2,1875.0000,
04006694,05,2019,005400,2,25.0000,
04006694,05,2019,900030,2,1525.5000,
04006694,05,2019,900170,2,1000.0000,
04006694,05,2019,900180,2,66.6667,
04006694,05,2019,900210,2,1000.0000,
04006694,05,2019,950014,2,70.1667,
04006694,05,2019,980000,2,3592.1667,
04006694,05,2019,980010,2,0.1667,
04006694,05,2019,980020,2,5.7500,
04006694,05,2019,980040,2,0.0833,
04006694,05,2019,980050,2,0.0833,
04006694,05,2019,980060,2,0.0833,
04006694,05,2019,980071,2,3522.0000,
04006694,05,2019,980090,1,8.3333,
04006694,05,2019,980220,2,8.3333,
04006694,05,2019,980240,2,8.3333,
04006694,05,2019,980281,2,8.3333,
04006694,05,2019,980286,2,8.3333,
04006694,05,2019,980310,2,8.3333,
04006694,05,2019,980330,2,8.3333,
04006694,05,2019,980350,2,8.3333,
04006694,06,2019,005100,2,1875.0000,
04006694,06,2019,005400,2,25.0000,
04006694,06,2019,900030,2,1525.5000,
04006694,06,2019,900170,2,1000.0000,
04006694,06,2019,900180,2,66.6667,
04006694,06,2019,900210,2,1000.0000,
04006694,06,2019,950014,2,70.1667,
04006694,06,2019,980000,2,3592.1667,
04006694,06,2019,980010,2,0.1667,
04006694,06,2019,980020,2,5.7500,
04006694,06,2019,980040,2,0.0833,
04006694,06,2019,980050,2,0.0833,
04006694,06,2019,980060,2,0.0833,
04006694,06,2019,980071,2,3522.0000,
04006694,06,2019,980090,1,8.3333,
04006694,06,2019,980220,2,8.3333,
04006694,06,2019,980240,2,8.3333,
04006694,06,2019,980281,2,8.3333,
04006694,06,2019,980286,2,8.3333,
04006694,06,2019,980310,2,8.3333,
04006694,06,2019,980330,2,8.3333,
04006694,06,2019,980350,2,8.3333,
04006704,04,2019,005100,2,8.8333,
04006704,04,2019,005110,2,20.8333,
04006704,04,2019,900090,2,755.0000,
04006704,04,2019,980000,2,755.0000,
04006704,04,2019,980010,2,0.0833,
04006704,04,2019,980020,2,3.5833,
04006704,04,2019,980071,2,755.0000,
04006704,04,2019,980220,2,8.3333,
04006704,04,2019,980260,2,8.3333,
04006704,04,2019,980283,2,8.3333,
04006704,04,2019,980286,2,8.3333,
04006704,04,2019,980310,2,8.3333,
04006704,05,2019,005100,2,8.8333,
04006704,05,2019,005110,2,20.8333,
04006704,05,2019,900090,2,755.0000,
04006704,05,2019,980000,2,755.0000,
04006704,05,2019,980010,2,0.0833,
04006704,05,2019,980020,2,3.5833,
04006704,05,2019,980071,2,755.0000,
04006704,05,2019,980220,2,8.3333,
04006704,05,2019,980260,2,8.3333,
04006704,05,2019,980283,2,8.3333,
