NEWID,REFMO,REFYR,UCC,PUBFLAG,VALUE_,IMPNUM,VALUE
04172654,10,2019,800940,2,,1,286.9167
04172654,10,2019,800940,2,,2,286.9167
04172654,10,2019,800940,2,,3,286.9167
04172654,10,2019,800940,2,,4,286.9167
04172654,10,2019,800940,2,,5,286.9167
04172654,10,2019,900000,2,,1,3750
04172654,10,2019,900000,2,,2,3750
04172654,10,2019,900000,2,,3,3750
04172654,10,2019,900000,2,,4,3750
04172654,10,2019,900000,2,,5,3750
04172654,10,2019,900200,2,,1,1333.3333
04172654,10,2019,900200,2,,2,1333.3333
04172654,10,2019,900200,2,,3,1333.3333
04172654,10,2019,900200,2,,4,1333.3333
04172654,10,2019,900200,2,,5,1333.3333
04172654,10,2019,980000,2,,1,5083.3333
04172654,10,2019,980000,2,,2,5083.3333
04172654,10,2019,980000,2,,3,5083.3333
04172654,10,2019,980000,2,,4,5083.3333
04172654,10,2019,980000,2,,5,5083.3333
04172654,10,2019,980071,2,,1,1508.9166667
04172654,10,2019,980071,2,,2,1508.9166667
04172654,10,2019,980071,2,,3,1508.9166667
04172654,10,2019,980071,2,,4,1508.9166667
04172654,10,2019,980071,2,,5,1508.9166667
04172654,11,2019,800940,2,,1,286.9167
04172654,11,2019,800940,2,,2,286.9167
04172654,11,2019,800940,2,,3,286.9167
04172654,11,2019,800940,2,,4,286.9167
04172654,11,2019,800940,2,,5,286.9167
04172654,11,2019,900000,2,,1,3750
04172654,11,2019,900000,2,,2,3750
04172654,11,2019,900000,2,,3,3750
04172654,11,2019,900000,2,,4,3750
04172654,11,2019,900000,2,,5,3750
04172654,11,2019,900200,2,,1,1333.3333
04172654,11,2019,900200,2,,2,1333.3333
04172654,11,2019,900200,2,,3,1333.3333
04172654,11,2019,900200,2,,4,1333.3333
04172654,11,2019,900200,2,,5,1333.3333
04172654,11,2019,980000,2,,1,5083.3333
04172654,11,2019,980000,2,,2,5083.3333
04172654,11,2019,980000,2,,3,5083.3333
04172654,11,2019,980000,2,,4,5083.3333
04172654,11,2019,980000,2,,5,5083.3333
04172654,11,2019,980071,2,,1,1508.9166667
04172654,11,2019,980071,2,,2,1508.9166667
04172654,11,2019,980071,2,,3,1508.9166667
04172654,11,2019,980071,2,,4,1508.9166667
04172654,11,2019,980071,2,,5,1508.9166667
04172654,12,2019,800940,2,,1,286.9167
04172654,12,2019,800940,2,,2,286.9167
04172654,12,2019,800940,2,,3,286.9167
04172654,12,2019,800940,2,,4,286.9167
04172654,12,2019,800940,2,,5,286.9167
04172654,12,2019,900000,2,,1,3750
04172654,12,2019,900000,2,,2,3750
04172654,12,2019,900000,2,,3,3750
04172654,12,2019,900000,2,,4,3750
04172654,12,2019,900000,2,,5,3750
04172654,12,2019,900200,2,,1,1333.3333
04172654,12,2019,900200,2,,2,1333.3333
04172654,12,2019,900200,2,,3,1333.3333
04172654,12,2019,900200,2,,4,1333.3333
04172654,12,2019,900200,2,,5,1333.3333
04172654,12,2019,980000,2,,1,5083.3333
04172654,12,2019,980000,2,,2,5083.3333
04172654,12,2019,980000,2,,3,5083.3333
04172654,12,2019,980000,2,,4,5083.3333
04172654,12,2019,980000,2,,5,5083.3333
04172654,12,2019,980071,2,,1,1508.9166667
04172654,12,2019,980071,2,,2,1508.9166667
04172654,12,2019,980071,2,,3,1508.9166667
04172654,12,2019,980071,2,,4,1508.9166667
04172654,12,2019,980071,2,,5,1508.9166667
04172714,10,2019,900030,2,,1,2066.5833
04172714,10,2019,900030,2,,2,2066.5833
04172714,10,2019,900030,2,,3,2066.5833
04172714,10,2019,900030,2,,4,2066.5833
04172714,10,2019,900030,2,,5,2066.5833
04172714,10,2019,900170,2,,1,62.5
04172714,10,2019,900170,2,,2,62.5
04172714,10,2019,900170,2,,3,62.5
04172714,10,2019,900170,2,,4,62.5
04172714,10,2019,900170,2,,5,62.5
04172714,10,2019,980000,2,,1,2129.0833
04172714,10,2019,980000,2,,2,2129.0833
04172714,10,2019,980000,2,,3,2129.0833
04172714,10,2019,980000,2,,4,2129.0833
04172714,10,2019,980000,2,,5,2129.0833
04172714,10,2019,980071,2,,1,2129.0833333
04172714,10,2019,980071,2,,2,2129.0833333
04172714,10,2019,980071,2,,3,2129.0833333
04172714,10,2019,980071,2,,4,2129.0833333
04172714,10,2019,980071,2,,5,2129.0833333
04172714,11,2019,900030,2,,1,2066.5833
04172714,11,2019,900030,2,,2,2066.5833
04172714,11,2019,900030,2,,3,2066.5833
04172714,11,2019,900030,2,,4,2066.5833
04172714,11,2019,900030,2,,5,2066.5833
04172714,11,2019,900170,2,,1,62.5
04172714,11,2019,900170,2,,2,62.5
04172714,11,2019,900170,2,,3,62.5
04172714,11,2019,900170,2,,4,62.5
04172714,11,2019,900170,2,,5,62.5
04172714,11,2019,980000,2,,1,2129.0833
04172714,11,2019,980000,2,,2,2129.0833
04172714,11,2019,980000,2,,3,2129.0833
04172714,11,2019,980000,2,,4,2129.0833
04172714,11,2019,980000,2,,5,2129.0833
04172714,11,2019,980071,2,,1,2129.0833333
04172714,11,2019,980071,2,,2,2129.0833333
04172714,11,2019,980071,2,,3,2129.0833333
04172714,11,2019,980071,2,,4,2129.0833333
04172714,11,2019,980071,2,,5,2129.0833333
04172714,12,2019,900030,2,,1,2066.5833
04172714,12,2019,900030,2,,2,2066.5833
04172714,12,2019,900030,2,,3,2066.5833
04172714,12,2019,900030,2,,4,2066.5833
04172714,12,2019,900030,2,,5,2066.5833
04172714,12,2019,900170,2,,1,62.5
04172714,12,2019,900170,2,,2,62.5
04172714,12,2019,900170,2,,3,62.5
04172714,12,2019,900170,2,,4,62.5
04172714,12,2019,900170,2,,5,62.5
04172714,12,2019,980000,2,,1,2129.0833
04172714,12,2019,980000,2,,2,2129.0833
04172714,12,2019,980000,2,,3,2129.0833
04172714,12,2019,980000,2,,4,2129.0833
04172714,12,2019,980000,2,,5,2129.0833
04172714,12,2019,980071,2,,1,2129.0833333
04172714,12,2019,980071,2,,2,2129.0833333
04172714,12,2019,980071,2,,3,2129.0833333
04172714,12,2019,980071,2,,4,2129.0833333
04172714,12,2019,980071,2,,5,2129.0833333
04172724,10,2019,800940,2,,1,126.25
04172724,10,2019,800940,2,,2,341.0833
04172724,10,2019,800940,2,,3,406
04172724,10,2019,800940,2,,4,459.4167
04172724,10,2019,800940,2,,5,329.5833
04172724,10,2019,900000,2,,1,1650
04172724,10,2019,900000,2,,2,4458.1667
04172724,10,2019,900000,2,,3,5306.9167
04172724,10,2019,900000,2,,4,6005.75
04172724,10,2019,900000,2,,5,4307.4167
04172724,10,2019,980000,2,,1,1650
04172724,10,2019,980000,2,,2,4458.1667
04172724,10,2019,980000,2,,3,5306.9167
04172724,10,2019,980000,2,,4,6005.75
04172724,10,2019,980000,2,,5,4307.4167
04172724,10,2019,980071,2,,1,1272.5833333
04172724,10,2019,980071,2,,2,4080.75
04172724,10,2019,980071,2,,3,4929.5
04172724,10,2019,980071,2,,4,5628.3333333
04172724,10,2019,980071,2,,5,3930
04172724,11,2019,800940,2,,1,126.25
04172724,11,2019,800940,2,,2,341.0833
04172724,11,2019,800940,2,,3,406
04172724,11,2019,800940,2,,4,459.4167
04172724,11,2019,800940,2,,5,329.5833
04172724,11,2019,900000,2,,1,1650
04172724,11,2019,900000,2,,2,4458.1667
04172724,11,2019,900000,2,,3,5306.9167
04172724,11,2019,900000,2,,4,6005.75
04172724,11,2019,900000,2,,5,4307.4167
04172724,11,2019,980000,2,,1,1650
04172724,11,2019,980000,2,,2,4458.1667
04172724,11,2019,980000,2,,3,5306.9167
04172724,11,2019,980000,2,,4,6005.75
04172724,11,2019,980000,2,,5,4307.4167
04172724,11,2019,980071,2,,1,1272.5833333
04172724,11,2019,980071,2,,2,4080.75
04172724,11,2019,980071,2,,3,4929.5
04172724,11,2019,980071,2,,4,5628.3333333
04172724,11,2019,980071,2,,5,3930
04172724,12,2019,800940,2,,1,126.25
04172724,12,2019,800940,2,,2,341.0833
04172724,12,2019,800940,2,,3,406
04172724,12,2019,800940,2,,4,459.4167
04172724,12,2019,800940,2,,5,329.5833
04172724,12,2019,900000,2,,1,1650
04172724,12,2019,900000,2,,2,4458.1667
04172724,12,2019,900000,2,,3,5306.9167
04172724,12,2019,900000,2,,4,6005.75
04172724,12,2019,900000,2,,5,4307.4167
04172724,12,2019,980000,2,,1,1650
04172724,12,2019,980000,2,,2,4458.1667
04172724,12,2019,980000,2,,3,5306.9167
04172724,12,2019,980000,2,,4,6005.75
04172724,12,2019,980000,2,,5,4307.4167
04172724,12,2019,980071,2,,1,1272.5833333
04172724,12,2019,980071,2,,2,4080.75
04172724,12,2019,980071,2,,3,4929.5
04172724,12,2019,980071,2,,4,5628.3333333
04172724,12,2019,980071,2,,5,3930
04172734,10,2019,800940,2,,1,510
04172734,10,2019,800940,2,,2,510
04172734,10,2019,800940,2,,3,510
04172734,10,2019,800940,2,,4,510
04172734,10,2019,800940,2,,5,510
04172734,10,2019,900000,2,,1,6666.6667
04172734,10,2019,900000,2,,2,6666.6667
04172734,10,2019,900000,2,,3,6666.6667
04172734,10,2019,900000,2,,4,6666.6667
04172734,10,2019,900000,2,,5,6666.6667
04172734,10,2019,900180,2,,1,8.1667
04172734,10,2019,900180,2,,2,10
04172734,10,2019,900180,2,,3,1.0833
04172734,10,2019,900180,2,,4,21.75
04172734,10,2019,900180,2,,5,9.9167
04172734,10,2019,980000,2,,1,6674.8333
04172734,10,2019,980000,2,,2,6676.6667
04172734,10,2019,980000,2,,3,6667.75
04172734,10,2019,980000,2,,4,6688.4167
04172734,10,2019,980000,2,,5,6676.5833
04172734,10,2019,980071,2,,1,6534.3333333
04172734,10,2019,980071,2,,2,6536.1666667
04172734,10,2019,980071,2,,3,6527.25
04172734,10,2019,980071,2,,4,6547.9166667
04172734,10,2019,980071,2,,5,6536.0833333
04172734,11,2019,800940,2,,1,510
04172734,11,2019,800940,2,,2,510
04172734,11,2019,800940,2,,3,510
04172734,11,2019,800940,2,,4,510
04172734,11,2019,800940,2,,5,510
04172734,11,2019,900000,2,,1,6666.6667
04172734,11,2019,900000,2,,2,6666.6667
04172734,11,2019,900000,2,,3,6666.6667
04172734,11,2019,900000,2,,4,6666.6667
04172734,11,2019,900000,2,,5,6666.6667
04172734,11,2019,900180,2,,1,8.1667
04172734,11,2019,900180,2,,2,10
04172734,11,2019,900180,2,,3,1.0833
04172734,11,2019,900180,2,,4,21.75
04172734,11,2019,900180,2,,5,9.9167
04172734,11,2019,980000,2,,1,6674.8333
04172734,11,2019,980000,2,,2,6676.6667
04172734,11,2019,980000,2,,3,6667.75
04172734,11,2019,980000,2,,4,6688.4167
04172734,11,2019,980000,2,,5,6676.5833
04172734,11,2019,980071,2,,1,6534.3333333
04172734,11,2019,980071,2,,2,6536.1666667
04172734,11,2019,980071,2,,3,6527.25
04172734,11,2019,980071,2,,4,6547.9166667
04172734,11,2019,980071,2,,5,6536.0833333
04172734,12,2019,800940,2,,1,510
04172734,12,2019,800940,2,,2,510
04172734,12,2019,800940,2,,3,510
04172734,12,2019,800940,2,,4,510
04172734,12,2019,800940,2,,5,510
04172734,12,2019,900000,2,,1,6666.6667
04172734,12,2019,900000,2,,2,6666.6667
04172734,12,2019,900000,2,,3,6666.6667
04172734,12,2019,900000,2,,4,6666.6667
04172734,12,2019,900000,2,,5,6666.6667
04172734,12,2019,900180,2,,1,8.1667
04172734,12,2019,900180,2,,2,10
04172734,12,2019,900180,2,,3,1.0833
04172734,12,2019,900180,2,,4,21.75
04172734,12,2019,900180,2,,5,9.9167
04172734,12,2019,980000,2,,1,6674.8333
04172734,12,2019,980000,2,,2,6676.6667
04172734,12,2019,980000,2,,3,6667.75
04172734,12,2019,980000,2,,4,6688.4167
04172734,12,2019,980000,2,,5,6676.5833
04172734,12,2019,980071,2,,1,6534.3333333
04172734,12,2019,980071,2,,2,6536.1666667
04172734,12,2019,980071,2,,3,6527.25
04172734,12,2019,980071,2,,4,6547.9166667
04172734,12,2019,980071,2,,5,6536.0833333
04172754,10,2019,800940,2,,1,255
04172754,10,2019,800940,2,,2,255
04172754,10,2019,800940,2,,3,255
04172754,10,2019,800940,2,,4,255
04172754,10,2019,800940,2,,5,255
04172754,10,2019,900000,2,,1,3333.3333
04172754,10,2019,900000,2,,2,3333.3333
04172754,10,2019,900000,2,,3,3333.3333
04172754,10,2019,900000,2,,4,3333.3333
04172754,10,2019,900000,2,,5,3333.3333
04172754,10,2019,980000,2,,1,3333.3333
04172754,10,2019,980000,2,,2,3333.3333
04172754,10,2019,980000,2,,3,3333.3333
04172754,10,2019,980000,2,,4,3333.3333
04172754,10,2019,980000,2,,5,3333.3333
04172754,10,2019,980071,2,,1,3069.1666667
04172754,10,2019,980071,2,,2,3069.1666667
04172754,10,2019,980071,2,,3,3069.1666667
04172754,10,2019,980071,2,,4,3069.1666667
04172754,10,2019,980071,2,,5,3069.1666667
04172754,11,2019,800940,2,,1,255
04172754,11,2019,800940,2,,2,255
04172754,11,2019,800940,2,,3,255
04172754,11,2019,800940,2,,4,255
04172754,11,2019,800940,2,,5,255
04172754,11,2019,900000,2,,1,3333.3333
04172754,11,2019,900000,2,,2,3333.3333
