measure,rho,eta_sd_log_points,eta_sd_percent
benchmark,0.050256055258203126,0.26897075635245443,26.897075635245443
excluding_food,0.05197872571257179,0.28345636768622534,28.345636768622533
excluding_food_property_taxes,0.028289933212306304,0.3217093121565258,32.17093121565258
