QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,TELBSNZ,TELBSNZ_,TELRESD,TELRESD_,TELCELL,TELCELL_,TINTNET,TINTNET_,TCABLE,TCABLE_,BILPERD,BILPERD_,QADINE1X,QADI_E1X,QADINE2X,QADI_E2X,QADINE3X,QADI_E3X,QADCAB1X,QADC_B1X,QADCAB2X,QADC_B2X,QADCAB3X,QADC_B3X,TELRES1X,TELR_S1X,TELRES2X,TELR_S2X,TELRES3X,TELR_S3X,TELCEL1X,TELC_L1X,TELCEL2X,TELC_L2X,TELCEL3X,TELC_L3X,TELBLPRS,TELB_PRS,TPHONE,TPHONE_
20191,03902124,7,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,100,D,100,D,100,D,,A,,A,,A,,A,1,D
20191,03902144,31,0,1,,A,1,D,,A,1,D,1,D,,A,41,E,42,E,42,E,77,E,76,E,76,E,35,E,35,E,35,E,,A,,A,,A,1,D,1,D
20191,03902164,23,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,1,D
20191,03902164,24,0,1,,A,,A,,A,1,D,1,D,,A,74,E,73,E,73,E,136,E,137,E,137,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20191,03902254,22,0,1,,A,,A,2,D,1,D,1,D,,A,50,D,50,D,50,D,200,D,200,D,50,D,,A,,A,,A,50,D,150,D,300,D,1,D,1,D
20191,03902264,9,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,45,D,45,D,45,D,,A,1,D
20191,03902294,8,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,59,D,59,D,59,D,,A,,A,,A,,A,1,D
20191,03902304,25,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,22,D,22,D,22,D,,A,1,D
20191,03902304,26,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,42,D,42,D,42,D,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03902314,20,0,1,,A,,A,2,D,1,D,2,D,,A,22,E,22,E,23,E,,A,,A,,A,,A,,A,,A,24,E,24,E,23,E,2,D,1,D
20191,03902314,21,0,1,,A,,A,,A,1,D,2,D,,A,55,D,55,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03902314,22,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,112,D,112,D,112,D,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03902324,20,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,31,D,31,D,31,D,,A,,A,,A,,A,1,D
20191,03902324,21,0,1,,A,,A,,A,1,D,1,D,,A,48,E,47,E,47,E,82,E,83,E,83,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20191,03902334,11,0,1,,A,,A,2,D,2,D,2,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,40,D,,A,,A,1,D
20191,03902334,12,0,1,,A,,A,2,D,2,D,2,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,1,D
20191,03902334,13,0,1,,A,,A,,A,1,D,1,D,,A,41,E,41,E,40,E,69,E,69,E,70,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20191,03902344,28,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,86,D,86,D,86,D,,A,1,D
20191,03902344,29,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,64,D,64,D,64,D,,A,1,D
20191,03902344,30,0,1,,A,,A,,A,1,D,2,D,,A,40,D,40,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03902354,25,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,132,D,132,D,132,D,,A,1,D
20191,03902374,16,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,1,D
20191,03902384,62,0,1,,A,,A,,A,1,D,2,D,,A,155,D,155,D,155,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03902384,63,0,1,,A,,A,,A,1,D,2,D,,A,56,D,56,D,56,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03902424,9,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,123,D,123,D,123,D,,A,,A,,A,,A,1,D
20191,03902464,31,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,71,D,71,D,71,D,,A,1,D
20191,03902464,32,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,175,D,175,D,175,D,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03902464,33,0,1,,A,,A,,A,1,D,2,D,,A,50,D,50,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03902484,36,0,1,,A,1,D,,A,1,D,1,D,,A,70,E,72,E,74,E,94,E,94,E,91,E,36,E,34,E,35,E,,A,,A,,A,2,D,1,D
20191,03902484,37,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,100,D,100,D,,A,1,D
20191,03902534,15,0,1,,A,1,D,,A,1,D,1,D,,A,59,E,60,E,58,E,54,E,55,E,54,E,37,E,35,E,38,E,,A,,A,,A,2,D,1,D
20191,03902534,16,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,90,D,90,D,90,D,,A,1,D
20191,03902544,31,0,1,,A,1,D,,A,2,D,1,D,,A,,A,,A,,A,74,E,77,E,75,E,51,E,48,E,50,E,,A,,A,,A,2,D,1,D
20191,03902544,32,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,30,D,30,D,,A,1,D
20191,03902564,19,0,1,,A,,A,,A,1,D,1,D,,A,50,E,50,E,51,E,77,E,77,E,76,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20191,03902564,20,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,350,D,350,D,350,D,,A,1,D
20191,03902574,11,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,40,D,40,D,,A,1,D
20191,03902574,12,0,1,,A,,A,,A,1,D,2,D,,A,60,D,60,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03902584,11,0,1,,A,,A,,A,1,D,2,D,,A,200,D,200,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03902584,12,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,100,D,100,D,100,D,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03902594,10,0,1,,A,1,D,2,D,2,D,1,D,,A,,A,,A,,A,36,E,38,E,38,E,22,E,20,E,20,E,52,E,52,E,52,E,2,D,1,D
20191,03902664,32,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,85,D,100,D,100,D,,A,1,D
20191,03902704,28,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,138,D,138,D,138,D,,A,1,D
20191,03902704,29,0,1,,A,,A,,A,1,D,1,D,,A,59,E,58,E,58,E,86,E,87,E,87,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20191,03902754,22,0,1,,A,,A,,A,1,D,2,D,,A,35,D,35,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03902764,46,0,1,,A,,A,,A,1,D,2,D,,A,75,D,75,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03902764,47,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,15,D,15,D,15,D,,A,1,D
20191,03902774,24,0,1,,A,,A,2,D,1,D,2,D,,A,37,E,37,E,37,E,,A,,A,,A,,A,,A,,A,38,E,38,E,38,E,2,D,1,D
20191,03902814,27,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,52,D,52,D,52,D,,A,,A,,A,,A,1,D
20191,03902814,28,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,48,D,48,D,48,D,,A,,A,,A,,A,1,D
20191,03902814,29,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,85,D,85,D,85,D,,A,1,D
20191,03902814,30,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,210,D,210,D,210,D,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03902844,22,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,185,D,185,D,185,D,,A,1,D
20191,03902904,13,0,1,,A,,A,2,D,1,D,2,D,,A,28,E,27,E,28,E,,A,,A,,A,,A,,A,,A,25,E,23,E,22,E,2,D,1,D
20191,03902944,25,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,35,D,35,D,35,D,,A,,A,,A,,A,1,D
20191,03902944,26,0,1,,A,,A,,A,1,D,2,D,,A,50,D,50,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03903034,13,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,52,D,38,D,41,D,,A,1,D
20191,03903034,14,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,187,D,187,D,187,D,,A,1,D
20191,03903034,15,0,1,,A,,A,,A,1,D,2,D,,A,61,D,61,D,63,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03903044,5,0,1,,A,,A,2,D,1,D,1,D,,A,51,E,57,E,59,E,101,E,96,E,96,E,,A,,A,,A,48,E,47,E,45,E,2,D,1,D
20191,03903044,6,0,1,,A,,A,2,D,1,D,2,D,,A,25,E,28,E,28,E,,A,,A,,A,,A,,A,,A,25,E,22,E,22,E,2,D,1,D
20191,03903114,67,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,250,D,250,D,250,D,,A,1,D
20191,03903114,68,0,1,,A,,A,,A,1,D,2,D,,A,48,D,48,D,47,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03903154,21,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,65,D,65,D,65,D,,A,1,D
20191,03903164,39,0,1,,A,1,D,,A,1,D,1,D,,A,46,E,46,E,47,E,69,E,69,E,67,E,23,E,23,E,24,E,,A,,A,,A,2,D,1,D
20191,03903164,40,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,100,D,100,D,,A,1,D
20191,03903184,30,0,1,,A,1,D,,A,1,D,1,D,,A,68,E,69,E,69,E,107,E,107,E,107,E,40,E,39,E,39,E,,A,,A,,A,2,D,1,D
20191,03903194,28,0,1,,A,,A,,A,1,D,1,D,,A,38,E,37,E,38,E,62,E,63,E,62,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20191,03903194,29,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,170,D,170,D,170,D,,A,1,D
20191,03903204,29,0,1,,A,,A,2,D,2,D,1,D,,A,,A,,A,,A,67,E,69,E,69,E,,A,,A,,A,67,E,65,E,65,E,2,D,1,D
20191,03903264,15,0,1,,A,,A,,A,1,D,2,D,,A,51,D,51,D,51,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03903294,43,0,1,,A,1,D,,A,1,D,1,D,,A,61,E,59,E,61,E,99,E,101,E,99,E,57,E,57,E,57,E,,A,,A,,A,2,D,1,D
20191,03903294,44,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,83,D,83,D,83,D,,A,1,D
20191,03903334,43,0,1,,A,1,D,,A,1,D,2,D,,A,55,E,56,E,55,E,,A,,A,,A,37,E,36,E,37,E,,A,,A,,A,2,D,1,D
20191,03903334,44,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,80,D,80,D,80,D,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03903334,45,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,160,D,160,D,160,D,,A,1,D
20191,03903334,46,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,84,D,84,D,84,D,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03903404,60,0,1,,A,1,D,,A,1,D,1,D,,A,61,E,61,E,61,E,113,E,113,E,113,E,52,E,52,E,52,E,,A,,A,,A,2,D,1,D
20191,03903404,61,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,45,D,45,D,45,D,,A,1,D
20191,03903424,35,0,1,,A,,A,,A,1,D,1,D,,A,41,E,41,E,41,E,77,E,77,E,77,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20191,03903424,36,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,181,D,181,D,181,D,,A,1,D
20191,03903474,23,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,105,D,105,D,105,D,,A,1,D
20191,03903484,4,0,1,,A,,A,2,D,1,D,1,D,,A,84,G,94,G,97,G,154,G,150,G,155,G,,A,,A,,A,147,G,141,G,148,G,2,D,1,D
20191,03903504,22,0,1,,A,,A,2,D,1,D,2,D,,A,20,E,19,E,19,E,,A,,A,,A,,A,,A,,A,20,E,21,E,21,E,2,D,1,D
20191,03903544,11,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,1,D
20191,03903544,12,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,1,D
20191,03903554,11,0,1,,A,1,D,,A,1,D,1,D,,A,50,E,53,E,53,E,72,E,71,E,71,E,40,E,38,E,38,E,,A,,A,,A,2,D,1,D
20191,03903564,39,0,1,,A,1,D,,A,1,D,2,D,,A,68,E,70,E,69,E,,A,,A,,A,43,E,41,E,42,E,,A,,A,,A,2,D,1,D
20191,03903564,40,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,82,D,82,D,82,D,,A,1,D
20191,03903564,41,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,15,D,15,D,15,D,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03903584,21,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,60,D,60,D,,A,1,D
20191,03903604,23,0,1,,A,1,D,,A,1,D,1,D,,A,23,E,27,E,27,E,49,E,45,E,47,E,28,E,28,E,26,E,,A,,A,,A,2,D,1,D
20191,03903604,24,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,45,D,45,D,45,D,,A,1,D
20191,03903614,15,0,1,,A,1,D,,A,2,D,1,D,,A,,A,,A,,A,61,E,62,E,61,E,39,E,38,E,39,E,,A,,A,,A,2,D,1,D
20191,03903634,55,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,342,D,342,D,342,D,,A,1,D
20191,03903634,56,0,1,,A,,A,,A,1,D,2,D,,A,95,D,95,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03903644,30,0,1,,A,,A,,A,1,D,1,D,,A,48,E,47,E,47,E,87,E,88,E,88,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20191,03903654,34,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,110,D,110,D,110,D,,A,1,D
20191,03903654,35,0,1,,A,,A,,A,1,D,1,D,,A,35,E,35,E,35,E,50,E,50,E,50,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20191,03903664,16,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,300,D,300,D,,A,1,D
20191,03903664,17,0,1,,A,,A,,A,1,D,1,D,,A,35,E,35,E,35,E,55,E,55,E,55,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20191,03903694,20,0,1,,A,,A,,A,1,D,2,D,,A,40,D,40,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03903694,21,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,D,75,D,75,D,,A,1,D
20191,03903694,22,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,30,D,30,D,,A,1,D
20191,03903704,27,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,74,D,74,D,74,D,,A,1,D
20191,03903704,28,0,1,,A,,A,,A,1,D,2,D,,A,93,D,93,D,93,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03903714,8,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,105,D,105,D,105,D,,A,1,D
20191,03903734,7,0,1,,A,1,D,,A,1,D,1,D,,A,77,E,81,E,81,E,110,E,110,E,110,E,63,E,59,E,59,E,,A,,A,,A,2,D,1,D
20191,03903734,8,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,150,D,150,D,,A,1,D
20191,03903744,47,0,1,,A,1,D,,A,1,D,1,D,,A,82,E,82,E,83,E,108,E,108,E,106,E,40,E,40,E,41,E,,A,,A,,A,2,D,1,D
20191,03903744,48,0,1,,A,,A,2,D,1,D,2,D,,A,56,E,55,E,55,E,,A,,A,,A,,A,,A,,A,139,E,140,E,140,E,2,D,1,D
20191,03903754,10,0,1,,A,,A,,A,1,D,2,D,1,D,0,D,120,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03903754,11,0,1,,A,,A,,A,1,D,1,D,1,D,0,D,34,E,34,E,0,D,56,E,56,E,,A,,A,,A,,A,,A,,A,1,D,2,D
20191,03903764,27,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,40,D,40,D,,A,1,D
20191,03903764,28,0,1,,A,,A,2,D,1,D,1,D,,A,34,E,34,E,34,E,59,E,59,E,58,E,,A,,A,,A,57,E,57,E,58,E,2,D,1,D
20191,03903774,10,0,1,,A,,A,,A,1,D,1,D,,A,57,E,56,E,56,E,83,E,84,E,84,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20191,03903774,11,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,120,D,120,D,,A,1,D
20191,03903774,12,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,140,D,140,D,140,D,,A,1,D
20191,03903784,5,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,45,D,45,D,45,D,,A,1,D
20191,03903784,6,0,1,,A,1,D,,A,1,D,1,D,,A,33,E,34,E,34,E,46,E,46,E,46,E,26,E,25,E,25,E,,A,,A,,A,2,D,1,D
20191,03903814,18,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,100,D,100,D,100,D,,A,,A,,A,,A,1,D
20191,03903814,19,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,80,D,80,D,80,D,,A,,A,,A,,A,1,D
20191,03903814,20,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,140,D,140,D,140,D,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03903854,16,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,110,D,110,D,110,D,,A,1,D
20191,03903854,17,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,70,D,70,D,70,D,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03903864,36,0,1,,A,1,D,,A,1,D,1,D,,A,93,E,96,E,94,E,87,E,89,E,89,E,60,E,55,E,57,E,,A,,A,,A,2,D,1,D
20191,03903864,37,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,121,D,121,D,121,D,,A,1,D
20191,03903904,42,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,120,D,120,D,,A,1,D
20191,03903904,43,0,1,,A,,A,,A,1,D,1,D,,A,38,E,39,E,38,E,62,E,61,E,62,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20191,03903914,18,0,1,,A,,A,,A,1,D,1,D,,A,51,E,52,E,53,E,69,E,68,E,67,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20191,03903914,19,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,350,D,350,D,350,D,,A,1,D
20191,03903924,69,0,1,,A,1,D,,A,1,D,2,D,,A,41,E,41,E,40,E,,A,,A,,A,34,E,34,E,35,E,,A,,A,,A,2,D,1,D
20191,03903924,70,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,150,D,150,D,150,D,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03903924,71,0,1,0.25,D,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,180,D,180,D,180,D,,A,1,D
20191,03903964,29,0,1,,A,,A,2,D,1,D,2,D,,A,20,E,20,E,20,E,,A,,A,,A,,A,,A,,A,50,E,50,E,50,E,2,D,1,D
20191,03903964,30,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,D,70,D,70,D,,A,1,D
20191,03903994,27,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,108,D,108,D,108,D,,A,1,D
20191,03903994,28,0,1,,A,,A,,A,1,D,2,D,,A,45,D,45,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03904084,14,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,33,D,33,D,33,D,,A,,A,,A,,A,1,D
20191,03904084,15,0,1,,A,,A,,A,1,D,1,D,,A,71,E,73,E,73,E,112,E,110,E,110,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20191,03904084,16,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,183,D,33,D,183,D,,A,1,D
20191,03904104,4,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,38,D,38,D,38,D,,A,1,D
20191,03904124,4,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,25,D,25,D,25,D,,A,1,D
20191,03904164,38,0,1,,A,1,D,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,77,E,77,E,77,E,132,E,132,E,132,E,,A,1,D
20191,03904164,39,0,1,,A,,A,,A,1,D,1,D,,A,46,E,47,E,46,E,84,E,83,E,84,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20191,03904254,27,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,553,T,566,T,582,T,,A,1,D
20191,03904254,28,0,1,,A,,A,,A,1,D,2,D,,A,60,D,60,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03904274,5,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,20,D,20,D,,A,1,D
20191,03904274,6,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,100,D,100,D,100,D,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03904314,18,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,105,D,105,D,105,D,,A,1,D
20191,03904314,19,0,1,,A,,A,,A,1,D,2,D,,A,40,D,40,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03904354,7,0,1,,A,,A,2,D,1,D,1,D,,A,25,E,25,E,25,E,36,E,36,E,36,E,,A,,A,,A,39,E,39,E,39,E,2,D,1,D
20191,03904374,9,0,1,,A,,A,2,D,1,D,1,D,,A,52,E,53,E,53,E,75,E,74,E,72,E,,A,,A,,A,53,E,53,E,55,E,1,D,1,D
20191,03904444,28,0,1,,A,1,D,,A,1,D,2,D,,A,35,E,36,E,36,E,,A,,A,,A,35,E,34,E,34,E,,A,,A,,A,2,D,1,D
20191,03904444,29,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,220,D,220,D,220,D,,A,1,D
20191,03904444,30,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,110,D,110,D,110,D,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03904464,43,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,115,D,115,D,115,D,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03904464,44,0,1,,A,1,D,,A,1,D,2,D,,A,62,E,62,E,62,E,,A,,A,,A,31,E,31,E,31,E,,A,,A,,A,2,D,1,D
20191,03904464,45,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,35,D,35,D,35,D,,A,1,D
20191,03904464,46,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,39,D,39,D,39,D,,A,1,D
20191,03904474,35,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,205,D,205,D,205,D,,A,1,D
20191,03904474,36,0,1,,A,,A,,A,1,D,1,D,,A,74,E,73,E,74,E,114,E,115,E,114,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20191,03904484,11,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,93,D,93,D,93,D,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03904594,28,0,1,,A,,A,2,D,1,D,2,D,,A,21,E,21,E,20,E,,A,,A,,A,,A,,A,,A,34,E,34,E,35,E,2,D,1,D
20191,03904624,21,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,120,D,120,D,,A,1,D
20191,03904634,26,0,1,,A,1,D,,A,1,D,2,D,,A,32,E,36,E,35,E,,A,,A,,A,38,E,34,E,35,E,,A,,A,,A,2,D,1,D
20191,03904634,27,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,10,D,10,D,10,D,,A,1,D
20191,03904634,28,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,120,D,120,D,120,D,,A,,A,,A,,A,,A,,A,,A,2,D
