QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,CLOTHYA,CLOTHYA_,CLOTHMOA,CLOT_MOA,CLOTHXA,CLOTHXA_,CLOGFTA,CLOGFTA_,CLOTHA1,CLOTHA1_,CLOTHA2,CLOTHA2_,CLOTHA3,CLOTHA3_,CLOTHA4,CLOTHA4_,CLOTHA5,CLOTHA5_,CLOTHA6,CLOTHA6_,CLOTHA7,CLOTHA7_,CLOTHA8,CLOTHA8_,CLOTHA9,CLAPURCH,AGESEX1,CLOTHA9_,AGESEX1_,AGESEX2,AGESEX2_,AGESEX3,AGESEX3_,AGESEX4,AGESEX4_,AGESEX5,AGESEX5_,AGESEX6,AGESEX6_
20191,03891134,2,0,1,900,D,11,D,,H,2,D,280,D,150,D,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891134,2,1,1,280,D,11,D,167,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891134,2,2,1,150,D,11,D,83,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891134,3,0,1,270,D,12,D,,H,2,D,210,D,200,D,145,D,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891134,3,1,1,210,D,12,D,79,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891134,3,2,1,200,D,12,D,23,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891134,3,3,1,145,D,12,D,148,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891134,4,0,1,275,D,11,D,,H,2,D,150,D,145,D,,A,,A,,A,,A,,A,,A,,2,2,A,D,,A,,A,,A,,A,,A
20191,03891134,4,1,1,150,D,11,D,221,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891134,4,2,1,145,D,11,D,29,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891134,5,0,1,900,D,12,D,,H,2,D,280,D,150,D,,A,,A,,A,,A,,A,,A,,2,2,A,D,,A,,A,,A,,A,,A
20191,03891134,5,1,1,280,D,12,D,29,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891134,5,2,1,150,D,12,D,221,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891134,6,0,1,275,D,11,D,,H,2,D,145,D,150,D,,A,,A,,A,,A,,A,,A,,2,3,A,D,,A,,A,,A,,A,,A
20191,03891134,6,1,1,145,D,11,D,89,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,3,A,D,,A,,A,,A,,A,,A
20191,03891134,6,2,1,150,D,11,D,111,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,3,A,D,,A,,A,,A,,A,,A
20191,03891134,7,0,1,900,D,12,D,,H,2,D,280,D,145,D,100,D,,A,,A,,A,,A,,A,,2,3,A,D,,A,,A,,A,,A,,A
20191,03891134,7,1,1,145,D,12,D,48,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,3,A,D,,A,,A,,A,,A,,A
20191,03891134,7,2,1,100,D,12,D,202,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,3,A,D,,A,,A,,A,,A,,A
20191,03891134,8,0,1,270,D,11,D,,H,2,D,145,D,100,D,,A,,A,,A,,A,,A,,A,,2,4,A,D,,A,,A,,A,,A,,A
20191,03891134,8,1,1,145,D,11,D,200,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,4,A,D,,A,,A,,A,,A,,A
20191,03891134,9,0,1,900,D,12,D,,H,2,D,280,D,150,D,,A,,A,,A,,A,,A,,A,,2,4,A,D,,A,,A,,A,,A,,A
20191,03891134,9,1,1,280,D,12,D,89,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,4,A,D,,A,,A,,A,,A,,A
20191,03891134,9,2,1,150,D,12,D,111,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,4,A,D,,A,,A,,A,,A,,A
20191,03891134,10,0,1,370,D,12,D,300,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,A,,A,,A,,A,,A,,A
20191,03891154,1,0,1,150,D,12,D,26,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,4,A,D,,A,,A,,A,,A,,A
20191,03891154,2,0,1,100,D,12,D,25,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,4,A,D,,A,,A,,A,,A,,A
20191,03891154,3,0,1,280,D,12,D,95,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891154,4,0,1,280,D,12,D,85,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891154,5,0,1,310,D,13,D,40,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,5,A,D,,A,,A,,A,,A,,A
20191,03891154,6,0,1,310,D,13,D,40,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,3,A,D,,A,,A,,A,,A,,A
20191,03891174,1,0,1,145,D,11,D,,H,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,1,A,D,2,D,,A,,A,,A,,A
20191,03891174,1,100,1,145,D,11,D,107,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891174,1,200,1,145,D,11,D,106,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891224,3,0,1,270,D,12,D,,H,2,D,100,D,150,D,170,D,200,D,220,D,145,D,,A,,A,,,1,A,D,2,D,4,D,,A,,A,,A
20191,03891224,3,101,1,100,D,12,D,65,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891224,3,102,1,150,D,12,D,69,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891224,3,103,1,200,D,12,D,8,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891224,3,104,1,145,D,12,D,54,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891224,3,201,1,100,D,12,D,44,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891224,3,202,1,150,D,12,D,29,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891224,3,203,1,170,D,12,D,44,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891224,3,204,1,200,D,12,D,19,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891224,3,205,1,220,D,12,D,15,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891224,3,206,1,145,D,12,D,46,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891224,3,401,1,100,D,12,D,17,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,4,A,D,,A,,A,,A,,A,,A
20191,03891224,3,402,1,150,D,12,D,41,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,4,A,D,,A,,A,,A,,A,,A
20191,03891224,3,403,1,170,D,12,D,30,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,4,A,D,,A,,A,,A,,A,,A
20191,03891224,3,404,1,200,D,12,D,17,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,4,A,D,,A,,A,,A,,A,,A
20191,03891224,3,405,1,220,D,12,D,13,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,4,A,D,,A,,A,,A,,A,,A
20191,03891224,3,406,1,145,D,12,D,36,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,4,A,D,,A,,A,,A,,A,,A
20191,03891244,3,0,1,900,D,12,D,,H,1,D,100,D,150,D,280,D,200,D,210,D,145,D,,A,,A,,,4,A,D,,A,,A,,A,,A,,A
20191,03891244,3,1,1,100,D,12,D,57,E,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,4,A,D,,A,,A,,A,,A,,A
20191,03891244,3,2,1,150,D,12,D,83,E,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,4,A,D,,A,,A,,A,,A,,A
20191,03891244,3,3,1,280,D,12,D,56,E,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,4,A,D,,A,,A,,A,,A,,A
20191,03891244,3,4,1,200,D,12,D,21,E,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,4,A,D,,A,,A,,A,,A,,A
20191,03891244,3,5,1,145,D,12,D,83,E,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,4,A,D,,A,,A,,A,,A,,A
20191,03891244,4,0,2,200,D,10,D,20,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,4,A,D,,A,,A,,A,,A,,A
20191,03891284,4,0,1,275,D,12,D,,H,2,D,150,D,145,D,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891284,4,1,1,150,D,12,D,226,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891284,4,2,1,145,D,12,D,174,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891284,5,0,1,240,D,12,D,40,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891284,6,0,2,275,D,10,D,,H,2,D,150,D,145,D,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891284,6,1,2,150,D,10,D,255,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891284,6,2,2,145,D,10,D,195,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891354,1,0,1,310,D,13,D,150,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,5,A,D,,A,,A,,A,,A,,A
20191,03891404,3,0,1,150,D,11,D,80,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891464,1,0,1,145,D,11,D,32,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,1,A,D,,A,,A,,A,,A,,A
20191,03891464,2,0,1,210,D,11,D,13,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891464,3,0,2,150,D,10,D,50,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891494,1,0,1,280,D,12,D,,H,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,3,A,D,4,D,,A,,A,,A,,A
20191,03891494,1,300,1,280,D,12,D,49,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,3,A,D,,A,,A,,A,,A,,A
20191,03891494,1,400,1,280,D,12,D,58,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,4,A,D,,A,,A,,A,,A,,A
20191,03891494,2,0,1,310,D,13,D,70,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,5,A,D,,A,,A,,A,,A,,A
20191,03891504,1,0,1,145,D,11,D,200,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891504,2,0,1,145,D,11,D,100,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,4,A,D,,A,,A,,A,,A,,A
20191,03891504,3,0,1,150,D,12,D,150,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891504,4,0,1,150,D,12,D,100,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,4,A,D,,A,,A,,A,,A,,A
20191,03891504,5,0,1,230,D,11,D,25,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891504,6,0,1,370,D,12,D,45,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,A,,A,,A,,A,,A,,A
20191,03891534,3,0,1,145,D,12,D,318,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,1,A,D,,A,,A,,A,,A,,A
20191,03891534,4,0,1,280,D,12,D,134,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,3,A,D,,A,,A,,A,,A,,A
20191,03891604,1,0,1,900,D,12,D,,H,2,D,900,D,145,D,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891604,1,1,1,145,D,12,D,61,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891604,1,2,1,150,D,12,D,88,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891604,1,3,1,210,D,12,D,5,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891604,1,4,1,280,D,12,D,60,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891604,2,0,1,900,D,12,D,,H,2,D,900,D,145,D,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891604,2,1,1,145,D,12,D,55,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891604,2,2,1,150,D,12,D,81,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891604,2,3,1,240,D,12,D,24,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891604,2,4,1,280,D,12,D,54,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891604,3,0,1,900,D,12,D,,H,2,D,900,D,145,D,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891604,3,1,1,100,D,12,D,59,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891604,3,2,1,145,D,12,D,39,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891604,3,3,1,150,D,12,D,23,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891604,3,4,1,200,D,12,D,21,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891604,3,5,1,210,D,12,D,6,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891604,3,6,1,220,D,12,D,15,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891604,3,7,1,280,D,12,D,51,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891604,4,0,1,380,D,12,D,1839,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,A,,A,,A,,A,,A,,A
20191,03891644,2,0,1,100,D,12,D,21,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891644,3,0,1,210,D,12,D,13,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891644,4,0,1,220,D,11,D,18,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,4,A,D,,A,,A,,A,,A,,A
20191,03891644,5,0,1,280,D,12,D,27,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891644,6,0,2,150,D,10,D,11,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891654,1,0,1,145,D,11,D,120,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891654,2,0,1,275,D,11,D,,H,2,D,150,D,145,D,,A,,A,,A,,A,,A,,A,,,3,A,D,,A,,A,,A,,A,,A
20191,03891654,2,1,1,150,D,11,D,41,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,3,A,D,,A,,A,,A,,A,,A
20191,03891654,2,2,1,145,D,11,D,59,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,3,A,D,,A,,A,,A,,A,,A
20191,03891704,4,0,1,145,D,12,D,45,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891704,5,0,1,145,D,11,D,60,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,4,A,D,,A,,A,,A,,A,,A
20191,03891704,6,0,1,145,D,10,D,36,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,4,A,D,,A,,A,,A,,A,,A
20191,03891704,7,0,1,150,D,10,D,24,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,3,A,D,,A,,A,,A,,A,,A
20191,03891704,8,0,1,150,D,11,D,24,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,4,A,D,,A,,A,,A,,A,,A
20191,03891704,9,0,1,220,D,12,D,23,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,3,A,D,,A,,A,,A,,A,,A
20191,03891704,10,0,1,260,D,10,D,42,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,3,A,D,,A,,A,,A,,A,,A
20191,03891704,11,0,1,280,D,10,D,42,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,4,A,D,,A,,A,,A,,A,,A
20191,03891704,12,0,1,280,D,10,D,40,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,3,A,D,,A,,A,,A,,A,,A
20191,03891704,13,0,1,280,D,11,D,12,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,3,A,D,,A,,A,,A,,A,,A
20191,03891704,14,0,1,280,D,11,D,56,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,4,A,D,,A,,A,,A,,A,,A
20191,03891704,15,0,1,280,D,12,D,29,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891704,16,0,1,280,D,12,D,29,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891704,17,0,2,280,D,10,D,40,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,3,A,D,,A,,A,,A,,A,,A
20191,03891704,18,0,2,280,D,10,D,47,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,4,A,D,,A,,A,,A,,A,,A
20191,03891714,3,0,1,110,D,12,D,40,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891714,4,0,1,110,D,12,D,40,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891714,5,0,1,145,D,11,D,80,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891714,6,0,1,145,D,11,D,180,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891714,7,0,1,145,D,12,D,40,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891714,8,0,1,145,D,12,D,40,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891714,9,0,1,145,D,12,D,20,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891714,10,0,1,145,D,12,D,20,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891714,11,0,1,145,D,12,D,20,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891714,12,0,1,230,D,12,D,20,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891714,13,0,1,230,D,12,D,40,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891714,14,0,1,230,D,12,D,20,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891724,2,0,1,150,D,12,D,26,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891724,3,0,1,200,D,12,D,15,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891724,4,0,1,280,D,12,D,12,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,1,A,D,,A,,A,,A,,A,,A
20191,03891744,1,0,1,270,D,11,D,,H,2,D,145,D,150,D,210,D,100,D,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891744,1,1,1,145,D,11,D,78,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891744,1,2,1,150,D,11,D,54,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891744,1,3,1,100,D,11,D,141,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891754,1,0,1,220,D,11,D,35,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891754,2,0,1,170,D,11,D,10,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891774,2,0,1,145,D,12,D,150,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,2,A,D,,A,,A,,A,,A,,A
20191,03891774,3,0,1,220,D,12,D,50,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,1,A,D,,A,,A,,A,,A,,A
20191,03891774,4,0,1,380,D,12,D,30,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,A,,A,,A,,A,,A,,A
20191,03891844,1,0,1,145,D,12,D,24,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891844,2,0,1,100,D,12,D,60,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891844,3,0,1,220,D,11,D,25,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891844,4,0,1,145,D,11,D,30,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891844,5,0,1,280,D,11,D,90,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891844,6,0,1,280,D,12,D,60,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891844,7,0,1,380,D,12,D,12,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,1,,A,A,,A,,A,,A,,A,,A
20191,03891844,8,0,2,280,D,10,D,30,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891864,5,0,1,260,D,10,D,40,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891864,6,0,1,280,D,12,D,200,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891874,1,0,1,110,D,10,D,72,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891874,2,0,1,145,D,10,D,36,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891874,3,0,1,280,D,11,D,63,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
20191,03891944,3,0,1,150,D,12,D,45,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891944,4,0,1,150,D,12,D,55,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891944,5,0,1,200,D,12,D,40,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891944,6,0,1,280,D,12,D,95,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03891974,1,0,1,270,D,12,D,,H,2,D,145,D,150,D,220,D,100,D,,A,,A,,A,,A,,,2,A,F,,A,,A,,A,,A,,A
20191,03891974,1,1,1,145,D,12,D,44,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,F,,A,,A,,A,,A,,A
20191,03891974,1,2,1,150,D,12,D,59,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,F,,A,,A,,A,,A,,A
20191,03891974,1,3,1,220,D,12,D,59,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,F,,A,,A,,A,,A,,A
20191,03891974,1,4,1,100,D,12,D,38,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,F,,A,,A,,A,,A,,A
20191,03891974,2,0,1,370,D,10,D,89,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,A,,A,,A,,A,,A,,A
20191,03891974,3,0,2,260,D,10,D,16,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,3,A,D,,A,,A,,A,,A,,A
20191,03892024,2,0,1,145,D,11,D,50,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03892024,3,0,1,150,D,11,D,50,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,2,A,D,,A,,A,,A,,A,,A
20191,03892024,4,0,1,275,D,11,D,,H,2,D,150,D,145,D,,A,,A,,A,,A,,A,,A,,,3,A,D,,A,,A,,A,,A,,A
20191,03892024,4,1,1,150,D,11,D,63,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,3,A,D,,A,,A,,A,,A,,A
20191,03892024,4,2,1,145,D,11,D,37,E,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,3,A,D,,A,,A,,A,,A,,A
20191,03892024,5,0,1,280,D,11,D,150,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,1,A,D,,A,,A,,A,,A,,A
