NEWID,REFMO,REFYR,UCC,PUBFLAG,VALUE_,IMPNUM,VALUE
03692164,01,2018,800940,2,,1,820.5
03692164,01,2018,800940,2,,2,820.5
03692164,01,2018,800940,2,,3,820.5
03692164,01,2018,800940,2,,4,820.5
03692164,01,2018,800940,2,,5,820.5
03692164,02,2018,800940,2,,1,820.5
03692164,02,2018,800940,2,,2,820.5
03692164,02,2018,800940,2,,3,820.5
03692164,02,2018,800940,2,,4,820.5
03692164,02,2018,800940,2,,5,820.5
03692164,03,2018,800940,2,,1,820.5
03692164,03,2018,800940,2,,2,820.5
03692164,03,2018,800940,2,,3,820.5
03692164,03,2018,800940,2,,4,820.5
03692164,03,2018,800940,2,,5,820.5
03692164,01,2018,900000,2,,1,10833.3333
03692164,01,2018,900000,2,,2,10833.3333
03692164,01,2018,900000,2,,3,10833.3333
03692164,01,2018,900000,2,,4,10833.3333
03692164,01,2018,900000,2,,5,10833.3333
03692164,02,2018,900000,2,,1,10833.3333
03692164,02,2018,900000,2,,2,10833.3333
03692164,02,2018,900000,2,,3,10833.3333
03692164,02,2018,900000,2,,4,10833.3333
03692164,02,2018,900000,2,,5,10833.3333
03692164,03,2018,900000,2,,1,10833.3333
03692164,03,2018,900000,2,,2,10833.3333
03692164,03,2018,900000,2,,3,10833.3333
03692164,03,2018,900000,2,,4,10833.3333
03692164,03,2018,900000,2,,5,10833.3333
03692164,01,2018,980000,2,,1,10833.3333
03692164,01,2018,980000,2,,2,10833.3333
03692164,01,2018,980000,2,,3,10833.3333
03692164,01,2018,980000,2,,4,10833.3333
03692164,01,2018,980000,2,,5,10833.3333
03692164,02,2018,980000,2,,1,10833.3333
03692164,02,2018,980000,2,,2,10833.3333
03692164,02,2018,980000,2,,3,10833.3333
03692164,02,2018,980000,2,,4,10833.3333
03692164,02,2018,980000,2,,5,10833.3333
03692164,03,2018,980000,2,,1,10833.3333
03692164,03,2018,980000,2,,2,10833.3333
03692164,03,2018,980000,2,,3,10833.3333
03692164,03,2018,980000,2,,4,10833.3333
03692164,03,2018,980000,2,,5,10833.3333
03692174,01,2018,800940,2,,1,1.25
03692174,01,2018,800940,2,,2,1.25
03692174,01,2018,800940,2,,3,1.25
03692174,01,2018,800940,2,,4,1.25
03692174,01,2018,800940,2,,5,1.25
03692174,02,2018,800940,2,,1,1.25
03692174,02,2018,800940,2,,2,1.25
03692174,02,2018,800940,2,,3,1.25
03692174,02,2018,800940,2,,4,1.25
03692174,02,2018,800940,2,,5,1.25
03692174,03,2018,800940,2,,1,1.25
03692174,03,2018,800940,2,,2,1.25
03692174,03,2018,800940,2,,3,1.25
03692174,03,2018,800940,2,,4,1.25
03692174,03,2018,800940,2,,5,1.25
03692174,01,2018,900000,2,,1,16.6667
03692174,01,2018,900000,2,,2,16.6667
03692174,01,2018,900000,2,,3,16.6667
03692174,01,2018,900000,2,,4,16.6667
03692174,01,2018,900000,2,,5,16.6667
03692174,02,2018,900000,2,,1,16.6667
03692174,02,2018,900000,2,,2,16.6667
03692174,02,2018,900000,2,,3,16.6667
03692174,02,2018,900000,2,,4,16.6667
03692174,02,2018,900000,2,,5,16.6667
03692174,03,2018,900000,2,,1,16.6667
03692174,03,2018,900000,2,,2,16.6667
03692174,03,2018,900000,2,,3,16.6667
03692174,03,2018,900000,2,,4,16.6667
03692174,03,2018,900000,2,,5,16.6667
03692174,01,2018,980000,2,,1,16.6667
03692174,01,2018,980000,2,,2,16.6667
03692174,01,2018,980000,2,,3,16.6667
03692174,01,2018,980000,2,,4,16.6667
03692174,01,2018,980000,2,,5,16.6667
03692174,02,2018,980000,2,,1,16.6667
03692174,02,2018,980000,2,,2,16.6667
03692174,02,2018,980000,2,,3,16.6667
03692174,02,2018,980000,2,,4,16.6667
03692174,02,2018,980000,2,,5,16.6667
03692174,03,2018,980000,2,,1,16.6667
03692174,03,2018,980000,2,,2,16.6667
03692174,03,2018,980000,2,,3,16.6667
03692174,03,2018,980000,2,,4,16.6667
03692174,03,2018,980000,2,,5,16.6667
03692204,01,2018,900030,2,,1,1268
03692204,01,2018,900030,2,,2,1268
03692204,01,2018,900030,2,,3,1268
03692204,01,2018,900030,2,,4,1268
03692204,01,2018,900030,2,,5,1268
03692204,02,2018,900030,2,,1,1268
03692204,02,2018,900030,2,,2,1268
03692204,02,2018,900030,2,,3,1268
03692204,02,2018,900030,2,,4,1268
03692204,02,2018,900030,2,,5,1268
03692204,03,2018,900030,2,,1,1268
03692204,03,2018,900030,2,,2,1268
03692204,03,2018,900030,2,,3,1268
03692204,03,2018,900030,2,,4,1268
03692204,03,2018,900030,2,,5,1268
03692204,01,2018,900170,2,,1,250
03692204,01,2018,900170,2,,2,250
03692204,01,2018,900170,2,,3,250
03692204,01,2018,900170,2,,4,250
03692204,01,2018,900170,2,,5,250
03692204,02,2018,900170,2,,1,250
03692204,02,2018,900170,2,,2,250
03692204,02,2018,900170,2,,3,250
03692204,02,2018,900170,2,,4,250
03692204,02,2018,900170,2,,5,250
03692204,03,2018,900170,2,,1,250
03692204,03,2018,900170,2,,2,250
03692204,03,2018,900170,2,,3,250
03692204,03,2018,900170,2,,4,250
03692204,03,2018,900170,2,,5,250
03692204,01,2018,980000,2,,1,1518
03692204,01,2018,980000,2,,2,1518
03692204,01,2018,980000,2,,3,1518
03692204,01,2018,980000,2,,4,1518
03692204,01,2018,980000,2,,5,1518
03692204,02,2018,980000,2,,1,1518
03692204,02,2018,980000,2,,2,1518
03692204,02,2018,980000,2,,3,1518
03692204,02,2018,980000,2,,4,1518
03692204,02,2018,980000,2,,5,1518
03692204,03,2018,980000,2,,1,1518
03692204,03,2018,980000,2,,2,1518
03692204,03,2018,980000,2,,3,1518
03692204,03,2018,980000,2,,4,1518
03692204,03,2018,980000,2,,5,1518
03692234,01,2018,800940,2,,1,363.4167
03692234,01,2018,800940,2,,2,363.4167
03692234,01,2018,800940,2,,3,363.4167
03692234,01,2018,800940,2,,4,363.4167
03692234,01,2018,800940,2,,5,363.4167
03692234,02,2018,800940,2,,1,363.4167
03692234,02,2018,800940,2,,2,363.4167
03692234,02,2018,800940,2,,3,363.4167
03692234,02,2018,800940,2,,4,363.4167
03692234,02,2018,800940,2,,5,363.4167
03692234,03,2018,800940,2,,1,363.4167
03692234,03,2018,800940,2,,2,363.4167
03692234,03,2018,800940,2,,3,363.4167
03692234,03,2018,800940,2,,4,363.4167
03692234,03,2018,800940,2,,5,363.4167
03692234,01,2018,900000,2,,1,4750
03692234,01,2018,900000,2,,2,4750
03692234,01,2018,900000,2,,3,4750
03692234,01,2018,900000,2,,4,4750
03692234,01,2018,900000,2,,5,4750
03692234,02,2018,900000,2,,1,4750
03692234,02,2018,900000,2,,2,4750
03692234,02,2018,900000,2,,3,4750
03692234,02,2018,900000,2,,4,4750
03692234,02,2018,900000,2,,5,4750
03692234,03,2018,900000,2,,1,4750
03692234,03,2018,900000,2,,2,4750
03692234,03,2018,900000,2,,3,4750
03692234,03,2018,900000,2,,4,4750
03692234,03,2018,900000,2,,5,4750
03692234,01,2018,980000,2,,1,4750
03692234,01,2018,980000,2,,2,4750
03692234,01,2018,980000,2,,3,4750
03692234,01,2018,980000,2,,4,4750
03692234,01,2018,980000,2,,5,4750
03692234,02,2018,980000,2,,1,4750
03692234,02,2018,980000,2,,2,4750
03692234,02,2018,980000,2,,3,4750
03692234,02,2018,980000,2,,4,4750
03692234,02,2018,980000,2,,5,4750
03692234,03,2018,980000,2,,1,4750
03692234,03,2018,980000,2,,2,4750
03692234,03,2018,980000,2,,3,4750
03692234,03,2018,980000,2,,4,4750
