NEWID,REFMO,REFYR,UCC,PUBFLAG,VALUE,VALUE_
03818534,07,2018,005400,2,333.3333,
03818534,07,2018,005410,2,333.3333,
03818534,07,2018,800940,2,1219.2927,T
03818534,07,2018,900000,2,22083.9491,T
03818534,07,2018,980000,2,22083.9491,T
03818534,07,2018,980010,2,0.6667,
03818534,07,2018,980020,2,5.2500,
03818534,07,2018,980030,2,0.2500,
03818534,07,2018,980040,2,0.4167,
03818534,07,2018,980050,2,0.2500,
03818534,07,2018,980060,2,0.0833,
03818534,07,2018,980090,1,8.3333,
03818534,07,2018,980210,2,8.3333,
03818534,07,2018,980240,2,8.3333,
03818534,07,2018,980281,2,8.3333,
03818534,07,2018,980286,2,8.3333,
03818534,07,2018,980310,2,8.3333,
03818534,07,2018,980330,2,8.3333,
03818534,07,2018,980350,2,8.3333,
03818534,08,2018,005400,2,333.3333,
03818534,08,2018,005410,2,333.3333,
03818534,08,2018,800940,2,1219.2927,T
03818534,08,2018,900000,2,22083.9491,T
03818534,08,2018,980000,2,22083.9491,T
03818534,08,2018,980010,2,0.6667,
03818534,08,2018,980020,2,5.2500,
03818534,08,2018,980030,2,0.2500,
03818534,08,2018,980040,2,0.4167,
03818534,08,2018,980050,2,0.2500,
03818534,08,2018,980060,2,0.0833,
03818534,08,2018,980090,1,8.3333,
03818534,08,2018,980210,2,8.3333,
03818534,08,2018,980240,2,8.3333,
03818534,08,2018,980281,2,8.3333,
03818534,08,2018,980286,2,8.3333,
03818534,08,2018,980310,2,8.3333,
03818534,08,2018,980330,2,8.3333,
03818534,08,2018,980350,2,8.3333,
03818534,09,2018,005400,2,333.3333,
03818534,09,2018,005410,2,333.3333,
03818534,09,2018,800940,2,1219.2927,T
03818534,09,2018,900000,2,22083.9491,T
03818534,09,2018,980000,2,22083.9491,T
03818534,09,2018,980010,2,0.6667,
03818534,09,2018,980020,2,5.2500,
03818534,09,2018,980030,2,0.2500,
03818534,09,2018,980040,2,0.4167,
03818534,09,2018,980050,2,0.2500,
03818534,09,2018,980060,2,0.0833,
03818534,09,2018,980090,1,8.3333,
03818534,09,2018,980210,2,8.3333,
03818534,09,2018,980240,2,8.3333,
03818534,09,2018,980281,2,8.3333,
03818534,09,2018,980286,2,8.3333,
03818534,09,2018,980310,2,8.3333,
03818534,09,2018,980330,2,8.3333,
03818534,09,2018,980350,2,8.3333,
03818554,07,2018,005100,2,83.3333,
03818554,07,2018,005110,2,33.3333,
03818554,07,2018,005200,2,16666.6667,
03818554,07,2018,005210,2,18333.3333,
03818554,07,2018,005800,2,12500.0000,
03818554,07,2018,800940,2,326.0500,
03818554,07,2018,900000,2,4262.2500,
03818554,07,2018,900030,2,1692.0000,
03818554,07,2018,900180,2,583.3333,
03818554,07,2018,950004,2,589.6667,
03818554,07,2018,950014,2,144.9167,
03818554,07,2018,980000,2,6537.5833,
03818554,07,2018,980010,2,0.1667,
03818554,07,2018,980020,2,6.7500,
03818554,07,2018,980030,2,0.0833,
03818554,07,2018,980040,2,0.1667,
03818554,07,2018,980060,2,0.1667,
03818554,07,2018,980071,2,6018.7500,
03818554,07,2018,980090,1,8.3333,
03818554,07,2018,980210,2,8.3333,
03818554,07,2018,980240,2,8.3333,
03818554,07,2018,980281,2,8.3333,
03818554,07,2018,980286,2,8.3333,
03818554,07,2018,980310,2,8.3333,
03818554,07,2018,980330,2,8.3333,
03818554,07,2018,980350,2,8.3333,
03818554,08,2018,005100,2,83.3333,
03818554,08,2018,005110,2,33.3333,
03818554,08,2018,005200,2,16666.6667,
03818554,08,2018,005210,2,18333.3333,
03818554,08,2018,005800,2,12500.0000,
03818554,08,2018,800940,2,326.0500,
03818554,08,2018,900000,2,4262.2500,
03818554,08,2018,900030,2,1692.0000,
03818554,08,2018,900180,2,583.3333,
03818554,08,2018,950004,2,589.6667,
03818554,08,2018,950014,2,144.9167,
03818554,08,2018,980000,2,6537.5833,
03818554,08,2018,980010,2,0.1667,
03818554,08,2018,980020,2,6.7500,
03818554,08,2018,980030,2,0.0833,
03818554,08,2018,980040,2,0.1667,
03818554,08,2018,980060,2,0.1667,
03818554,08,2018,980071,2,6018.7500,
03818554,08,2018,980090,1,8.3333,
03818554,08,2018,980210,2,8.3333,
03818554,08,2018,980240,2,8.3333,
03818554,08,2018,980281,2,8.3333,
03818554,08,2018,980286,2,8.3333,
