NEWID,REFMO,REFYR,UCC,PUBFLAG,VALUE,VALUE_
03755234,04,2018,005100,2,29.1667,
03755234,04,2018,005110,2,29.1667,
03755234,04,2018,005400,2,2500.0000,
03755234,04,2018,005410,2,2916.6667,
03755234,04,2018,800940,2,299.6667,
03755234,04,2018,900000,2,3916.6667,
03755234,04,2018,900030,2,1976.0000,
03755234,04,2018,900090,2,103.6667,
03755234,04,2018,900150,2,276.0000,
03755234,04,2018,950004,2,-159.0000,
03755234,04,2018,950014,2,35.4167,
03755234,04,2018,980000,2,6272.3333,
03755234,04,2018,980010,2,0.3333,
03755234,04,2018,980020,2,5.1667,
03755234,04,2018,980030,2,0.1667,
03755234,04,2018,980040,2,0.0833,
03755234,04,2018,980050,2,0.0833,
03755234,04,2018,980060,2,0.0833,
03755234,04,2018,980071,2,6390.9167,
03755234,04,2018,980090,1,8.3333,
03755234,04,2018,980220,2,8.3333,
03755234,04,2018,980230,2,8.3333,
03755234,04,2018,980281,2,8.3333,
03755234,04,2018,980286,2,8.3333,
03755234,04,2018,980300,2,8.3333,
03755234,04,2018,980330,2,8.3333,
03755234,04,2018,980350,2,8.3333,
03755234,05,2018,005100,2,29.1667,
03755234,05,2018,005110,2,29.1667,
03755234,05,2018,005400,2,2500.0000,
03755234,05,2018,005410,2,2916.6667,
03755234,05,2018,800940,2,299.6667,
03755234,05,2018,900000,2,3916.6667,
03755234,05,2018,900030,2,1976.0000,
03755234,05,2018,900090,2,103.6667,
03755234,05,2018,900150,2,276.0000,
03755234,05,2018,950004,2,-159.0000,
03755234,05,2018,950014,2,35.4167,
03755234,05,2018,980000,2,6272.3333,
03755234,05,2018,980010,2,0.3333,
03755234,05,2018,980020,2,5.1667,
03755234,05,2018,980030,2,0.1667,
03755234,05,2018,980040,2,0.0833,
03755234,05,2018,980050,2,0.0833,
03755234,05,2018,980060,2,0.0833,
03755234,05,2018,980071,2,6390.9167,
03755234,05,2018,980090,1,8.3333,
03755234,05,2018,980220,2,8.3333,
03755234,05,2018,980230,2,8.3333,
03755234,05,2018,980281,2,8.3333,
03755234,05,2018,980286,2,8.3333,
03755234,05,2018,980300,2,8.3333,
03755234,05,2018,980330,2,8.3333,
03755234,05,2018,980350,2,8.3333,
03755234,06,2018,005100,2,29.1667,
03755234,06,2018,005110,2,29.1667,
03755234,06,2018,005400,2,2500.0000,
03755234,06,2018,005410,2,2916.6667,
03755234,06,2018,800940,2,299.6667,
03755234,06,2018,900000,2,3916.6667,
03755234,06,2018,900030,2,1976.0000,
03755234,06,2018,900090,2,103.6667,
03755234,06,2018,900150,2,276.0000,
03755234,06,2018,950004,2,-159.0000,
03755234,06,2018,950014,2,35.4167,
03755234,06,2018,980000,2,6272.3333,
03755234,06,2018,980010,2,0.3333,
03755234,06,2018,980020,2,5.1667,
03755234,06,2018,980030,2,0.1667,
03755234,06,2018,980040,2,0.0833,
03755234,06,2018,980050,2,0.0833,
03755234,06,2018,980060,2,0.0833,
03755234,06,2018,980071,2,6390.9167,
03755234,06,2018,980090,1,8.3333,
03755234,06,2018,980220,2,8.3333,
03755234,06,2018,980230,2,8.3333,
03755234,06,2018,980281,2,8.3333,
03755234,06,2018,980286,2,8.3333,
03755234,06,2018,980300,2,8.3333,
03755234,06,2018,980330,2,8.3333,
03755234,06,2018,980350,2,8.3333,
03755244,04,2018,005100,2,333.3333,
03755244,04,2018,005110,2,750.0000,
03755244,04,2018,005400,2,116.6667,
03755244,04,2018,900030,2,941.0000,
03755244,04,2018,900180,2,58.3333,
03755244,04,2018,980000,2,999.3333,
03755244,04,2018,980010,2,0.0833,
03755244,04,2018,980020,2,5.4167,
03755244,04,2018,980040,2,0.0833,
03755244,04,2018,980060,2,0.0833,
03755244,04,2018,980071,2,999.3333,
03755244,04,2018,980220,2,8.3333,
03755244,04,2018,980260,2,8.3333,
03755244,04,2018,980281,2,8.3333,
03755244,04,2018,980286,2,8.3333,
03755244,04,2018,980310,2,8.3333,
03755244,04,2018,980330,2,8.3333,
03755244,04,2018,980350,2,8.3333,
03755244,05,2018,005100,2,333.3333,
03755244,05,2018,005110,2,750.0000,
03755244,05,2018,005400,2,116.6667,
03755244,05,2018,900030,2,941.0000,
03755244,05,2018,900180,2,58.3333,
03755244,05,2018,980000,2,999.3333,
03755244,05,2018,980010,2,0.0833,
03755244,05,2018,980020,2,5.4167,
03755244,05,2018,980040,2,0.0833,
03755244,05,2018,980060,2,0.0833,
03755244,05,2018,980071,2,999.3333,
03755244,05,2018,980220,2,8.3333,
03755244,05,2018,980260,2,8.3333,
03755244,05,2018,980281,2,8.3333,
03755244,05,2018,980286,2,8.3333,
03755244,05,2018,980310,2,8.3333,
03755244,05,2018,980330,2,8.3333,
03755244,05,2018,980350,2,8.3333,
03755244,06,2018,005100,2,333.3333,
03755244,06,2018,005110,2,750.0000,
03755244,06,2018,005400,2,116.6667,
03755244,06,2018,900030,2,941.0000,
03755244,06,2018,900180,2,58.3333,
03755244,06,2018,980000,2,999.3333,
03755244,06,2018,980010,2,0.0833,
03755244,06,2018,980020,2,5.4167,
03755244,06,2018,980040,2,0.0833,
03755244,06,2018,980060,2,0.0833,
03755244,06,2018,980071,2,999.3333,
03755244,06,2018,980220,2,8.3333,
03755244,06,2018,980260,2,8.3333,
03755244,06,2018,980281,2,8.3333,
03755244,06,2018,980286,2,8.3333,
03755244,06,2018,980310,2,8.3333,
03755244,06,2018,980330,2,8.3333,
03755244,06,2018,980350,2,8.3333,
03755264,04,2018,005100,2,16.6667,
03755264,04,2018,005110,2,16.6667,
03755264,04,2018,005200,2,27083.3333,
03755264,04,2018,005210,2,27083.3333,
03755264,04,2018,800940,2,401.6667,
03755264,04,2018,900000,2,5250.0000,
03755264,04,2018,950004,2,631.2500,
03755264,04,2018,950014,2,254.9167,
03755264,04,2018,980000,2,5250.0000,
03755264,04,2018,980010,2,0.0833,
03755264,04,2018,980020,2,4.5833,
03755264,04,2018,980030,2,0.0833,
03755264,04,2018,980040,2,0.0833,
03755264,04,2018,980071,2,4363.8333,
03755264,04,2018,980090,1,8.3333,
03755264,04,2018,980210,2,8.3333,
03755264,04,2018,980230,2,8.3333,
03755264,04,2018,980281,2,8.3333,
03755264,04,2018,980286,2,8.3333,
03755264,04,2018,980310,2,8.3333,
03755264,04,2018,980330,2,8.3333,
03755264,04,2018,980350,2,8.3333,
03755264,05,2018,005100,2,16.6667,
03755264,05,2018,005110,2,16.6667,
03755264,05,2018,005200,2,27083.3333,
03755264,05,2018,005210,2,27083.3333,
03755264,05,2018,800940,2,401.6667,
03755264,05,2018,900000,2,5250.0000,
03755264,05,2018,950004,2,631.2500,
03755264,05,2018,950014,2,254.9167,
03755264,05,2018,980000,2,5250.0000,
03755264,05,2018,980010,2,0.0833,
03755264,05,2018,980020,2,4.5833,
03755264,05,2018,980030,2,0.0833,
03755264,05,2018,980040,2,0.0833,
03755264,05,2018,980071,2,4363.8333,
03755264,05,2018,980090,1,8.3333,
03755264,05,2018,980210,2,8.3333,
03755264,05,2018,980230,2,8.3333,
03755264,05,2018,980281,2,8.3333,
03755264,05,2018,980286,2,8.3333,
03755264,05,2018,980310,2,8.3333,
03755264,05,2018,980330,2,8.3333,
03755264,05,2018,980350,2,8.3333,
03755264,06,2018,005100,2,16.6667,
