NEWID,REFMO,REFYR,UCC,PUBFLAG,VALUE,VALUE_
03692164,01,2018,005100,2,1666.6667,
03692164,01,2018,005200,2,33333.3333,
03692164,01,2018,005400,2,500.0000,
03692164,01,2018,005500,2,416.6667,
03692164,01,2018,005800,2,6666.6667,
03692164,01,2018,800931,2,3163.9269,T
03692164,01,2018,800940,2,820.5000,
03692164,01,2018,900000,2,10833.3333,
03692164,01,2018,950004,2,1312.9167,
03692164,01,2018,950014,2,399.5000,
03692164,01,2018,980000,2,10833.3333,
03692164,01,2018,980010,2,0.2500,
03692164,01,2018,980020,2,4.1667,
03692164,01,2018,980030,2,0.0833,
03692164,01,2018,980040,2,0.0833,
03692164,01,2018,980050,2,0.1667,
03692164,01,2018,980071,2,9120.9167,
03692164,01,2018,980090,1,8.3333,
03692164,01,2018,980220,2,8.3333,
03692164,01,2018,980240,2,8.3333,
03692164,01,2018,980282,2,8.3333,
03692164,01,2018,980286,2,8.3333,
03692164,01,2018,980310,2,8.3333,
03692164,01,2018,980330,2,8.3333,
03692164,01,2018,980350,2,8.3333,
03692164,02,2018,005100,2,1666.6667,
03692164,02,2018,005200,2,33333.3333,
03692164,02,2018,005400,2,500.0000,
03692164,02,2018,005500,2,416.6667,
03692164,02,2018,005800,2,6666.6667,
03692164,02,2018,800931,2,3163.9269,T
03692164,02,2018,800940,2,820.5000,
03692164,02,2018,900000,2,10833.3333,
03692164,02,2018,950004,2,1312.9167,
03692164,02,2018,950014,2,399.5000,
03692164,02,2018,980000,2,10833.3333,
03692164,02,2018,980010,2,0.2500,
03692164,02,2018,980020,2,4.1667,
03692164,02,2018,980030,2,0.0833,
03692164,02,2018,980040,2,0.0833,
03692164,02,2018,980050,2,0.1667,
03692164,02,2018,980071,2,9120.9167,
03692164,02,2018,980090,1,8.3333,
03692164,02,2018,980220,2,8.3333,
03692164,02,2018,980240,2,8.3333,
03692164,02,2018,980282,2,8.3333,
03692164,02,2018,980286,2,8.3333,
03692164,02,2018,980310,2,8.3333,
03692164,02,2018,980330,2,8.3333,
03692164,02,2018,980350,2,8.3333,
03692164,03,2018,005100,2,1666.6667,
03692164,03,2018,005200,2,33333.3333,
03692164,03,2018,005400,2,500.0000,
03692164,03,2018,005500,2,416.6667,
03692164,03,2018,005800,2,6666.6667,
03692164,03,2018,800931,2,3163.9269,T
03692164,03,2018,800940,2,820.5000,
03692164,03,2018,900000,2,10833.3333,
03692164,03,2018,950004,2,1312.9167,
03692164,03,2018,950014,2,399.5000,
